,score,property_id,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,weather_normalized_site_electricity_kwh,direct_ghg_emissions_metric_tons_co2e,indirect_ghg_emissions_metric_tons_co2e,egrid_output_emissions_rate_kgco2e_mbtu,avoided_emissions_offsite_green_power_metric_tons_co2e,percent_of_electricity_that_is_green_power,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_used_to_compute_metrics,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
7617,54,4039511.0,263626.0,1935.0,3,100,1042064.4,1357.3,297.1,79.5,0.0,0.0,2.4732,1.2366,1.1123058000000001,0.0,0.0,10.0,90.0,24557.7,29.539999999999964,0,0,212.0,386.0,-73.84688,40.877957
7628,65,4039655.0,142820.0,1935.0,3,100,625862.4,591.9,178.6,79.5,0.0,0.0,2.24058,1.12029,0.0,160.0,1.12029,90.0,90.0,5771.2,29.539999999999964,5,0,212.0,386.0,-73.849952,40.878356
7629,57,4039658.0,240919.0,1935.0,3,100,894214.9,1193.7,254.9,79.5,0.0,0.0,2.32443,1.16222,1.1123058000000001,0.0,0.0,90.0,90.0,25052.3,29.539999999999964,0,0,212.0,386.0,-73.848797,40.877622
7630,72,4039664.0,270039.0,1935.0,3,100,1052750.8,1086.8,300.0,79.5,0.0,0.0,2.17006,1.08503,1.08503,0.0,0.0,73.35970197368421,95.78447655077947,25193.2,29.539999999999964,0,0,212.0,386.0,-73.850519,40.877133
7631,47,4039665.0,324113.0,1935.0,3,100,1351983.2,1519.6739999999988,386.9,79.5,0.0,0.0,2.20294,1.10147,1.10147,0.0,0.0,90.0,90.0,28611.841999999982,29.539999999999964,0,0,212.0,386.0,-73.850523,40.877097
7686,58,4042603.0,54149.0,1928.0,1,100,363966.0,259.0,101.2,79.5,0.0,0.0,1.53281,1.12652,0.0,61.0,1.12652,90.0,100.0,7483.2,10.0,0,0,209.0,76.0,-73.870942,40.834878
7688,85,4042612.0,94088.0,1950.0,1,100,289124.0,248.6,81.2,79.5,0.0,0.0,1.02032,0.7865,0.0,74.0,0.7865,90.0,100.0,4594.425778134381,13.0,0,0,207.0,40502.0,-73.889375,40.865704
7694,26,4042870.0,59362.0,1949.0,1,100,261507.8,308.2,72.8,79.5,0.0,0.0,1.56666,0.96021,0.0,57.0,0.96021,90.0,100.0,5178.0,8.0,0,0,207.0,269.0,-73.907124,40.867893
7700,58,4042879.0,86000.0,1952.0,1,100,370182.6,287.4,102.0,79.5,0.0,0.0,1.0814,1.0,0.0,86.0,1.0,90.0,100.0,5155.8,9.0,0,0,207.0,269.0,-73.906885,40.868123
7701,64,4042883.0,68040.0,1940.0,1,100,238871.2,221.7,66.4,79.5,0.0,0.0,0.95532,0.91123,0.0,62.0,0.91123,90.0,100.0,6359.2,7.0,0,0,207.0,415.0,-73.884342,40.871866
7705,33,4042896.0,58001.0,1925.0,1,100,222912.4,260.2,61.7,79.5,0.0,0.0,1.10343,0.93102,0.0,54.0,0.93102,90.0,100.0,7064.3,14.0,0,0,207.0,419.0,-73.88256,40.880082
7712,35,4043059.0,92998.0,1909.46,1,100,524642.8,320.4,144.4,79.5,0.0,0.0,1.10755,0.84948,0.0,79.0,0.84948,90.0,90.0,4594.425778134381,5.0,0,0,201.0,43.0,-73.916598,40.814678
7713,28,4043062.0,119770.0,2009.0,1,100,1075622.3,321.6,301.6,79.5,0.0,0.0,1.49453,0.89338,0.0,107.0,0.89338,90.0,90.0,9545.3,6.0,0,0,201.0,71.0,-73.912106,40.821566
7714,55,4043065.0,120000.0,2003.0,1,100,733090.0,324.2,196.7,79.5,0.0,0.0,1.20833,0.875,0.0,105.0,0.875,90.0,90.0,9003.6,6.0,0,0,203.0,185.0,-73.909531,40.82572
7715,58,4043066.0,158773.0,2007.0,1,100,863250.1,466.1,239.4,79.5,0.0,0.0,1.32894,0.81248,0.0,129.0,0.81248,90.0,90.0,13485.5,6.0,0,0,203.0,185.0,-73.908543,40.826743
7716,29,4043067.0,160652.0,2004.0,1,100,1348156.6,443.6,379.0,79.5,0.0,0.0,1.40677,0.76563,0.0,123.0,0.76563,90.0,90.0,4594.425778134381,6.0,0,0,201.0,69.0,-73.915289,40.821431
7717,54,4043069.0,71000.0,2007.0,1,100,474155.0,212.0,131.4,79.5,0.0,0.0,1.71831,0.90141,0.0,64.0,0.90141,90.0,90.0,6677.1,5.0,0,0,201.0,69.0,-73.912873,40.820431
7718,31,4043072.0,107601.0,2005.0,1,100,660426.1,506.6,184.6,79.5,0.0,0.0,1.96095,1.19887,0.0,129.0,1.19887,90.0,90.0,12004.9,7.0,0,0,203.0,141.0,-73.912443,40.823282
7719,24,4043074.0,127284.0,2004.0,1,100,730749.0,626.4,203.2,79.5,0.0,0.0,1.7127,1.02134,0.0,130.0,1.02134,90.0,90.0,14483.8,6.0,0,0,203.0,185.0,-73.909747,40.826184
7720,28,4043077.0,54560.0,2006.0,1,100,372712.0,224.1,104.5,79.5,0.0,0.0,1.66789,1.09971,1.09971,0.0,0.0,90.0,90.0,3505.1,5.0,0,0,203.0,185.0,-73.9065,40.827647
7721,66,4043079.0,66427.0,2000.0,1,100,405837.8,153.9,111.1,79.5,0.0,0.0,1.29465,0.81292,0.0,54.0,0.81292,90.0,90.0,4594.425778134381,12.0,0,0,202.0,87.0,-73.898919,40.820872
7722,99,4043081.0,87180.0,1925.0,1,100,339355.7,203.7,94.0,79.5,0.0,0.0,3.21175,1.6747,0.0,146.0,1.6472331999999985,90.0,90.0,7933.1,5.0,0,0,202.0,87.0,-73.897624,40.81977
7723,59,4043083.0,57700.0,2005.0,1,100,333167.7,202.5,92.1,79.5,0.0,0.0,1.90641,0.79723,0.0,46.0,0.79723,90.0,90.0,4594.425778134381,6.0,0,0,203.0,167.0,-73.904348,40.839445
7724,64,4043088.0,99363.0,2005.0,1,100,526328.6,271.3,149.3,79.5,0.0,0.0,1.32846,0.88564,0.0,88.0,0.88564,90.0,90.0,7366.4,6.0,0,0,206.0,37504.0,-73.89371,40.847562
7725,66,4043089.0,52600.0,1997.0,1,100,277415.0,138.6,77.9,79.5,0.0,0.0,1.10266,1.06464,0.0,56.0,1.06464,90.0,90.0,4594.425778134381,7.0,0,0,206.0,391.0,-73.88491,40.853233
7726,72,4043090.0,71550.0,2011.0,1,100,471420.5,166.9,131.4,79.5,0.0,0.0,1.76101,1.03424,1.03424,0.0,0.0,90.0,90.0,4594.425778134381,5.0,0,0,205.0,381.0,-73.902133,40.851333
7727,14,4043092.0,36704.0,2006.0,1,100,188678.6,144.0,53.2,79.5,0.0,0.0,1.0898,1.0898,0.0,0.0,0.0,90.0,90.0,3653.7,12.0,0,0,208.0,26702.0,-73.902331,40.871751
7738,100,4043137.0,71250.0,1939.0,1,100,270719.6,26.9,75.4,79.5,0.0,0.0,1.06667,0.88421,0.0,63.0,0.88421,90.0,100.0,4181.2,9.0,0,0,207.0,40702.0,-73.88721,40.87157
7739,18,4043144.0,168990.0,1929.0,1,100,863226.6,856.2,223.8,79.5,0.0,0.0,1.25451,0.92905,0.0,157.0,0.92905,90.0,100.0,18630.3,29.539999999999964,0,0,211.0,22401.0,-73.869188,40.853773
7740,57,4043157.0,73675.0,1930.0,1,100,457933.8,329.4,127.3,79.5,0.0,0.0,1.72379,1.15372,0.0,85.0,1.15372,90.0,100.0,10618.3,16.0,0,0,211.0,22403.0,-73.86667,40.854802
7747,15,4043232.0,54369.0,1937.0,1,100,214215.9,300.3,59.5,79.5,0.0,0.0,1.15875,0.91964,0.0,50.0,0.91964,90.0,100.0,6162.1,9.0,0,0,207.0,40702.0,-73.886452,40.870949
7748,53,4043233.0,74826.0,1931.0,1,100,315595.5,274.6,88.0,79.5,0.0,0.0,1.21616,0.96223,0.0,72.0,0.96223,90.0,100.0,5234.9,8.0,0,0,211.0,22401.0,-73.868664,40.855246
7749,67,4043234.0,79544.0,1931.0,1,100,269977.8,258.0,77.2,79.5,0.0,0.0,1.0183,0.90516,0.0,72.0,0.90516,90.0,100.0,5049.3,8.0,0,0,211.0,22401.0,-73.868649,40.85579
7750,23,4043235.0,98313.0,1949.0,1,100,498792.3,487.7,139.1,79.5,0.0,0.0,1.46471,1.02733,0.0,101.0,1.02733,90.0,100.0,11151.9,11.0,1,0,208.0,26702.0,-73.899385,40.870958
7751,42,4043237.0,82548.0,1930.0,1,100,375970.2,313.3,103.8,79.5,0.0,0.0,1.04182,1.0297,0.0,85.0,1.0297,90.0,100.0,6582.8,10.0,0,0,211.0,22403.0,-73.865715,40.855325
7752,100,4043238.0,86000.0,1936.0,1,100,274574.6,37.6,78.9,79.5,0.0,0.0,1.38372,0.75581,0.0,65.0,0.75581,90.0,100.0,4594.425778134381,9.0,0,0,207.0,411.0,-73.886111,40.875565
7753,55,4043240.0,56000.0,1939.0,1,100,231755.1,284.7,64.3,79.5,0.0,0.0,1.21429,0.89286,0.0,50.0,0.89286,90.0,100.0,4983.9,8.0,0,0,207.0,425.0,-73.878969,40.871957
7754,2,4043249.0,47954.0,1912.0,1,100,754755.7,422.4,210.1,79.5,0.0,0.0,3.14885,1.02181,0.0,49.0,1.02181,100.0,100.0,4594.425778134381,22.0,0,0,202.0,83.0,-73.902839,40.815682
7757,49,4043335.0,70230.0,1935.0,1,100,271700.9,260.8,76.3,79.5,0.0,0.0,1.01096,0.95401,0.0,67.0,0.95401,90.0,100.0,7069.6,8.0,0,0,211.0,22401.0,-73.868682,40.855356
7759,53,4043343.0,50400.0,1940.0,1,100,173824.5,185.2,49.3,79.5,0.0,0.0,0.93254,0.93254,0.0,47.0,0.93254,90.0,100.0,3454.5,8.0,0,0,207.0,42902.0,-73.873863,40.877723
7787,18,4043925.0,50000.0,2010.0,1,100,463167.1,221.7,126.8,79.5,0.0,0.0,2.22,1.2,1.1123058000000001,0.0,0.0,0.0,100.0,4592.3,6.0,0,0,201.0,31.0,-73.926264,40.8075377
7788,61,4043926.0,420102.06,2009.0,1,100,2259383.442,1285.9,761.2,79.5,0.0,0.0,1.35914,0.88018,0.88018,0.0,0.0,0.0,100.0,28611.841999999982,17.0,0,0,201.0,31.0,-73.925307,40.8075377
7789,53,4043927.0,101682.0,2008.0,1,100,682786.3,246.1,185.1,79.5,0.0,0.0,1.22932,0.75726,0.75726,0.0,0.0,0.0,100.0,6182.7,5.0,0,0,203.0,141.0,-73.910124,40.823102
7790,53,4043928.0,113093.0,2008.0,1,100,669722.4,358.2,187.0,79.5,0.0,0.0,1.50319,0.70738,0.70738,0.0,0.0,0.0,100.0,4594.425778134381,5.0,0,0,203.0,141.0,-73.910004,40.823066
7791,65,4043929.0,105857.0,2009.0,1,100,441075.4,330.9,119.6,79.5,0.0,0.0,1.16194,0.75574,0.0,80.0,0.75574,0.0,100.0,6040.5,6.0,0,0,203.0,141.0,-73.910044,40.823077
7792,76,4043930.0,171348.0,2008.0,1,100,967994.7,356.8,272.1,79.5,0.0,0.0,1.31312,0.79954,0.79954,0.0,0.0,0.0,100.0,4594.425778134381,5.0,0,0,203.0,141.0,-73.910024,40.824408
7793,78,4043931.0,129164.0,2008.0,1,100,697937.8,262.8,192.6,79.5,0.0,0.0,1.22325,0.77421,0.77421,0.0,0.0,90.0,100.0,6145.2,5.0,0,0,203.0,141.0,-73.90919,40.824215
7794,60,4043932.0,111173.0,2008.0,1,100,582866.0,310.2,161.3,79.5,0.0,0.0,1.19633,0.76457,0.76457,0.0,0.0,0.0,100.0,7934.6,7.0,0,0,203.0,141.0,-73.90932,40.824259
7795,70,4043933.0,149664.0,2008.0,1,100,830846.7,370.2,230.5,79.5,0.0,0.0,1.35637,0.87529,0.87529,0.0,0.0,90.0,100.0,1081.5,5.0,0,0,203.0,141.0,-73.909046,40.82351
7796,44,4043934.0,108445.0,2003.0,1,100,757418.0,366.5,209.0,79.5,0.0,0.0,1.81659,0.92213,0.0,100.0,0.92213,0.0,100.0,10746.2,6.0,0,0,203.0,145.0,-73.906621,40.831759
7797,62,4043935.0,193564.0,2004.0,1,100,1408163.8,573.5,388.5,79.5,0.0,0.0,2.21632,0.85243,0.0,165.0,0.85243,0.0,100.0,24408.3,11.0,0,0,201.0,69.0,-73.914544,40.822205
7798,68,4043936.0,190926.0,2005.0,1,100,1144838.6,662.8,320.0,79.5,0.0,0.0,2.40407,0.87468,0.0,167.0,0.87468,0.0,100.0,11951.6,11.0,0,0,201.0,69.0,-73.916973,40.823694
7799,72,4043937.0,97761.0,2007.0,1,100,464057.2,247.0,130.6,79.5,0.0,0.0,1.18657,0.76718,0.0,75.0,0.76718,0.0,100.0,7731.0,5.0,0,0,201.0,65.0,-73.922046,40.820945
7800,5,4043938.0,181170.0,2006.0,1,100,1845239.5,745.5,510.1,79.5,0.0,0.0,1.39096,0.77275,0.0,140.0,0.77275,0.0,100.0,16808.7,9.0,0,0,201.0,65.0,-73.921371,40.820467
7801,51,4043939.0,120472.0,2001.0,1,100,710967.5,424.5,196.3,79.5,0.0,0.0,1.71824,0.99608,0.0,120.0,0.99608,0.0,100.0,13551.0,5.0,0,0,204.0,189.0,-73.92822874,40.830601
7802,41,4043940.0,110654.0,2002.0,1,100,696153.5,419.9,194.1,79.5,0.0,0.0,1.74418,1.03928,0.0,115.0,1.03928,0.0,100.0,10174.3,5.0,0,0,204.0,211.0,-73.923646,40.840167
7803,47,4043941.0,96782.0,2004.0,1,100,585098.2,348.6,163.3,79.5,0.0,0.0,1.75652,0.91959,0.0,89.0,0.91959,90.0,100.0,10981.5,5.0,0,0,204.0,189.0,-73.92822874,40.832649
7804,18,4043942.0,98955.0,2001.0,1,100,634668.7,476.2,175.8,79.5,0.0,0.0,1.59668,0.99035,0.0,98.0,0.99035,0.0,100.0,13127.6,5.0,0,0,204.0,201.0,-73.926117,40.840723
7805,89,4043943.0,95362.0,2013.0,1,100,423032.0,202.9,117.8,79.5,0.0,0.0,1.39469,0.84939,0.0,81.0,0.84939,0.0,100.0,6549.9,5.0,0,0,201.0,75.0,-73.909449,40.819731
7806,66,4043944.0,93640.0,2012.0,1,100,506142.5,253.3,140.7,79.5,0.0,0.0,1.36694,0.85434,0.0,80.0,0.85434,0.0,100.0,6728.7,5.0,0,0,201.0,75.0,-73.909539,40.819508
7807,55,4043945.0,87072.0,2004.0,1,100,535960.0,274.8,147.5,79.5,0.0,0.0,1.6538,0.95323,0.0,83.0,0.95323,0.0,100.0,8858.4,5.0,0,0,201.0,73.0,-73.907657,40.814402
7808,43,4043946.0,82000.0,2005.0,1,100,517832.5,310.4,147.1,79.5,0.0,0.0,1.87805,1.04878,0.0,86.0,1.04878,0.0,100.0,9282.6,4.0,0,0,202.0,12901.0,-73.89972,40.821271
7809,5,4043947.0,74160.0,2004.0,1,100,530996.5,462.8,150.2,79.5,0.0,0.0,1.79342,1.01133,0.0,75.0,1.01133,50.0,100.0,7887.0,5.0,0,0,202.0,12901.0,-73.900045,40.821993
7810,81,4043948.0,63650.0,1999.0,1,100,460391.7,95.8,126.7,79.5,0.0,0.0,1.63394,1.06834,0.0,68.0,1.06834,0.0,100.0,6484.1,5.0,0,0,202.0,131.0,-73.896417,40.826944
7811,31,4043949.0,75849.0,1999.0,1,100,458860.1,341.0,126.8,79.5,0.0,0.0,1.79304,1.05473,0.0,80.0,1.05473,0.0,100.0,678.0,6.0,0,0,202.0,131.0,-73.895924,40.827465
7812,58,4043951.0,367288.0,2005.0,1,100,2257311.3,1012.0,641.8,79.5,0.0,0.0,1.53013,0.8168,0.0,190.0,0.8168,0.0,100.0,28611.841999999982,11.0,0,0,202.0,119.0,-73.890326,40.821937
7813,55,4043952.0,119250.0,2006.0,1,100,713116.0,371.3,198.0,79.5,0.0,0.0,1.57652,0.96436,0.96436,0.0,0.0,0.0,100.0,12275.5,5.0,0,0,205.0,381.0,-73.902202,40.85136
7814,30,4043953.0,56291.0,2004.0,1,100,451229.1,201.7,126.1,79.5,0.0,0.0,1.79425,1.13695,1.1123058000000001,0.0,0.0,0.0,100.0,5605.2,6.0,0,0,204.0,22102.0,-73.916718,40.837478
7815,29,4043954.0,87132.0,2005.0,1,100,560180.0,382.5,154.9,79.5,0.0,0.0,1.80186,0.96405,0.0,84.0,0.96405,0.0,100.0,12226.2,5.0,0,0,205.0,243.0,-73.911335,40.851779
7816,37,4043955.0,103418.0,2003.0,1,100,599307.3,487.5,169.9,79.5,0.0,0.0,2.1563,0.87025,0.0,90.0,0.87025,0.0,100.0,13352.7,4.0,0,0,204.0,21302.0,-73.917708,40.843413
7817,50,4043956.0,102897.0,2008.0,1,100,593104.4,327.0,163.0,79.5,0.0,0.0,1.34115,0.95241,0.0,98.0,0.95241,0.0,100.0,9746.0,5.0,0,0,203.0,14701.0,-73.90266,40.834802
7818,1,4043957.0,94061.0,2005.0,1,100,978101.8,577.6,275.3,79.5,0.0,0.0,1.70102,1.04188,0.0,98.0,1.04188,0.0,100.0,12421.3,7.0,0,0,203.0,153.0,-73.894461,40.83457
7819,21,4043958.0,98524.0,2005.0,1,100,740707.4,438.5,207.6,79.5,0.0,0.0,1.93861,0.97438,0.0,96.0,0.97438,0.0,100.0,12789.4,6.0,0,0,206.0,359.0,-73.883479,40.840134
7820,32,4043960.0,124888.0,2000.0,1,100,753050.4,526.7,208.2,79.5,0.0,0.0,1.60144,1.04093,0.0,130.0,1.04093,0.0,100.0,2943.2,4.0,0,0,205.0,38302.0,-73.894898,40.857332
7821,22,4043961.0,80658.0,2004.0,1,100,657310.4,372.2,181.5,79.5,0.0,0.0,2.20685,0.86786,0.0,70.0,0.86786,0.0,100.0,11234.2,5.0,0,0,206.0,385.0,-73.892649,40.857527
7822,38,4043963.0,70100.0,2003.0,1,100,403696.5,282.8,114.5,79.5,0.0,0.0,1.64051,1.05564,0.0,74.0,1.05564,0.0,100.0,7592.4,5.0,0,0,206.0,37504.0,-73.892615,40.849351
7823,79,4043964.0,84778.0,2001.0,1,100,472392.3,199.7,133.9,79.5,0.0,0.0,1.61598,1.0616,0.0,90.0,1.0616,90.0,100.0,10558.8,6.0,0,0,206.0,36501.0,-73.885506,40.844862
7824,40,4043967.0,92728.0,2003.0,1,100,597295.8,332.9,168.6,79.5,0.0,0.0,1.66077,0.99215,0.99215,0.0,0.0,0.0,100.0,9739.6,5.0,0,0,205.0,241.0,-73.903926,40.853755
7825,42,4043968.0,112263.0,2004.0,1,100,734194.7,362.9,202.7,79.5,0.0,0.0,1.35396,0.89967,0.0,101.0,0.89967,0.0,100.0,7237.4,2.0,0,0,208.0,279.0,-73.895781,40.884379
7826,51,4043969.0,106586.0,2006.0,1,100,707796.8,339.4,194.9,79.5,0.0,0.0,1.69816,1.04141,1.04141,0.0,0.0,0.0,95.78447655077947,4594.425778134381,7.0,0,0,207.0,411.0,-73.887529,40.875146
7827,44,4043970.0,51906.0,2011.0,1,100,300868.6,166.4,83.4,79.5,0.0,0.0,1.15594,0.98255,0.98255,0.0,0.0,0.0,100.0,8640.1,5.0,0,0,212.0,435.0,-73.869887,40.882486
7828,25,4043972.0,87902.0,2002.0,1,100,529444.4,398.5,146.6,79.5,0.0,0.0,1.55855,1.02387,0.0,90.0,1.02387,0.0,100.0,9754.4,6.0,0,0,211.0,220.0,-73.868642,40.848547
7829,45,4043973.0,84475.0,2002.0,1,100,507571.7,326.9,140.1,79.5,0.0,0.0,1.83486,0.99438,0.0,84.0,0.99438,0.0,100.0,7161.2,6.0,0,0,211.0,220.0,-73.869089,40.849192
7835,17,4044579.0,51203.0,1926.0,1,100,233609.6,243.9,65.3,79.5,0.0,0.0,1.39992,1.19993,0.0,0.0,0.0,73.35970197368421,95.78447655077947,6079.4,9.0,0,0,204.0,18302.0,-73.917954,40.828498
7838,45,4044714.0,58808.0,1939.0,1,100,261487.4,228.5,74.8,79.5,0.0,0.0,0.91824,0.91824,0.0,18.0,0.30608,90.0,90.0,4594.425778134381,12.0,0,0,208.0,309.0,-73.909248,40.877059
7840,68,4044717.0,61405.0,1939.0,1,100,222013.2,248.5,64.5,79.5,0.0,0.0,1.30283,0.97712,0.0,24.0,0.39085,90.0,90.0,7507.9,21.0,0,0,210.0,200.0,-73.845197,40.839449
7844,72,4044737.0,55400.0,1958.0,1,100,183165.4,168.3,51.0,79.5,0.0,0.0,1.42599,0.88448,0.0,16.0,0.28881,90.0,90.0,4594.425778134381,5.0,0,0,208.0,351.0,-73.897018,40.88786849
7845,35,4044925.0,84351.0,2006.0,1,100,636613.1,325.8,182.0,79.5,0.0,0.0,2.16951,1.06697,0.0,90.0,1.06697,90.0,90.0,8781.2,7.0,0,0,203.0,141.0,-73.913421,40.824057
7846,36,4044948.0,77768.0,2001.0,1,100,550381.8,323.1,152.6,79.5,0.0,0.0,2.18599,1.0287,0.0,80.0,1.0287,90.0,90.0,7036.2,8.0,0,0,203.0,153.0,-73.89482,40.833236
7875,34,4046313.0,169601.0,1929.0,1,100,848993.4,813.1,236.4,79.5,0.0,0.0,1.47405,1.03183,0.0,175.0,1.03183,100.0,100.0,4594.425778134381,29.539999999999964,0,0,211.0,22404.0,-73.864839,40.853947
7876,68,4046318.0,167581.0,1929.0,1,100,809810.3,1084.4,225.0,79.5,0.0,0.0,1.47391,1.02637,0.0,172.0,1.02637,100.0,100.0,4594.425778134381,29.539999999999964,1,0,211.0,228.0,-73.864817,40.853993
7877,16,4046326.0,65862.0,1930.0,1,100,272967.3,387.7,76.4,79.5,0.0,0.0,1.41204,1.07801,0.0,71.0,1.07801,100.0,100.0,4594.425778134381,15.0,0,0,211.0,228.0,-73.863843,40.85509
7878,34,4046334.0,66075.0,1930.0,1,100,262422.3,325.1,73.2,79.5,0.0,0.0,1.43776,1.07454,0.0,71.0,1.07454,100.0,100.0,8289.9,13.0,0,0,211.0,228.0,-73.863827,40.855504
7879,100,4046335.0,65862.0,1930.0,1,100,257014.2,17.3,71.7,79.5,0.0,0.0,1.32094,1.07801,0.0,71.0,1.07801,100.0,100.0,7242.3,15.0,0,0,211.0,228.0,-73.863812,40.856018
7886,32,4046420.0,92590.0,1927.0,1,100,414056.4,394.2,116.1,79.5,0.0,0.0,1.18803,0.85322,0.0,79.0,0.85322,90.0,100.0,8938.5,4.0,0,0,204.0,193.0,-73.924535,40.834234
7898,8,4046609.0,65832.0,1937.0,1,100,524156.0,245.8,145.2,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,16.0,0,0,204.0,17901.0,-73.917386,40.834827
7902,23,4046950.0,52800.0,1949.0,1,100,275970.2,215.4,76.7,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,73.35970197368421,95.78447655077947,3955.7,11.0,0,0,204.0,225.0,-73.909854,40.840492
7903,57,4046953.0,105356.0,1927.0,1,100,555510.4,284.2,150.9,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,10.0,0,0,204.0,195.0,-73.923617,40.828003
7913,100,4047238.0,61500.0,1931.0,1,100,274104.8,9.6,76.6,79.5,0.0,0.0,1.15447,0.97561,0.0,60.0,0.97561,90.0,90.0,7289.7,3.0,0,0,209.0,5001.0,-73.877342,40.824776
7914,7,4047240.0,66600.0,1920.0,1,100,504257.8,499.8,139.1,79.5,0.0,0.0,1.41141,1.05105,0.0,70.0,1.05105,90.0,90.0,4594.425778134381,9.0,0,0,209.0,5001.0,-73.877256,40.824416
7915,12,4047241.0,65000.0,1937.0,1,100,301730.5,584.2,84.1,79.5,0.0,0.0,1.61538,0.86154,0.0,56.0,0.86154,90.0,90.0,9344.1,9.0,0,0,205.0,23502.0,-73.903942,40.850302
7930,58,4068969.0,119596.0,1916.0,3,100,536242.7,805.2,151.9,79.5,0.0,0.0,1.20405,1.05355,0.0,126.0,1.05355,70.0,100.0,11036.2,29.0,1,0,209.0,92.0,-73.850684,40.831228
7947,37,4114478.0,57994.0,1923.0,1,100,238273.6,325.3,66.7,79.5,0.0,0.0,0.93113,0.93113,0.0,54.0,0.93113,90.0,100.0,4594.425778134381,7.0,0,0,207.0,40302.0,-73.891667,40.868209
7954,86,4115738.0,160500.0,1922.0,1,100,579128.9,586.0,160.5,79.5,0.0,0.0,1.27103,0.71028,0.0,114.0,0.71028,90.0,100.0,4594.425778134381,10.0,0,0,207.0,40304.0,-73.894132,40.866413
7964,100,4125412.0,58740.0,1925.0,1,100,247516.0,25.8,69.3,79.5,0.0,0.0,1.19169,1.02145,0.0,24.0,0.40858,100.0,100.0,6215.3,17.0,0,0,204.0,209.0,-73.913285,40.842776
7965,100,4125413.0,61572.0,1928.0,1,100,291488.4,29.2,83.2,79.5,0.0,0.0,1.57539,1.34802,0.0,28.0,0.45475,100.0,100.0,4594.425778134381,7.0,0,0,205.0,39902.0,-73.895083,40.858962
7968,88,4125803.0,66778.0,2006.0,1,100,353448.9,133.3,97.1,79.5,0.0,0.0,1.30282,1.2579,0.0,84.0,1.2579,0.0,100.0,4806.9,4.0,0,0,210.0,202.0,-73.847781,40.836595
7969,66,4125809.0,112000.0,2005.0,1,100,543884.9,218.9,149.7,79.5,0.0,0.0,0.7631076,0.64286,0.0,72.0,0.64286,0.0,100.0,4038.5,5.0,0,0,212.0,374.0,-73.86706,40.874872
8031,97,4312395.0,49097.0,2015.0,1,100,127530.6,110.2,34.6,79.5,0.0,0.0,1.16097,0.99802,0.0,49.0,0.99802,90.0,90.0,3283.2,6.0,0,0,203.0,185.0,-73.908816,40.827822
8047,5,4339147.0,64440.0,1929.0,1,95,528810.9,285.2,146.5,79.5,0.0,0.0,1.5208,0.66729,0.0,15.0,0.23277,80.0,80.0,4594.425778134381,18.0,0,0,206.0,359.0,-73.884015,40.841589
8048,52,4339202.0,172512.0,1929.0,1,95,603032.7,516.8,171.3,79.5,0.0,0.0,0.99124,0.64923,0.0,42.0,0.24346,70.0,70.0,18492.1,10.0,0,0,204.0,18301.0,-73.919488,40.829413
8049,91,4339294.0,105356.0,1926.0,1,100,369161.3,284.8,104.8,79.5,0.0,0.0,1.51866,0.5759018,0.0,15.0,0.14237,90.0,70.0,8723.7,8.0,0,0,204.0,195.0,-73.923117,40.828859
8050,51,4339341.0,90744.0,1925.0,1,100,331596.8,383.5,94.4,79.5,0.0,0.0,1.5979,0.5759018,0.0,17.0,0.18734,90.0,70.0,9284.1,9.0,0,0,204.0,195.0,-73.923392,40.828392
8082,72,4369103.0,139122.0,1964.0,1,100,533065.6,468.0,153.0,79.5,0.0,0.0,1.32977,0.956,0.0,133.0,0.956,90.0,100.0,8387.4,12.0,0,0,211.0,228.0,-73.862887,40.855583
8118,58,4374696.0,58509.0,1940.0,1,95,294756.2,257.5,81.3,79.5,0.0,0.0,1.23058,0.9913,0.0,58.0,0.9913,0.0,90.0,4594.425778134381,12.0,0,0,204.0,189.0,-73.928145,40.83364
8119,27,4374921.0,55998.0,1964.0,1,95,327137.4,253.1,92.9,79.5,0.0,0.0,1.42862,1.07147,0.0,60.0,1.07147,0.0,90.0,4858.4,7.0,0,0,211.0,228.0,-73.862932,40.854762
8134,100,4379247.0,81502.0,1927.0,1,90,99760.4,198.9,25.6,79.5,0.0,0.0,1.34966,0.8098,0.0,66.0,0.8098,0.0,100.0,5282.7,9.0,0,0,205.0,217.0,-73.912724,40.848772
