,score,property_id,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,weather_normalized_site_electricity_kwh,direct_ghg_emissions_metric_tons_co2e,indirect_ghg_emissions_metric_tons_co2e,egrid_output_emissions_rate_kgco2e_mbtu,avoided_emissions_offsite_green_power_metric_tons_co2e,percent_of_electricity_that_is_green_power,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_used_to_compute_metrics,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
2201,68,2665220.0,66332.0,1929.0,1,100,309006.8,170.6,85.3,79.5,0.0,0.0,0.96484,0.87439,0.0,58.0,0.87439,100.0,100.0,5054.7,12.0,0,0,209.0,72.0,-73.858906,40.832358
2202,80,2665221.0,77990.0,1921.0,1,100,265507.2,258.6,75.2,79.5,0.0,0.0,1.5643,0.8078,0.0,63.0,0.8078,100.0,100.0,4594.425778134381,5.0,0,0,205.0,24502.0,-73.910742,40.855322
2204,12,2665244.0,68570.0,1922.0,1,100,532761.0,311.7,146.0,79.5,0.0,0.0,1.4292,1.06461,0.0,73.0,1.06461,100.0,100.0,7392.1,19.0,0,0,207.0,265.0,-73.901957,40.863146
2205,17,2665248.0,60290.0,1926.0,1,100,454806.5,355.0,126.4,79.5,0.0,0.0,1.4762,1.17764,0.0,71.0,1.17764,100.0,100.0,5506.0,20.0,0,0,207.0,431.0,-73.879204,40.881912
2207,65,2665255.0,51990.0,1930.0,1,100,165890.1,274.1,46.8,79.5,0.0,0.0,1.25024,0.80785,0.0,42.0,0.80785,100.0,100.0,3289.9,11.0,0,0,207.0,431.0,-73.878333,40.883692
2209,62,2665257.0,75914.0,1925.0,1,100,359668.6,251.3,100.7,79.5,0.0,0.0,1.43584,1.01431,0.0,77.0,1.01431,100.0,100.0,4594.425778134381,17.0,0,0,201.0,31.0,-73.906435,40.812345
2211,27,2665259.0,76610.0,1937.0,1,100,450299.0,361.6,122.1,79.5,0.0,0.0,1.35752,1.34447,0.0,103.0,1.34447,100.0,100.0,8914.0,11.0,0,0,201.0,73.0,-73.909405,40.815122
2212,69,2665262.0,69622.0,1910.0,1,100,311418.9,266.1,82.3,79.5,0.0,0.0,1.49378,1.01979,0.0,71.0,1.01979,100.0,100.0,4594.425778134381,26.0,0,0,202.0,87.0,-73.898886,40.81875
2216,27,2665330.0,67800.0,1929.0,1,100,435448.5,270.9,122.3,79.5,0.0,0.0,1.47493,0.9882,0.0,67.0,0.9882,0.0,100.0,4594.425778134381,7.0,0,0,209.0,5002.0,-73.877675,40.826294
2244,33,2665547.0,157850.0,1964.0,1,100,675344.7,717.6,186.3,79.5,0.0,0.0,1.33038,0.79189,0.79189,0.0,0.0,0.0,100.0,11763.9,5.0,0,0,205.0,20501.0,-73.921759,40.849424
2245,70,2665548.0,157625.0,1964.0,1,100,576173.8,529.5,161.8,79.5,0.0,0.0,1.29421,0.65345,0.65345,0.0,0.0,0.0,100.0,10354.5,5.0,0,0,205.0,247.0,-73.917347,40.854224
2246,70,2665569.0,242807.0,1967.0,1,100,1063893.1,802.1,298.4,79.5,0.0,0.0,1.59798,0.85665,0.85665,0.0,0.0,0.0,100.0,16344.2,6.0,0,0,209.0,42.0,-73.860859,40.824694
2248,40,2665580.0,386246.0,1967.0,1,100,1606128.8,1519.6739999999988,446.0,79.5,0.0,0.0,1.16247,0.85956,0.85956,0.0,0.0,0.0,100.0,26413.0,9.0,0,0,209.0,98.0,-73.855483,40.826123
2249,38,2665590.0,161419.0,1941.0,1,100,710054.3,688.7,192.5,79.5,0.0,0.0,1.26379,0.96023,0.96023,0.0,0.0,0.0,100.0,16397.3,2.0,0,0,209.0,62.0,-73.874874,40.830664
2250,67,2665592.0,242400.0,1971.0,1,100,1083066.0,858.9,309.5,79.5,0.0,0.0,1.43152,0.97772,0.97772,0.0,0.0,0.0,100.0,17448.8,7.0,0,0,211.0,228.0,-73.864481,40.850331
2314,43,2667439.0,109499.0,1941.0,1,95,374864.8,493.0,103.5,79.5,0.0,0.0,1.42467,1.03197,0.0,48.0,0.43836,70.0,70.0,3371.5,10.0,0,0,204.0,5902.0,-73.922939,40.826276
2316,43,2667473.0,68250.0,1959.0,1,100,231271.0,440.9,64.1,79.5,0.0,0.0,1.78755,0.90842,0.0,20.0,0.29304,80.0,80.0,5513.1,5.0,0,0,211.0,228.0,-73.862905,40.85569
2320,13,2668059.0,420102.06,1966.0,1,100,2259383.442,1519.6739999999988,811.0219999999995,79.5,0.0,0.0,1.51385,1.03597,1.03597,0.0,0.0,0.0,100.0,28611.841999999982,10.0,0,0,209.0,74.0,-73.851267,40.819333
2335,93,2669020.0,95061.0,1949.0,1,100,388136.4,276.7,105.2,79.5,0.0,0.0,2.34586,0.82053,0.0,78.0,0.82053,90.0,100.0,3872.7,3.0,0,0,208.0,335.0,-73.90422,40.88786849
2337,34,2669030.0,69441.0,1937.0,1,100,294290.4,366.7,83.4,79.5,0.0,0.0,1.90089,0.95045,0.0,66.0,0.95045,90.0,100.0,4180.8,8.0,0,0,208.0,295.0,-73.908998,40.882683
2338,79,2669046.0,312000.0,1955.0,1,100,1058012.0,860.9,300.4,79.5,0.0,0.0,1.08333,0.69231,0.69231,0.0,0.0,90.0,100.0,9773.3,5.0,0,0,208.0,297.0,-73.912248,40.886429
2339,64,2669053.0,67987.0,1970.0,1,100,274125.8,228.8,76.6,79.5,0.0,0.0,1.23553,0.97077,0.0,66.0,0.97077,90.0,100.0,3852.3,5.0,0,0,208.0,285.0,-73.90793,40.883355
2352,82,2669076.0,92161.0,1954.0,1,100,304053.9,259.0,87.4,79.5,0.0,0.0,1.19356,0.74869,0.0,69.0,0.74869,0.0,100.0,2299.5,5.0,0,0,208.0,301.0,-73.918291,40.880741
2355,89,2669079.0,100488.0,1954.0,1,100,343713.7,263.4,97.7,79.5,0.0,0.0,1.3932,0.84587,0.0,85.0,0.84587,0.0,100.0,4653.5,11.0,0,0,208.0,297.0,-73.911459,40.884197
2359,80,2669092.0,80000.0,1962.0,1,100,271742.5,269.7,79.5,79.5,0.0,0.0,1.7,0.8,0.0,64.0,0.8,90.0,100.0,2177.6,5.0,0,0,208.0,337.0,-73.902473,40.88786849
2360,70,2669096.0,57529.0,1969.0,1,100,215214.1,222.5,60.2,79.5,0.0,0.0,1.68611,1.04295,0.0,60.0,1.04295,90.0,100.0,2820.4,5.0,0,0,208.0,345.0,-73.896517,40.88786849
2364,55,2669104.0,64510.0,1954.0,1,100,277978.3,252.3,77.2,79.5,0.0,0.0,1.55015,0.80608,0.0,52.0,0.80608,0.0,100.0,2106.4,8.0,0,0,208.0,30701.0,-73.911082,40.88786849
2372,38,2669111.0,61528.0,1953.0,1,100,315576.6,281.4,89.7,79.5,0.0,0.0,1.7878,1.12144,1.1123058000000001,0.0,0.0,0.0,100.0,3441.9,5.0,0,0,208.0,301.0,-73.919747,40.881931
2505,67,2670602.0,249248.0,1957.0,1,100,1058641.8,882.0,293.2,79.5,0.0,0.0,1.60483,0.80643,0.0,190.0,0.80643,0.0,100.0,10134.3,3.0,0,0,212.0,422.0,-73.856551,40.88786849
2578,59,2672547.0,153600.0,1963.0,1,100,573805.6,511.6,165.4,79.5,0.0,0.0,1.08073,0.79427,0.79427,0.0,0.0,0.0,100.0,4719.5,4.0,0,0,208.0,30701.0,-73.911425,40.88786849
2689,20,2677151.0,66000.0,1928.0,1,100,439568.5,343.8,122.0,79.5,0.0,0.0,1.07576,0.90909,0.0,60.0,0.90909,90.0,100.0,10475.1,14.0,0,0,209.0,21601.0,-73.8646,40.838167
2694,69,2677882.0,395521.0,1949.0,3,100,1545502.0,1458.2,426.1,79.5,0.0,0.0,1.50182,1.16808,0.0,190.0,1.16808,0.0,100.0,19188.8,29.539999999999964,0,0,208.0,323.0,-73.906298,40.88786849
2710,92,2678468.0,80000.0,1955.0,1,100,265117.7,241.2,73.7,79.5,0.0,0.0,1.9625,0.8375,0.8375,0.0,0.0,0.0,100.0,3171.5,5.0,0,0,208.0,297.0,-73.912359,40.88445
2712,63,2678558.0,151800.0,1961.0,1,100,634269.3,567.3,181.7,79.5,0.0,0.0,1.39657,0.61265,0.61265,0.0,0.0,100.0,100.0,6276.2,7.0,0,0,208.0,30701.0,-73.909777,40.88786849
2713,65,2678570.0,107627.0,1961.0,1,100,468939.4,393.6,129.7,79.5,0.0,0.0,1.70032,0.95701,0.0,103.0,0.95701,0.0,100.0,4231.0,5.0,0,0,208.0,351.0,-73.897216,40.88786849
2795,69,2682240.0,54000.0,1997.0,1,100,264439.6,216.8,74.9,79.5,0.0,0.0,2.37037,1.18518,0.0,64.0,1.18518,0.0,100.0,2922.0,6.0,0,0,208.0,345.0,-73.896415,40.88786849
2798,59,2682247.0,85523.0,1965.0,1,100,294615.7,492.5,83.9,79.5,0.0,0.0,1.37975,0.88865,0.0,76.0,0.88865,80.0,100.0,2914.0,4.0,0,0,208.0,351.0,-73.898158,40.88786849
2803,70,2682301.0,117929.0,1926.0,1,100,456767.4,368.5,126.7,79.5,0.0,0.0,1.17868,0.59358,0.0,70.0,0.59358,80.0,100.0,3800.9,17.0,0,0,208.0,295.0,-73.908827,40.88786849
2807,67,2682362.0,58234.0,2009.0,1,100,393490.4,201.9,109.1,79.5,0.0,0.0,2.47278,1.25356,0.0,73.0,1.25356,0.0,100.0,3403.6,5.0,0,0,209.0,31.0,-73.857597,40.819107
2814,90,2682496.0,129600.0,1960.0,1,100,391048.2,341.6,109.4,79.5,0.0,0.0,1.26543,0.76389,0.0,99.0,0.76389,90.0,100.0,3188.2,5.0,0,0,208.0,29302.0,-73.916687,40.878975
2817,72,2682570.0,101800.0,1954.0,1,100,423090.7,339.8,119.9,79.5,0.0,0.0,1.611,0.76621,0.76621,0.0,0.0,80.0,100.0,2764.9,9.0,0,0,208.0,30701.0,-73.912823,40.886399
2829,54,2683130.0,59352.0,1954.0,1,100,209065.5,237.0,57.8,79.5,0.0,0.0,1.2468,0.92667,0.0,55.0,0.92667,80.0,100.0,2089.5,5.0,0,0,208.0,297.0,-73.913588,40.884599
2830,82,2683168.0,62088.0,1940.0,1,100,200141.7,287.8,57.3,79.5,0.0,0.0,1.48177,1.07911,0.0,67.0,1.07911,80.0,100.0,2486.5,7.0,0,0,208.0,351.0,-73.898051,40.88786849
2834,12,2683455.0,131140.0,1927.0,1,100,890242.1,494.7,247.4,79.5,0.0,0.0,0.9303,0.64054,0.0,84.0,0.64054,100.0,100.0,7353.3,29.539999999999964,0,0,208.0,289.0,-73.905198,40.879806
2835,66,2683554.0,82559.0,1953.0,1,100,345224.1,266.4,97.1,79.5,0.0,0.0,1.23548,0.5759018,0.0,47.0,0.56929,80.0,100.0,2646.2,6.0,0,0,208.0,301.0,-73.917172,40.88169
2836,100,2683643.0,72594.0,1954.0,1,100,271377.3,67.9,75.3,79.5,0.0,0.0,1.32242,0.66121,0.0,48.0,0.66121,80.0,100.0,4594.425778134381,9.0,0,0,208.0,30701.0,-73.913069,40.88786849
2842,65,2683849.0,65766.0,1953.0,1,100,185017.3,240.8,51.4,79.5,0.0,0.0,1.09479,0.63863,0.0,42.0,0.63863,80.0,100.0,2118.9,8.0,0,0,208.0,30701.0,-73.912543,40.88786849
2844,50,2683930.0,85218.0,1970.0,1,100,406168.7,312.7,113.3,79.5,0.0,0.0,1.23213,1.09132,0.0,93.0,1.09132,80.0,100.0,3281.0,5.0,0,0,210.0,300.0,-73.830415,40.85552
2845,52,2683988.0,64310.0,1966.0,1,100,295377.3,325.0,84.0,79.5,0.0,0.0,1.29062,0.91743,0.0,59.0,0.91743,80.0,100.0,2655.6,5.0,0,0,208.0,295.0,-73.911289,40.881515
2846,60,2683999.0,70447.0,1974.0,1,100,325715.7,248.5,90.7,79.5,0.0,0.0,1.37692,1.02204,0.0,72.0,1.02204,80.0,100.0,4528.7,5.0,0,0,208.0,287.0,-73.90744,40.882086
2858,56,2684621.0,106684.0,1954.0,1,100,416250.4,428.4,115.7,79.5,0.0,0.0,1.49038,0.75925,0.0,81.0,0.75925,80.0,100.0,3510.6,5.0,0,0,208.0,297.0,-73.909469,40.887566
2867,58,2684949.0,75390.0,1960.0,1,100,346698.9,297.4,96.3,79.5,0.0,0.0,1.80395,0.9683,0.0,73.0,0.9683,80.0,100.0,3298.8,5.0,0,0,208.0,273.0,-73.899767,40.87645
2946,50,2691095.0,107451.0,2007.0,1,100,739940.0,515.2,207.2,79.5,0.0,0.0,1.94507,0.91204,0.91204,0.0,0.0,70.0,100.0,12893.6,6.0,0,0,204.0,17702.0,-73.907118,40.837981
2948,56,2691209.0,63340.0,1995.0,1,100,446017.9,197.3,124.4,79.5,0.0,0.0,2.0682,0.99463,0.0,63.0,0.99463,70.0,100.0,5136.6,4.0,0,0,206.0,373.0,-73.889972,40.849724
2993,85,2699129.0,140628.0,1949.0,1,100,389193.1,440.3,108.2,79.5,0.0,0.0,1.20886,0.92442,0.0,130.0,0.92442,100.0,100.0,6859.6,6.0,0,0,211.0,296.0,-73.841479,40.855797
2995,100,2699696.0,57164.0,1938.0,1,100,208057.2,46.1,57.6,79.5,0.0,0.0,0.85718,0.85718,0.0,49.0,0.85718,90.0,100.0,4197.2,7.0,0,0,211.0,33201.0,-73.870829,40.859273
2996,100,2699704.0,63956.0,1938.0,1,100,209603.0,16.1,60.0,79.5,0.0,0.0,0.85997,0.85997,0.0,55.0,0.85997,90.0,100.0,5421.9,6.0,0,0,211.0,330.0,-73.865618,40.85821
2997,100,2700188.0,65236.0,1929.0,1,100,222339.5,17.6,61.6,79.5,0.0,0.0,1.19566,1.19566,0.0,78.0,1.19566,90.0,100.0,6906.5,7.0,0,0,212.0,434.0,-73.854938,40.88786849
3055,36,2705492.0,73040.0,1938.0,1,100,393060.2,352.9,109.7,79.5,0.0,0.0,2.05367,1.06791,0.0,78.0,1.06791,100.0,100.0,7219.4,9.0,0,0,204.0,22702.0,-73.911526,40.844402
3064,100,2705502.0,62560.0,1961.0,1,100,299975.4,46.2,84.8,79.5,0.0,0.0,2.26982,1.16688,0.0,73.0,1.16688,100.0,100.0,4594.425778134381,6.0,0,0,208.0,345.0,-73.896534,40.88786849
3068,75,2705506.0,77540.0,1941.0,1,100,271598.8,255.9,75.9,79.5,0.0,0.0,1.41862,0.78669,0.0,61.0,0.78669,100.0,100.0,7320.4,7.0,0,0,208.0,26702.0,-73.899488,40.869953
3089,93,2706822.0,345456.0,1970.0,1,100,807655.7,1031.0,219.0,79.5,0.0,0.0,1.45315,0.82789,0.82789,0.0,0.0,90.0,90.0,16261.9,3.0,0,0,210.0,26601.0,-73.835209,40.846245
3112,49,2709798.0,138000.0,1920.0,1,100,635716.1,610.6,178.0,79.5,0.0,0.0,1.84783,1.12319,0.0,155.0,1.12319,0.0,100.0,11191.4,27.0,0,0,207.0,263.0,-73.906096,40.863558
3137,100,2710938.0,58368.0,1920.0,1,100,238388.5,35.6,66.4,79.5,0.0,0.0,1.45628,1.06223,0.0,62.0,1.06223,0.0,90.0,8036.6,8.0,0,0,207.0,257.0,-73.912223,40.861411
3143,100,2711572.0,53684.0,1920.0,1,100,172731.5,12.6,50.1,79.5,0.0,0.0,1.15491,0.95,0.0,51.0,0.95,0.0,100.0,4691.6,7.0,0,0,207.0,257.0,-73.911402,40.861161
3207,74,2715976.0,85195.0,1960.0,1,100,256767.0,255.4,72.8,79.5,0.0,0.0,0.9625,0.66905,0.0,57.0,0.66905,0.0,100.0,3914.6,4.0,0,0,211.0,228.0,-73.863878,40.853726
3210,61,2715982.0,56022.0,1928.0,1,100,172159.9,206.0,48.5,79.5,0.0,0.0,1.03531,0.92821,0.0,52.0,0.92821,0.0,100.0,4207.8,14.0,0,0,207.0,413.0,-73.885574,40.874455
3213,59,2715996.0,90750.0,1929.0,1,100,259967.1,343.4,72.7,79.5,0.0,0.0,1.04683,0.78237,0.0,71.0,0.78237,0.0,100.0,8138.8,8.0,0,0,207.0,42901.0,-73.875405,40.873193
3226,64,2718108.0,65543.0,1933.0,1,100,222444.8,242.5,62.2,79.5,0.0,0.0,1.2816,0.91543,0.0,60.0,0.91543,90.0,90.0,8074.5,8.0,0,0,209.0,21602.0,-73.86306,40.835047
3251,80,2718770.0,120650.0,1954.0,1,100,412006.2,320.0,116.2,79.5,0.0,0.0,1.03606,0.68794,0.0,83.0,0.68794,100.0,100.0,3877.9,10.0,0,0,208.0,295.0,-73.90941,40.887736
3252,84,2718825.0,92180.0,1940.0,1,100,327525.4,278.7,90.2,79.5,0.0,0.0,1.49707,0.99805,0.0,92.0,0.99805,100.0,100.0,8419.6,8.0,0,0,204.0,18301.0,-73.919952,40.828576
3255,66,2719157.0,83200.0,1953.0,1,100,275491.9,296.8,76.5,79.5,0.0,0.0,1.23798,0.74519,0.0,62.0,0.74519,90.0,90.0,3837.2,7.0,0,0,208.0,29302.0,-73.914646,40.883299
3286,43,2720924.0,64169.0,1933.0,1,100,253386.3,246.6,69.5,79.5,0.0,0.0,1.01295,0.82594,0.0,53.0,0.82594,70.0,90.0,7258.0,6.0,0,0,204.0,197.0,-73.920689,40.834722
3287,15,2720942.0,71169.0,1925.0,1,100,348725.7,357.2,97.1,79.5,0.0,0.0,1.13814,0.92737,0.0,66.0,0.92737,90.0,90.0,4594.425778134381,14.0,0,0,207.0,40502.0,-73.890748,40.866204
3293,71,2721167.0,84132.0,1923.0,1,100,310703.3,273.8,86.6,79.5,0.0,0.0,1.30747,0.7726,0.0,65.0,0.7726,70.0,90.0,4594.425778134381,14.0,0,0,207.0,415.0,-73.883915,40.868218
3294,61,2721212.0,77002.0,1929.0,1,100,300852.1,321.1,84.0,79.5,0.0,0.0,1.79216,0.7792,0.0,60.0,0.7792,80.0,90.0,7385.7,8.0,0,0,207.0,431.0,-73.872306,40.879286
3295,24,2721217.0,79095.0,1931.0,1,100,267977.4,383.7,74.7,79.5,0.0,0.0,0.98616,0.83444,0.0,66.0,0.83444,80.0,90.0,10166.8,7.0,0,0,212.0,394.0,-73.866247,40.88521
3296,51,2721235.0,62610.0,1949.0,1,100,226955.1,251.8,65.1,79.5,0.0,0.0,1.21386,1.0222,0.0,64.0,1.0222,80.0,90.0,6555.2,7.0,0,0,212.0,408.0,-73.862069,40.88786849
3297,61,2721258.0,98352.0,1923.0,1,100,348107.8,354.2,97.4,79.5,0.0,0.0,1.22011,0.80324,0.0,79.0,0.80324,90.0,90.0,10112.2,6.0,0,0,207.0,40302.0,-73.892266,40.868827
3298,1,2721286.0,58730.0,1929.0,1,100,234055.3,935.2,66.2,79.5,0.0,0.0,1.29406,0.91946,0.0,54.0,0.91946,80.0,90.0,6795.3,7.0,0,0,212.0,408.0,-73.863314,40.88786849
3299,41,2721296.0,71028.0,1928.0,1,100,247281.7,298.9,69.1,79.5,0.0,0.0,1.11224,0.77434,0.0,55.0,0.77434,90.0,90.0,5429.2,11.0,0,0,207.0,421.0,-73.882801,40.882536
3300,58,2721303.0,121346.0,1929.0,1,100,543346.1,355.1,150.5,79.5,0.0,0.0,0.93946,0.7664,0.0,93.0,0.7664,80.0,90.0,4594.425778134381,15.0,0,0,211.0,330.0,-73.865684,40.863192
3338,25,2722593.0,420102.06,1970.0,1,100,2259383.442,1519.6739999999988,811.0219999999995,79.5,0.0,0.0,1.22216,0.61108,0.61108,0.0,0.0,100.0,100.0,26297.4,18.0,0,0,208.0,30701.0,-73.91375,40.885555
3376,58,2730704.0,93888.0,1928.0,1,100,548649.5,349.6,152.0,79.5,0.0,0.0,0.95859,0.89468,0.0,84.0,0.89468,90.0,100.0,4594.425778134381,13.0,0,0,204.0,63.0,-73.926008,40.825704
3377,48,2730706.0,106615.0,1929.0,1,100,404937.7,399.2,112.6,79.5,0.0,0.0,1.05989,0.78788,0.0,84.0,0.78788,90.0,100.0,19079.1,8.0,0,0,204.0,63.0,-73.925913,40.825866
3378,65,2730708.0,92400.0,1926.0,1,100,333291.2,312.5,91.7,79.5,0.0,0.0,1.14719,0.64935,0.0,60.0,0.64935,90.0,100.0,8184.4,8.0,0,0,204.0,63.0,-73.924757,40.826118
3380,62,2730841.0,56000.0,1923.0,1,100,271820.1,280.0,74.9,79.5,0.0,0.0,1.69643,0.96429,0.0,54.0,0.96429,60.0,60.0,4594.425778134381,5.0,0,0,202.0,85.0,-73.899047,40.814883
3381,92,2730868.0,56000.0,1923.0,1,100,185380.1,213.5,52.4,79.5,0.0,0.0,1.69643,0.96429,0.0,54.0,0.96429,60.0,60.0,4594.425778134381,5.0,0,0,202.0,85.0,-73.898848,40.815075
3385,83,2731600.0,228891.0,1953.0,1,100,769976.6,636.6,217.3,79.5,0.0,0.0,1.21892,0.69465,0.69465,0.0,0.0,0.0,100.0,9881.8,7.0,0,0,208.0,29301.0,-73.919848,40.882137
3389,53,2731797.0,420102.06,1970.0,1,100,2259383.442,1519.6739999999988,811.0219999999995,79.5,0.0,0.0,0.89033,0.59207,0.59207,0.0,0.0,100.0,100.0,4594.425778134381,7.0,0,0,207.0,421.0,-73.877812,40.880041
3390,88,2731798.0,113290.0,1987.0,1,100,562388.8,237.4,155.0,79.5,0.0,0.0,1.50057,1.02392,0.0,116.0,1.02392,50.0,100.0,4818.9,6.0,0,0,208.0,285.0,-73.904881,40.886432
3402,58,2732602.0,420102.06,1960.0,1,100,1698697.2,1519.6739999999988,473.9,79.5,0.0,0.0,1.69123,1.02791,1.02791,0.0,0.0,90.0,90.0,22291.7,3.0,0,0,208.0,323.0,-73.906827,40.88786849
3409,70,2734447.0,420102.06,1960.0,1,100,1582406.0,1519.6739999999988,436.5,79.5,0.0,0.0,1.71352,1.04715,1.04715,0.0,0.0,90.0,90.0,24386.5,4.0,0,0,208.0,323.0,-73.906568,40.88786849
3410,48,2734485.0,420102.06,1960.0,1,100,1628747.0,1519.6739999999988,447.6,79.5,0.0,0.0,1.67633,1.02028,1.02028,0.0,0.0,90.0,90.0,22494.0,6.0,0,0,208.0,323.0,-73.906499,40.88786849
3411,62,2734604.0,112390.0,1983.0,1,100,494500.9,295.9,141.2,79.5,0.0,0.0,0.91645,0.64952,0.64952,0.0,0.0,0.0,80.0,3456.6,5.0,0,0,208.0,29302.0,-73.91905,40.877629
3413,58,2734684.0,58200.0,1940.0,1,100,233049.2,346.4,66.3,79.5,0.0,0.0,0.99656,0.99656,0.0,58.0,0.99656,90.0,100.0,7188.7,14.0,0,0,204.0,197.0,-73.920202,40.833844
3429,95,2734736.0,105029.0,1939.0,1,100,220003.6,217.4,61.4,79.5,0.0,0.0,0.7631076,0.60936,0.0,64.0,0.60936,90.0,100.0,3698.4,9.0,0,0,208.0,295.0,-73.908989,40.886547
3437,92,2734752.0,81630.0,1926.0,1,100,315086.5,188.4,88.6,79.5,0.0,0.0,0.88203,0.88203,0.0,72.0,0.88203,90.0,100.0,9380.6,9.0,0,0,204.0,197.0,-73.92294,40.83496
3449,96,2734785.0,67436.0,1937.0,1,100,193003.0,196.5,55.6,79.5,0.0,0.0,2.07604,0.72661,0.0,49.0,0.72661,90.0,100.0,3453.8,7.0,0,0,207.0,40502.0,-73.888941,40.868017
3450,58,2734787.0,89557.0,1929.0,1,100,452838.9,383.2,125.2,79.5,0.0,0.0,1.27293,0.90445,0.0,81.0,0.90445,90.0,100.0,4594.425778134381,16.0,0,0,209.0,78.0,-73.851406,40.828176
3452,58,2734811.0,86275.0,1928.0,1,100,282225.8,264.7,81.3,79.5,0.0,0.0,1.33295,0.90409,0.0,78.0,0.90409,90.0,100.0,10946.7,9.0,0,0,207.0,40701.0,-73.891036,40.871469
3454,93,2734815.0,139635.0,1930.0,1,100,473409.2,281.9,132.1,79.5,0.0,0.0,1.00261,0.85938,0.0,120.0,0.85938,90.0,100.0,9095.1,14.0,0,0,209.0,21601.0,-73.865934,40.839733
3458,25,2735414.0,53622.0,1986.0,1,100,449448.6,222.2,126.9,79.5,0.0,0.0,1.79031,0.63407,0.63407,0.0,0.0,90.0,90.0,4594.425778134381,3.0,0,0,208.0,29301.0,-73.922066,40.881059
3471,73,2736628.0,51000.0,1949.0,1,100,204506.0,202.4,56.7,79.5,0.0,0.0,2.21569,1.05882,0.0,54.0,1.05882,90.0,100.0,4594.425778134381,10.0,0,0,208.0,297.0,-73.911393,40.884389
3475,28,2736778.0,70210.0,1928.0,1,100,347932.5,392.6,97.1,79.5,0.0,0.0,2.13645,1.1252,0.0,79.0,1.1252,0.0,90.0,8202.5,18.0,0,0,204.0,18102.0,-73.918773,40.831891
3479,49,2736784.0,86411.0,1928.0,1,100,407982.6,312.8,110.2,79.5,0.0,0.0,1.27299,0.77536,0.0,67.0,0.77536,0.0,90.0,4594.425778134381,21.0,0,0,207.0,431.0,-73.873405,40.879065
3484,93,2736982.0,228930.0,1959.0,1,100,551718.1,519.6,157.4,79.5,0.0,0.0,0.88237,0.61591,0.0,141.0,0.61591,0.0,90.0,4849.5,5.0,0,0,208.0,29301.0,-73.919741,40.880369
3485,73,2737014.0,212433.0,1955.0,1,100,623940.6,672.2,172.7,79.5,0.0,0.0,0.98855,0.60725,0.60725,0.0,0.0,0.0,80.0,5869.7,5.0,0,0,208.0,29301.0,-73.920165,40.883051
3486,51,2737195.0,93060.0,1964.0,1,100,350628.4,368.9,97.6,79.5,0.0,0.0,1.28949,0.80593,0.0,75.0,0.80593,0.0,80.0,4594.425778134381,10.0,0,0,208.0,295.0,-73.912213,40.879943
3488,87,2737236.0,130400.0,1934.0,1,100,430110.6,401.7,119.3,79.5,0.0,0.0,1.57976,0.65951,0.65951,0.0,0.0,0.0,100.0,4594.425778134381,8.0,0,0,208.0,301.0,-73.9161,40.882699
3489,56,2737305.0,125148.0,1941.0,1,100,595481.8,445.2,168.6,79.5,0.0,0.0,1.49423,0.95087,0.95087,0.0,0.0,0.0,100.0,5785.8,19.0,0,0,208.0,295.0,-73.910245,40.88065
3490,87,2737410.0,88470.0,1957.0,1,100,258551.5,270.5,71.9,79.5,0.0,0.0,1.41291,0.90426,0.0,80.0,0.90426,0.0,80.0,3191.9,7.0,0,0,208.0,297.0,-73.911488,40.884098
3491,72,2737433.0,80000.0,1958.0,1,100,278870.9,263.3,80.8,79.5,0.0,0.0,1.7,0.85,0.0,34.0,0.425,100.0,100.0,3317.6,5.0,0,0,208.0,297.0,-73.912362,40.884511
3493,73,2737802.0,148000.0,1928.0,1,100,393079.3,548.9,108.6,79.5,0.0,0.0,1.30405,0.69595,0.0,103.0,0.69595,0.0,100.0,4594.425778134381,29.0,0,0,207.0,421.0,-73.877961,40.879594
3505,28,2738369.0,253654.0,1963.0,1,100,1230578.5,1275.5,336.3,79.5,0.0,0.0,1.41926,0.72934,0.72934,0.0,0.0,100.0,100.0,9683.5,6.0,0,0,208.0,309.0,-73.91575,40.887821
3506,94,2738511.0,118214.0,1940.0,1,100,317608.9,299.2,90.1,79.5,0.0,0.0,1.29426,0.76979,0.76979,0.0,0.0,0.0,100.0,4594.425778134381,9.0,0,0,208.0,295.0,-73.905622,40.886605
3510,58,2738951.0,57410.0,1964.0,1,100,273477.0,201.9,75.7,79.5,0.0,0.0,1.35865,1.11479,0.0,64.0,1.11479,0.0,100.0,2835.1,6.0,0,0,208.0,351.0,-73.898479,40.88786849
