,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,site_eui_kbtu_ft,weather_normalized_site_electricity_intensity_kwh_ft,green_power_offsite_kwh,egrid_output_emissions_rate_kgco2e_mbtu,percent_of_electricity_that_is_green_power,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_total,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
8323,78.0,81000.0,1925,1,100,68.1,8.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2491.8,7,2,0,106.0,80.0,-73.977042,40.750061
8343,55.0,720042.0,1910,1,100,79.8,17.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,14475.3,8,4,0,105.0,58.0,-73.989365,40.741865
8347,84.0,139629.0,1926,1,80,45.4,7.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1705.1,3,0,0,105.0,109.0,-73.990728,40.753514
8348,90.0,420749.0,1925,1,95,45.1,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3575.5,16,7,0,105.0,109.0,-73.987599,40.751704
8351,77.0,920386.9700000044,1916,1,95,59.4,10.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,101.0,13.0,-74.009378,40.710536
8381,74.0,831071.0,1935,1,100,66.0,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,7155.7,17,7,0,105.0,113.0,-73.98720900000001,40.753187
8395,11.0,65170.0,1910,1,100,87.5,21.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,10,4,0,102.0,5502.0,-73.996309,40.725965
8410,76.0,439416.0,1928,1,100,51.9,9.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3029.6,11,7,0,105.0,109.0,-73.989165,40.752984
8440,94.0,131407.0,1904,1,100,38.7,9.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,545.3,5,0,0,105.0,54.0,-73.991744,40.738596
8444,98.0,195848.0,1927,1,100,53.8,5.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,645.6,5,0,0,102.0,43.0,-73.996356,40.723843
8529,60.0,52976.0,1950,1,100,56.7,10.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1351.7,8,2,0,105.0,95.0,-73.991479,40.745628
8530,92.0,84150.0,1970,1,100,47.1,7.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,13,7,0,104.0,91.0,-73.992133,40.745096
8541,75.0,644242.0,1973,1,90,89.7,9.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,101.0,7.0,-74.00629,40.70536
8545,58.0,52500.0,1989,1,100,98.6,23.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,463.0,3,0,0,104.0,87.0,-73.996128,40.740339
8546,85.0,53692.0,1912,1,100,37.7,5.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,105.0,95.0,-73.991342,40.747206
8547,86.0,112791.0,1910,1,100,38.4,6.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,105.0,95.0,-73.99119,40.747121
8548,83.0,82454.0,1910,1,100,48.3,5.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,105.0,95.0,-73.991432,40.747225
8560,34.0,83546.0,1900,1,100,128.8,13.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,6282.9,9,2,0,105.0,131.0,-73.983684,40.761964
8569,8.0,177954.0,1931,1,95,179.81024999999994,27.14799999999996,0.0,79.5,0.0,0.31976,0.31976,0.0,0.0,100.0,100.0,4096.181922693163,5,0,0,104.0,133.0,-73.989853,40.763878
8588,96.0,94171.0,1900,1,100,45.7,6.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1396.4,3,0,0,105.0,101.0,-73.990934,40.747837
8589,60.0,103455.0,1917,1,100,103.4,15.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,8123.7,7,0,0,105.0,137.0,-73.980315,40.765628
8590,78.0,97765.0,1912,1,100,83.5,16.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,5942.5,7,0,0,105.0,52.0,-73.987818,40.738231
8591,68.0,214832.0,1912,1,100,85.2,13.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,105.0,50.0,-73.987536,40.738574
8592,92.0,362834.0,1928,1,100,34.4,8.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,2,0,0,105.0,74.0,-73.986957,40.745131
8593,79.0,372214.0,1949,1,100,59.4,13.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,9,0,0,105.0,102.0,-73.974855,40.758888
8594,63.0,397040.0,1927,1,100,88.8,13.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,6,0,0,105.0,94.0,-73.979318,40.755617
8595,61.0,356752.0,1931,1,100,84.0,10.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,6,0,0,105.0,100.0,-73.972066,40.756925
8596,70.0,193627.0,1913,1,100,78.0,15.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2690.7,9,0,0,102.0,61.0,-73.990896,40.734243
8601,69.0,84700.0,1911,1,100,72.8,7.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,106.0,74.0,-73.982875,40.747861
8604,64.0,143389.0,1924,1,100,87.4,11.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,14,6,0,105.0,84.0,-73.986072,40.750744
8637,32.0,51000.0,1920,1,100,121.0,8.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,54.1,4,0,0,105.0,54.0,-73.992588,40.739609
8644,67.0,147130.0,1928,1,100,116.4,25.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1088.2,6,0,0,106.0,90.0,-73.972458,40.752435
8645,82.0,140000.0,1926,1,100,57.0,6.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3361.0,6,1,0,105.0,95.0,-73.993616,40.746869
8646,84.0,86954.0,1927,1,100,52.0,7.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,417.4,3,0,0,105.0,95.0,-73.993742,40.749004
8647,99.0,216841.0,1926,1,100,30.0,0.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,266.3,14,0,0,105.0,95.0,-73.991064,40.747876
8648,100.0,143845.0,1928,1,100,30.0,0.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,234.5,6,0,0,105.0,95.0,-73.992695,40.748164
8649,66.0,190325.0,1928,1,100,56.4,6.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3871.2,5,0,0,105.0,95.0,-73.99276,40.748038
8654,67.0,138728.0,1960,1,100,69.2,13.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2811.9,9,5,0,105.0,101.0,-73.989277,40.749569
8688,84.0,173159.0,1918,1,100,62.1,9.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3723.1,8,3,0,105.0,56.0,-73.990441,40.74035
8718,67.0,120000.0,1906,1,100,50.6,9.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,6,0,0,105.0,84.0,-73.98408,40.749807
8729,91.0,163956.0,1926,1,100,77.4,14.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1194.2,2,0,0,102.0,37.0,-74.005693,40.726143
8737,83.0,206688.0,1900,1,100,54.9,8.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,102.0,5501.0,-73.996558,40.725699
8738,81.0,196562.0,1913,1,100,55.2,9.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3318.1,5,0,0,105.0,56.0,-73.98523,40.74176
8739,25.0,73365.0,1925,1,100,106.8,19.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,102.0,37.0,-74.00469,40.723903
8745,91.0,469880.0,1926,1,100,32.3,9.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,105.0,109.0,-73.987389,40.752613
8946,57.0,44103.0,1901,1,100,138.9,27.14799999999996,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,525.8,2,0,0,107.0,149.0,-73.98028,40.773055
8981,88.0,100000.0,1898,1,100,63.1,8.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2337.4,3,0,0,101.0,1501.0,-74.008051,40.710385
8985,76.0,53115.0,1903,1,100,59.2,8.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,602.9,2,0,0,105.0,101.0,-73.988332,40.750011
8990,77.0,165901.0,1929,1,80,55.1,10.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,105.0,113.0,-73.987876,40.755547
8995,85.0,73120.0,1898,1,100,70.9,10.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3079.0,6,1,0,102.0,5501.0,-73.996291,40.726014
8997,44.0,165800.0,1989,1,100,67.4,15.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,105.0,96.0,-73.979466,40.755447
9002,82.0,64055.0,1900,1,100,33.2,7.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3810.6,6,0,0,105.0,74.0,-73.98364,40.746816
9014,89.0,101368.0,1907,1,100,39.7,6.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,813.4,5,0,0,105.0,54.0,-73.991473,40.740657
9045,80.0,164754.0,1909,1,95,56.3,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4202.4,5,0,0,105.0,137.0,-73.981073,40.765949
9077,55.0,90605.0,1970,1,100,108.1,12.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1238.0,4,0,0,106.0,90.0,-73.970202,40.752555
9111,91.0,244892.0,1902,1,100,60.3,9.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4801.0,7,0,0,101.0,9.0,-74.010283,40.705939
9170,84.0,308590.0,1909,1,100,42.1,7.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,2,0,0,105.0,50.0,-73.988713,40.735681
9173,81.0,345465.0,1930,1,95,56.6,8.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4226.4,5,0,0,101.0,9.0,-74.011581,40.704322
9174,81.0,345465.0,1930,1,95,56.6,8.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4226.4,5,0,0,101.0,9.0,-74.011581,40.704322
9175,62.0,116020.0,1912,1,100,111.8,24.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1543.4,3,0,0,104.0,81.0,-73.998658,40.741382
9191,73.0,160373.0,1958,1,100,59.7,12.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,108.0,11401.0,-73.971269,40.763767
9196,71.0,83730.0,2016,1,100,70.6,10.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,308.3,3,0,0,104.0,83.0,-74.006232,40.742211
9197,84.0,692651.0,1913,1,75,44.6,10.813295580110498,0.0,79.5,0.0,0.221749,0.17391,0.0,0.0,95.71428571428571,100.0,4096.181922693163,6,0,0,101.0,21.0,-74.007892,40.712265
9202,87.0,112170.0,1960,1,100,53.2,13.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,2,0,0,105.0,50.0,-73.988496,40.73635
9230,90.0,225981.0,1924,1,100,45.1,7.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2661.6,4,0,0,105.0,113.0,-73.988103,40.754468
9263,78.0,51000.0,1912,1,100,64.3,6.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,151.9,6,0,0,105.0,84.0,-73.983578,40.752138
9264,61.0,71871.0,1917,1,100,68.7,12.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,105.0,74.0,-73.984012,40.746335
9265,88.0,98454.0,1928,1,100,58.2,6.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,666.5,7,0,0,104.0,111.0,-73.993875,40.754063
9283,55.0,82576.0,2015,1,65,72.0,13.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,718.1,2,0,0,105.0,102.0,-73.974722,40.758303
9285,79.0,920386.9700000044,1929,1,95,70.3,9.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,17443.4,7,4,0,105.0,92.0,-73.975951,40.754508
9295,83.0,231120.0,2012,1,100,64.3,13.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,12,7,0,103.0,42.0,-73.99046,40.730183
9313,65.0,245292.0,1926,1,100,80.1,12.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,11,1,0,105.0,80.0,-73.976641,40.750646
9318,79.0,90955.0,1903,1,100,53.3,9.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,9,0,0,110.0,222.0,-73.948112,40.809286
9339,80.0,241508.0,1915,1,100,57.9,10.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2818.7,7,0,0,104.0,99.0,-73.998018,40.756154
9341,96.0,82985.0,1924,1,100,32.8,5.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,10,0,0,105.0,95.0,-73.993053,40.74871
9384,64.0,136733.0,1928,1,100,75.2,13.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,845.3,4,0,0,108.0,11401.0,-73.970864,40.76436
9434,79.0,100660.0,1907,1,100,68.8,8.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4269.1,5,0,0,105.0,58.0,-73.990292,40.742718
9436,65.0,71980.0,1908,1,100,55.8,13.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,251.3,4,0,0,105.0,52.0,-73.992036,40.738162
9458,99.0,207895.0,1926,1,90,35.2,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2654.2,19,0,0,105.0,113.0,-73.989782,40.754732
9480,96.0,481035.0,1907,1,65,28.6,6.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,101.0,13.0,-74.01310054140001,40.708345
9496,89.0,64143.0,1918,1,100,29.2,8.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,302.2,6,1,0,105.0,96.0,-73.978465,40.757426
9509,80.0,920386.9700000044,1929,1,100,59.4,12.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,35897.8350000002,10,6,0,105.0,56.0,-73.987449,40.741617
9576,82.0,210321.0,1928,1,90,57.4,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,9,0,0,106.0,88.0,-73.973458,40.751238
9619,81.0,356440.0,1922,1,95,41.6,13.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2783.9,5,0,0,101.0,7.0,-74.011373,40.70814
9628,31.0,62000.0,1928,1,100,86.2,9.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,7,0,0,105.0,74.0,-73.985755,40.746786
9631,95.0,111000.0,1928,1,85,27.8,8.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,619.4,8,0,0,105.0,109.0,-73.99311,40.752657
9632,83.0,88694.0,1925,1,85,76.4,7.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,716.0,5,0,0,105.0,84.0,-73.982859,40.752626
9640,61.0,123885.0,1973,1,100,67.0,12.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2218.7,3,0,0,111.0,242.0,-73.9375860801,40.804468
9650,67.0,69000.0,1947,1,100,54.9,16.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1504.7,10,5,0,111.0,172.0,-73.94694,40.793413
9657,8.0,46407.0,1906,1,100,179.81024999999994,24.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,102.0,5502.0,-73.993477,40.727496
9688,75.0,174186.0,1911,1,100,66.8,11.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1837.4,5,0,0,104.0,99.0,-74.005551,40.750876
9690,77.0,66400.0,1922,1,95,65.6,7.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,196.8,3,0,0,105.0,96.0,-73.981072,40.756087
9746,99.0,106596.0,1898,1,95,48.8,7.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4475.7,6,0,0,111.0,206.0,-73.9375860801,40.80832
9752,30.0,47860.0,2005,1,100,90.5,18.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,775.7,3,0,0,102.0,79.0,-74.006221,40.739403
9759,99.0,55000.0,1927,1,95,53.1,4.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,988.6,4,0,0,105.0,95.0,-73.993857,40.748263
9760,100.0,105667.0,1898,1,95,11.2,2.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,884.1,5,0,0,105.0,58.0,-73.989123,40.743254
9761,96.0,183168.0,1898,1,95,84.1,7.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,10,0,0,105.0,58.0,-73.989073,40.743523
9788,92.0,49000.0,1908,1,100,46.5,7.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,233.8,7,3,0,105.0,58.0,-73.988383,40.744338
9789,53.0,51659.0,1910,1,100,87.0,11.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,264.1,7,3,0,105.0,58.0,-73.990094,40.742633
9790,77.0,50238.0,1912,1,100,65.6,12.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,2,0,105.0,58.0,-73.989657,40.744876
9828,51.0,96000.0,1900,1,100,77.9,17.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,12,0,0,102.0,43.0,-73.99833,40.723577
9886,96.0,352800.0,1905,1,90,22.6,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2029.3,18,0,0,105.0,113.0,-73.985292,40.75446
9927,33.0,83288.0,1915,1,100,100.6,18.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,652.4,6,0,0,105.0,84.0,-73.983802,40.750488
9944,50.0,63200.0,1904,1,100,76.7,10.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,171.4,10,5,0,104.0,103.0,-73.996286,40.750893
9950,83.0,140000.0,1913,1,100,61.6,13.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1556.4,5,2,0,104.0,91.0,-73.993104,40.74391
10023,89.0,113062.0,1906,1,95,55.7,10.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1291.9,2,0,0,104.0,91.0,-73.992775,40.74458
10045,99.0,77011.0,1910,1,100,41.1,6.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,105.0,50.0,-73.987666,40.738398
10058,57.0,89388.0,1908,1,100,81.4,10.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,10,0,0,102.0,63.0,-73.993772,40.735807
10070,87.0,92337.0,1929,1,100,48.9,8.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,104.0,115.0,-73.99225,40.755792
10071,73.0,117850.0,1928,1,90,59.8,9.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,695.7,6,0,0,104.0,115.0,-73.991319,40.755155
10087,95.0,145720.0,1904,1,95,23.4,6.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,105.0,109.0,-73.990486,40.753409
10088,92.0,102325.0,1926,1,95,31.8,6.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,105.0,109.0,-73.986635,40.751394
10089,62.0,88250.0,1925,1,95,51.3,15.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,913.0,3,0,0,105.0,96.0,-73.979101,40.757692
10090,75.0,58825.0,1924,1,95,49.3,10.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,451.1,4,0,0,105.0,84.0,-73.986,40.750733
