,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,site_eui_kbtu_ft,weather_normalized_site_electricity_intensity_kwh_ft,green_power_offsite_kwh,egrid_output_emissions_rate_kgco2e_mbtu,percent_of_electricity_that_is_green_power,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_total,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
21,75.0,920386.9700000044,1986,1,90,66.9,14.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,21201.8,5,0,0,101.0,14601.0,-74.01310054140001,40.711537
22,77.0,920386.9700000044,1986,1,95,68.9,12.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,29992.9,10,0,0,101.0,14601.0,-74.01310054140001,40.714529
24,70.0,920386.9700000044,1965,1,40,58.1,9.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,12385.7,8,0,0,105.0,101.0,-73.991345,40.750017
25,70.0,580977.0,1964,1,100,72.2,10.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,10360.5,4,0,0,106.0,82.0,-73.978865,40.750504
26,64.0,437052.0,1970,1,95,87.6,12.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,11991.9,7,0,0,105.0,137.0,-73.980416,40.765015
28,65.0,920386.9700000044,2003,1,100,123.8,27.14799999999996,0.0,79.5,0.0,0.4234,0.4234,0.0,0.0,100.0,100.0,23829.4,10,0,0,106.0,11203.0,-73.968421,40.761887
33,74.0,920386.9700000044,2003,1,100,52.7,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,11635.9,19,3,0,105.0,113.0,-73.986681,40.755915
36,65.0,276476.0,1979,1,90,77.3,15.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,5625.1,3,0,0,105.0,104.0,-73.976544,40.759789
37,73.0,840623.0,1927,1,95,86.6,5.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,11662.9,6,0,0,105.0,96.0,-73.981599,40.75379
38,77.0,762933.0,1955,1,100,58.7,9.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,9766.7,6,0,0,105.0,102.0,-73.974271,40.756802
39,71.0,702025.0,1951,1,100,60.7,11.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,14163.4,2,0,0,106.0,92.0,-73.974252,40.751049
40,51.0,920386.9700000044,1963,1,100,101.8,11.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,35897.8350000002,5,0,0,105.0,92.0,-73.976557,40.754162
43,53.0,920386.9700000044,1968,1,100,117.2,14.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,21522.8,8,0,0,105.0,100.0,-73.973246,40.758171
45,70.0,448402.0,1922,1,65,73.9,9.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,7275.4,3,0,0,105.0,94.0,-73.975568,40.755018
46,91.0,237258.0,1955,1,70,31.3,7.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1932.2,4,0,0,105.0,94.0,-73.976343,40.756808
47,52.0,518623.0,1972,1,95,92.5,9.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,5659.2,5,0,0,105.0,56.0,-73.986698,40.742616
48,82.0,250074.0,1958,1,85,41.1,8.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,15,7,0,106.0,80.0,-73.976909,40.750245
49,54.0,920386.9700000044,1960,1,95,91.8,11.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,72.8,2,0,0,101.0,7.0,-74.007181,40.705892
50,64.0,420888.0,1964,1,65,65.6,10.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3070.7,3,0,0,106.0,100.0,-73.970321,40.75903
51,81.0,324040.0,1980,1,100,46.1,10.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,16,7,0,105.0,100.0,-73.972264,40.756651
52,63.0,400143.0,1965,1,80,73.4,11.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,16,7,0,101.0,9.0,-74.011505,40.705189
53,68.0,314371.0,1963,1,100,77.9,9.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,12,7,0,106.0,98.0,-73.970128,40.756688
54,60.0,849807.0,1969,1,95,77.7,11.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,6044.0,3,0,0,101.0,9.0,-74.01310054140001,40.704275
55,88.0,360242.0,1986,1,100,59.8,14.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,19,7,0,105.0,102.0,-73.973989,40.758814
56,91.0,778712.0,1926,1,100,43.9,8.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,10,0,0,105.0,109.0,-73.992417,40.753612
60,80.0,920386.9700000044,1915,1,85,49.7,8.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,14818.9,3,0,0,101.0,7.0,-74.011041,40.708546
61,79.0,242426.0,1959,1,100,57.9,13.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,105.0,94.0,-73.979455,40.754467
62,84.0,97821.0,2001,1,100,71.7,15.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1592.3,2,0,0,105.0,11202.0,-73.973128,40.762621
65,69.0,127158.0,1920,1,90,51.6,12.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1155.8,7,2,0,105.0,102.0,-73.97323,40.761081
67,81.0,800598.0,1963,1,100,56.7,12.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,6618.6,3,0,0,105.0,94.0,-73.978871,40.753383
68,86.0,920386.9700000044,1968,1,100,55.9,10.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,7947.8,5,0,0,106.0,108.0,-73.968618,40.758744
69,53.0,920386.9700000044,1963,1,100,93.8,13.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,35897.8350000002,6,0,0,105.0,104.0,-73.979717,40.760857
71,80.0,920386.9700000044,1906,1,100,56.0,10.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,6524.6,11,0,0,102.0,57.0,-73.991402,40.730842
72,70.0,441314.0,1969,1,90,74.6,9.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,5758.1,2,0,0,106.0,11203.0,-73.968183,40.761398
74,58.0,506359.0,1960,1,95,72.3,12.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,5785.7,3,0,0,105.0,102.0,-73.973231,40.758224
76,45.0,920386.9700000044,1969,1,100,89.4,16.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,35897.8350000002,3,0,0,105.0,137.0,-73.97846,40.762605
77,72.0,677630.0,1963,1,95,61.0,10.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,10880.5,4,0,0,106.0,88.0,-73.975682,40.749076
78,76.0,920386.9700000044,1970,1,85,66.9,9.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,17490.4,5,0,0,105.0,131.0,-73.983962,40.761574
79,88.0,578122.0,1983,1,75,40.5,9.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3124.6,3,0,0,106.0,100.0,-73.968759,40.75859
81,84.0,573652.0,1990,1,100,45.8,9.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3858.1,3,0,0,105.0,104.0,-73.975193,40.762495
83,75.0,437870.0,1930,1,100,59.9,13.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4862.8,4,0,0,105.0,11202.0,-73.973695,40.763326
84,72.0,920386.9700000044,1992,1,100,59.2,12.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,8297.9,3,0,0,105.0,119.0,-73.982364,40.757256
85,55.0,207430.0,1955,1,70,60.3,13.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,105.0,94.0,-73.97874,40.755801
91,77.0,905629.7,1928,1,95,48.7,10.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,7279.5,3,0,0,105.0,74.0,-73.982092,40.746077
92,65.0,920386.9700000044,1962,1,80,70.7,10.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,8453.2,2,0,0,101.0,9.0,-74.011502,40.705351
93,90.0,268399.0,1953,1,75,39.5,8.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,105.0,11203.0,-73.968407,40.761944
94,56.0,292344.0,1981,1,100,68.8,15.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,105.0,102.0,-73.973454,40.760354
96,87.0,816757.0,1989,1,100,37.8,7.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4923.7,7,4,0,105.0,131.0,-73.978901,40.761999
97,64.0,373334.0,1975,1,100,93.2,14.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,19976.0,6,0,0,106.0,90.0,-73.968676,40.750441
98,78.0,406785.0,1983,1,100,77.7,10.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,13449.0,5,0,0,106.0,90.0,-73.970105,40.750634
99,63.0,494457.0,1980,1,90,72.8,13.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,2,0,0,105.0,11202.0,-73.972479,40.762146
100,80.0,536391.0,1898,1,65,54.8,12.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,5899.1,6,2,0,105.0,96.0,-73.980145,40.754514
833,81.0,761476.0,1986,1,100,53.6,14.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,7075.5,9,3,0,105.0,104.0,-73.977937,40.760492
834,76.0,920386.9700000044,1963,1,100,87.3,7.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,16088.7,11,0,0,105.0,131.0,-73.979457,40.761244
836,67.0,182007.0,1986,1,100,63.0,19.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2185.5,2,0,0,105.0,102.0,-73.973415,40.760035
837,74.0,92532.0,1929,1,90,62.9,10.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1145.3,8,0,0,104.0,87.0,-73.998528,40.742093
839,85.0,624923.0,1990,1,100,63.1,12.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,7,0,0,105.0,125.0,-73.983525,40.760753
840,82.0,213746.0,1947,1,100,47.3,10.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3561.4,8,0,0,108.0,11402.0,-73.969641,40.763117
843,54.0,241861.0,1971,1,85,84.3,12.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,6596.8,4,0,0,105.0,104.0,-73.977373,40.763363
845,77.0,920386.9700000044,1984,1,100,52.0,11.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,101.0,1502.0,-74.004314,40.70727
846,87.0,323600.0,1929,1,100,57.6,9.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2849.2,6,0,0,102.0,37.0,-74.007753,40.724658
1072,80.0,459957.0,1969,1,100,60.1,15.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,8,0,0,105.0,11203.0,-73.969157,40.762631
1073,91.0,120092.6,1913,1,100,37.3,9.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,105.0,84.0,-73.982289,40.752384
1076,85.0,263067.0,1929,1,100,57.3,11.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,8,0,0,105.0,102.0,-73.974877,40.758825
1077,85.0,142235.0,1964,1,100,53.1,12.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,106.0,100.0,-73.969254,40.75791
1079,69.0,615347.0,1954,1,100,65.2,10.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,2,0,0,105.0,96.0,-73.983516,40.755651
1082,55.0,777885.0,1967,1,85,82.1,12.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,15325.4,3,0,0,105.0,92.0,-73.974495,40.756456
1084,69.0,920386.9700000044,1961,1,75,56.2,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,20684.4,3,0,0,105.0,100.0,-73.972245,40.759541
1090,69.0,369787.0,1962,1,100,84.5,14.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,105.0,102.0,-73.973161,40.761177
1091,88.0,203835.0,1987,1,100,75.4,14.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2439.8,4,0,0,106.0,88.0,-73.970116,40.75062
1092,76.0,352588.0,1981,1,80,62.0,12.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,5772.1,4,0,0,101.0,13.0,-74.012631,40.706638
1093,50.0,801685.0,1924,1,100,89.9,12.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,35897.8350000002,3,0,0,101.0,1502.0,-74.00879,40.708157
1094,65.0,135684.0,1913,1,100,59.0,14.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1367.8,4,0,0,102.0,45.0,-73.999553,40.719526
1096,81.0,329961.0,1959,1,95,45.7,10.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2564.0,2,0,0,101.0,1502.0,-74.006341,40.706397
1103,91.0,766718.0,1910,1,100,40.4,9.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,6425.0,2,0,0,105.0,101.0,-73.988675,40.7493
1104,82.0,920386.9700000044,1976,1,95,53.6,12.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,20248.3,8,0,0,106.0,100.0,-73.970914,40.758465
1105,71.0,561245.0,1989,1,100,66.0,14.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,5970.9,3,0,0,105.0,137.0,-73.979276,40.763514
1106,56.0,277455.0,1970,1,90,82.3,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2633.3,9,0,0,105.0,102.0,-73.973797,40.761081
1107,81.0,920386.9700000044,1938,1,100,54.1,11.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,6271.4,3,0,0,101.0,21.0,-74.009775,40.712586
1108,77.0,453725.0,1931,1,80,52.1,10.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,9,5,0,105.0,102.0,-73.975805,40.757582
1109,58.0,920386.9700000044,1968,1,95,101.4,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,25464.4,11,0,0,105.0,11202.0,-73.973189,40.76402
1113,59.0,617181.0,1939,1,85,85.2,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,5646.7,5,0,0,105.0,96.0,-73.981089,40.758977
1114,47.0,316653.0,1939,1,70,90.7,9.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3741.4,3,0,0,105.0,96.0,-73.979165,40.758104
1115,43.0,488084.0,1939,1,100,119.9,10.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,35608.4,3,0,0,105.0,96.0,-73.979288,40.757904
1116,21.0,89924.0,1939,1,70,123.2,13.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2800.3,3,0,0,105.0,104.0,-73.977595,40.75801
1117,8.0,97900.0,1939,1,90,179.81024999999994,15.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,154.6,3,0,0,105.0,104.0,-73.977368,40.758323
1118,21.0,920386.9700000044,1939,1,85,147.1,12.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,30875.5,3,0,0,105.0,104.0,-73.977036,40.758782
1119,24.0,345119.0,1939,1,100,152.8,10.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,24244.9,3,0,0,105.0,104.0,-73.97823,40.75938
1121,63.0,920386.9700000044,1939,1,95,17.4,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,35897.8350000002,16,0,0,105.0,104.0,-73.978692,40.758754
1124,81.0,181425.0,1910,1,85,66.6,7.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1606.1,8,0,0,105.0,68.0,-73.984641,40.742534
1125,65.0,96002.0,1910,1,95,70.3,11.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2454.4,6,0,0,105.0,68.0,-73.984757,40.742375
1126,79.0,818663.0,1931,1,75,62.3,13.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,6350.1,8,0,0,102.0,37.0,-74.007295,40.72754
1127,94.0,506772.0,1923,1,100,88.0,23.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,5790.8,16,7,0,102.0,69.0,-74.007043,40.729135
1128,94.0,721307.0,1925,1,80,33.3,7.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,5714.4,19,0,0,104.0,103.0,-73.994503,40.752619
1129,83.0,243968.0,1986,1,75,44.6,9.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1610.6,19,0,0,101.0,1502.0,-74.004411,40.707904
1131,80.0,227673.0,1958,1,70,39.9,8.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,106.0,80.0,-73.975165,40.749798
1184,23.0,56095.0,1929,1,80,110.5,15.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,105.0,94.0,-73.979062,40.755219
1185,52.0,63315.0,1929,1,60,73.5,8.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,106.0,11203.0,-73.968898,40.760822
1186,77.0,555314.0,1989,1,90,61.8,11.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,105.0,137.0,-73.979279,40.765185
1187,79.0,192026.0,1910,1,90,42.5,10.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1833.0,5,0,0,105.0,68.0,-73.98445,40.742795
1192,74.0,316030.0,1930,1,95,58.8,11.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,696.0,3,0,0,102.0,47.0,-74.004903,40.723324
1193,77.0,184586.0,1929,1,100,56.8,11.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,788.4,4,0,0,102.0,37.0,-74.004412,40.725248
1194,58.0,252103.0,1935,1,100,66.1,13.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3835.3,12,0,0,102.0,69.0,-74.006805,40.730587
1195,63.0,292134.0,1929,1,100,66.2,13.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3272.7,3,0,0,102.0,67.0,-74.00525,40.729165
1196,86.0,920386.9700000044,1929,1,95,45.1,9.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,7589.4,5,0,0,102.0,37.0,-74.006227,40.723217
1202,85.0,333011.0,1898,1,100,38.6,8.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,2,0,0,105.0,52.0,-73.988749,40.737882
1203,44.0,299423.0,1993,1,95,85.5,18.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,105.0,94.0,-73.978506,40.755883
1205,80.0,121695.0,1951,1,95,63.7,11.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,105.0,94.0,-73.978101,40.756572
1208,77.0,920386.9700000044,1972,1,70,80.4,15.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,35897.8350000002,6,0,0,101.0,9.0,-74.009781,40.704275
1209,88.0,64449.0,1958,1,100,42.3,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,476.9,5,1,0,106.0,11203.0,-73.968892,40.759952
1215,78.0,175307.0,1927,1,80,56.4,9.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1119.2,4,0,0,105.0,72.0,-73.983721,40.743799
1216,78.0,313263.0,1927,1,100,56.1,11.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3174.0,3,0,0,101.0,33.0,-74.008031,40.722992
1217,67.0,272899.0,1929,1,80,55.7,11.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1309.1,3,0,0,102.0,37.0,-74.007274,40.727548
1218,79.0,339149.0,1928,1,100,55.3,9.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2952.6,5,0,0,101.0,39.0,-74.00798,40.723352
