,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,weather_normalized_site_electricity_intensity_kwh_ft,weather_normalized_site_natural_gas_intensity_therms_ft,weather_normalized_site_electricity_kwh,direct_ghg_emissions_metric_tons_co2e,total_ghg_emissions_intensity_kgco2e_ft,direct_ghg_emissions_intensity_kgco2e_ft,egrid_output_emissions_rate_kgco2e_mbtu,avoided_emissions_offsite_green_power_metric_tons_co2e,percent_of_electricity_that_is_green_power,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_used_to_compute_metrics,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
13781,69,40300.0,1928.0,1,100,4.0,0.6,162230.9,117.8,4.1,2.9,79.5,0.0,0.0,1.58809,1.067,0.0,10.0,0.24814,100.0,100.0,3688.6,9.0,0,0,212.0,394.0,-73.861392,40.88786849
13782,43,37700.0,1941.0,1,100,4.8,0.8,182619.7,145.0,5.2,3.8,79.5,0.0,0.0,1.75066,1.19363,0.0,14.0,0.37135,100.0,100.0,4462.1,9.0,0,0,207.0,431.0,-73.879407,40.883581
13783,6,38308.0,1931.0,1,100,6.1,1.0,234700.4,228.0,7.7,6.0,79.5,0.0,0.0,1.80119,1.20079,0.0,10.0,0.26104,90.0,90.0,5353.1,10.0,0,0,212.0,408.0,-73.861233,40.88786849
13784,95,44000.0,1939.0,1,100,4.1,0.3,180531.9,58.3,2.5,1.3,79.5,0.0,0.0,1.25,1.09091,0.0,16.0,0.36364,100.0,100.0,4311.0,9.0,0,0,205.0,381.0,-73.901596,40.850081
13785,6,36300.0,1950.0,1,100,4.3,1.3,157511.2,245.4,8.0,6.8,79.5,0.0,0.0,1.81818,1.21212,0.0,15.0,0.41322,90.0,90.0,4178.5,8.0,0,0,205.0,23704.0,-73.903113,40.856211
13786,13,45387.0,1932.0,1,100,5.5,0.5,251836.9,275.6,7.6,6.1,79.5,0.0,0.0,1.60839,1.0796,0.0,17.0,0.37456,90.0,90.0,7931.6,10.0,0,0,205.0,251.0,-73.90644,40.857792
13787,73,38786.0,1922.0,1,100,3.5,0.4,135329.2,110.2,3.8,2.8,79.5,0.0,0.0,1.16021,1.0313,0.0,8.0,0.20626,100.0,100.0,5487.3,10.0,0,0,207.0,39901.0,-73.895312,40.862997
13788,36,30900.0,1955.0,1,100,4.5,0.7,140352.6,122.7,5.2,4.0,79.5,0.0,0.0,1.22977,1.22977,0.0,12.0,0.38835,100.0,100.0,4594.425778134381,12.0,0,0,205.0,23301.0,-73.908833,40.849823
13789,53,48208.0,1929.0,1,100,4.6,0.7,221230.7,173.3,4.9,3.6,79.5,0.0,0.0,1.82542,0.78825,0.0,12.0,0.24892,100.0,100.0,7043.7,7.0,0,0,209.0,48.0,-73.874057,40.827243
13790,56,48208.0,1929.0,1,100,5.1,0.7,243652.1,157.6,4.7,3.3,79.5,0.0,0.0,1.82542,0.78825,0.0,12.0,0.24892,100.0,100.0,7738.6,9.0,0,0,209.0,48.0,-73.874121,40.827531
13791,50,48208.0,1929.0,1,100,4.8,0.7,230741.5,170.5,4.9,3.5,79.5,0.0,0.0,1.82542,0.78825,0.0,12.0,0.24892,100.0,100.0,8425.3,7.0,0,0,209.0,48.0,-73.874182,40.827819
13792,52,48950.0,1929.0,1,100,4.7,0.7,227749.7,169.8,4.8,3.5,79.5,0.0,0.0,1.79775,0.71502,0.0,6.0,0.12257,100.0,100.0,7105.7,11.0,0,0,209.0,48.0,-73.874232,40.828058
13793,55,48950.0,1929.0,1,100,4.7,0.7,231393.3,170.1,4.8,3.5,79.5,0.0,0.0,1.85904,1.20531,0.0,12.0,0.24515,100.0,100.0,6719.8,8.0,0,0,209.0,48.0,-73.874315,40.82844
13794,100,46777.0,1926.0,1,100,4.0,0.1,188638.3,31.3,1.8,0.7,79.5,0.0,0.0,2.47985,1.00477,0.0,9.0,0.1924,100.0,100.0,3856.7,7.0,0,0,211.0,33201.0,-73.870392,40.857452
13801,32,41650.0,1923.0,1,100,3.6,0.0,150659.4,284.2,7.9,6.8,79.5,0.0,0.0,1.20048,0.91236,0.0,38.0,0.91236,100.0,100.0,4861.6,14.0,0,0,207.0,425.0,-73.878826,40.871103
13805,85,36900.0,1928.0,1,90,2.6,0.0,96513.8,161.2,5.1,4.4,79.5,0.0,0.0,1.02981,1.02981,0.0,38.0,1.02981,90.0,100.0,1413.5,8.0,0,0,204.0,189.0,-73.92822874,40.833688
13815,1,29280.0,1920.0,1,95,9.2,1.6,270291.6,222.0,10.1,7.6,79.5,0.0,0.0,2.18579,0.99044,0.0,29.0,0.99044,90.0,100.0,5618.1,3.0,3,0,201.0,33.0,-73.914107,40.807921
13817,5,39915.0,1920.0,1,95,8.7,1.4,349113.4,270.8,9.1,6.8,79.5,0.0,0.0,2.45522,1.22761,0.0,49.0,1.22761,90.0,100.0,9105.2,4.0,3,0,201.0,2702.0,-73.913881,40.8075377
13818,1,44735.0,1920.0,1,95,7.4,1.5,331001.7,330.9,9.4,7.4,79.5,0.0,0.0,1.25182,0.5812,0.0,26.0,0.5812,90.0,100.0,5036.9,7.0,5,0,201.0,2702.0,-73.913342,40.8075377
13819,12,33690.0,1920.0,1,95,5.7,1.4,191169.6,217.9,8.1,6.5,79.5,0.0,0.0,2.13713,0.92015,0.0,31.0,0.92015,90.0,100.0,6005.5,3.0,0,0,201.0,2702.0,-73.913197,40.8075377
13821,98,30375.0,1926.0,1,100,9.3,0.0,297922.0,7.5,2.8,0.2,79.5,0.0,0.0,3.25926,0.92181,0.0,28.0,0.92181,90.0,100.0,4594.425778134381,12.0,0,0,204.0,193.0,-73.927617,40.834433
13823,21,39810.0,1924.0,1,95,7.8,1.0,309177.8,200.2,7.1,5.0,79.5,0.0,0.0,2.3361,1.00477,0.0,40.0,1.00477,90.0,100.0,6610.9,3.0,3,0,201.0,33.0,-73.913004,40.808376
13824,10,26400.0,1920.0,1,95,7.104354130776716,1.2,872669.6045350895,172.2,8.9,6.5,79.5,0.0,0.0,2.53788,1.66667,0.0,44.0,1.6374015279999985,90.0,100.0,8524.0,4.0,2,0,201.0,2702.0,-73.913013,40.8075377
13827,41,36121.0,1928.0,1,100,6.1,0.5096468802428696,251873.2,171.3,5.8,4.1,79.5,0.0,0.0,1.52266,1.24581,0.0,45.0,1.24581,0.0,100.0,1407.8,14.0,1,0,212.0,42902.0,-73.868691,40.88786849
13831,34,43195.0,1939.0,1,100,4.0,1.1,173694.2,219.0,6.2,5.1,79.5,0.0,0.0,1.29645,1.2733,0.0,55.0,1.2733,0.0,100.0,2117.0,9.0,4,0,207.0,415.0,-73.883629,40.868371
13832,64,45000.0,1936.0,1,100,3.3,0.8,149559.0,180.3,4.9,4.0,79.5,0.0,0.0,1.48889,0.97778,0.0,44.0,0.97778,0.0,100.0,2670.5,10.0,5,0,205.0,23301.0,-73.907118,40.84823
13833,45,48628.0,1937.0,1,100,3.9,1.0,191614.6,237.2,6.0,4.9,79.5,0.0,0.0,1.78909,1.11047,0.0,54.0,1.11047,0.0,100.0,2555.3,7.0,5,0,207.0,415.0,-73.882063,40.870648
13862,13,31745.0,1925.0,1,95,7.104354130776716,1.1,872669.6045350895,186.1,8.1,5.9,79.5,0.0,0.0,2.61458,1.19704,0.0,38.0,1.19704,90.0,100.0,5357.2,4.0,2,0,201.0,33.0,-73.91464,40.808992
13864,1,26225.0,1920.0,1,95,14.258319999999992,1.9,596208.5,436.6,14.1,11.0,79.5,0.0,0.0,2.70734,1.25834,0.0,33.0,1.25834,90.0,100.0,6393.0,5.0,5,0,201.0,2702.0,-73.912677,40.8075377
13867,2,27361.0,1920.0,1,95,7.104354130776716,1.6,872669.6045350895,214.7,10.3,7.8,79.5,0.0,0.0,2.266,1.133,0.0,31.0,1.133,90.0,100.0,579.7688,5.0,3,0,201.0,2702.0,-73.915839,40.8075377
13868,12,33580.0,1920.0,1,95,7.104354130776716,1.1,872669.6045350895,191.9,8.1,5.7,79.5,0.0,0.0,2.68017,1.19118,0.0,40.0,1.19118,90.0,100.0,7421.4,4.0,2,0,201.0,2702.0,-73.914681,40.808144
13869,23,32034.0,1920.0,1,95,6.1,1.1,195545.6,172.6,7.0,5.4,79.5,0.0,0.0,2.02909,1.18624,0.0,38.0,1.18624,90.0,100.0,5778.9,4.0,4,0,201.0,2702.0,-73.916168,40.8075377
13870,5,40845.0,1925.0,1,95,10.4,1.3,425224.4,265.0,9.4,6.5,79.5,0.0,0.0,2.81552,0.93035,0.0,38.0,0.93035,90.0,100.0,8571.5,4.0,4,0,201.0,33.0,-73.914887,40.808251
13871,4,33400.0,1920.0,1,95,8.2,1.5,275374.0,237.5,9.4,7.1,79.5,0.0,0.0,2.33533,0.8982,0.0,30.0,0.8982,90.0,100.0,5811.8,3.0,3,0,201.0,2702.0,-73.914063,40.807885
14217,74,42612.0,2011.0,1,100,6.1,0.7,259555.2,145.9,5.1,3.4,79.5,0.0,0.0,1.807,1.7787370479999998,1.112238732,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,5.0,0,0,203.0,143.0,-73.914261,40.825526
14233,67,28666.0,1953.0,1,100,5.0,0.1,144734.7,159.6,7.0,5.6,79.5,0.0,0.0,2.37215,1.18607,0.0,34.0,1.18607,100.0,100.0,2073.8,7.0,0,0,207.0,40702.0,-73.886559,40.869744
14234,51,36776.0,2008.0,1,100,5.3,0.6,194928.2,105.2,4.3,2.9,79.5,0.0,0.0,0.95171,0.95171,0.0,35.0,0.95171,50.0,100.0,4046.0,6.0,0,0,206.0,363.0,-73.883717,40.842925
14236,44,28440.0,1926.0,1,100,4.2,1.0,120524.4,135.2,5.9,4.8,79.5,0.0,0.0,1.72292,1.12518,0.0,32.0,1.12518,0.0,100.0,5000.7,5.0,2,0,203.0,14702.0,-73.901669,40.834941
14237,81,40050.0,1927.0,1,100,3.8,0.6,150908.7,122.5,4.1,3.1,79.5,0.0,0.0,1.44819,1.02372,0.0,41.0,1.02372,0.0,100.0,4009.6,5.0,0,0,203.0,165.0,-73.8973,40.842428
14238,65,40050.0,1927.0,1,100,4.0,0.8,161571.2,151.6,4.9,3.8,79.5,0.0,0.0,1.57303,1.1236,0.0,45.0,1.1236,0.0,100.0,4166.6,6.0,0,0,203.0,165.0,-73.897234,40.842537
14242,41,25926.0,1909.7084,1,100,5.9,0.8,151802.4,105.1,5.7,4.1,79.5,0.0,0.0,1.81285,0.88714,0.0,23.0,0.88714,90.0,90.0,2685.8,5.0,0,0,202.0,83.0,-73.903122,40.812433
14243,76,35100.0,1919.0,1,100,4.8,0.7,167922.4,113.2,4.6,3.2,79.5,0.0,0.0,1.9943,1.08262,0.0,38.0,1.08262,90.0,90.0,3337.5,4.0,0,0,202.0,119.0,-73.889407,40.822145
14244,58,34885.0,1983.0,1,100,5.4,0.7,205619.9,136.4,5.0,3.6,79.5,0.0,0.0,1.71994,0.74531,0.0,26.0,0.74531,90.0,90.0,2812.1,5.0,0,0,202.0,87.0,-73.896174,40.819999
14245,58,25520.0,1913.0,1,100,4.6,0.6,119423.5,77.3,4.2,3.0,79.5,0.0,0.0,1.80251,0.70533,0.0,18.0,0.70533,90.0,90.0,2358.9,5.0,3,0,202.0,11502.0,-73.888703,40.81786
14246,49,60123.0,1922.0,1,100,5.4,0.8,322316.1,228.9,5.3,3.8,79.5,0.0,0.0,1.69652,0.7651,0.0,46.0,0.7651,90.0,90.0,4628.8,7.0,0,0,202.0,89.0,-73.89436,40.818101
14247,78,42660.0,1931.0,1,100,3.7,0.6,158285.3,129.7,4.1,3.0,79.5,0.0,0.0,1.35959,0.91421,0.0,39.0,0.91421,90.0,90.0,3014.6,5.0,0,0,202.0,87.0,-73.89608,40.820145
14249,48,39600.0,1929.0,1,100,5.4,0.8,217535.6,159.7,5.4,4.0,79.5,0.0,0.0,1.71717,0.73232,0.0,29.0,0.73232,90.0,90.0,4922.2,5.0,0,0,202.0,11502.0,-73.888333,40.818738
14250,40,44046.0,1910.0,1,100,5.7,0.9,252818.4,199.8,6.2,4.5,79.5,0.0,0.0,2.13413,1.08977,0.0,48.0,1.08977,90.0,90.0,1715.2,4.0,0,0,202.0,11502.0,-73.886513,40.818316
14251,19,33300.0,1928.0,1,100,7.5,1.0,250990.0,159.7,6.8,4.8,79.5,0.0,0.0,1.95195,0.87087,0.0,29.0,0.87087,90.0,90.0,4594.425778134381,4.0,0,0,202.0,93.0,-73.886778,40.815432
14252,55,38250.0,1993.0,1,100,4.8,0.7,183441.1,138.4,4.9,3.6,79.5,0.0,0.0,1.4902,0.75817,0.0,29.0,0.75817,90.0,90.0,2195.5,4.0,0,0,202.0,93.0,-73.886537,40.814734
14259,40,33847.0,1924.0,1,90,4.9,0.9,167325.2,147.3,5.7,4.4,79.5,0.0,0.0,2.06813,1.3886,0.0,10.0,0.29545,90.0,90.0,6366.3,5.0,0,0,204.0,18102.0,-73.918579,40.830977
14261,8,46312.0,1927.0,1,90,5.4,1.0,251758.1,213.8,6.2,4.6,79.5,0.0,0.0,1.29556,0.86371,0.0,8.0,0.17274,90.0,90.0,8777.0,5.0,0,0,204.0,18102.0,-73.918185,40.831649
14262,44,30540.0,1926.0,1,90,5.6,0.8,171047.8,126.3,5.7,4.1,79.5,0.0,0.0,2.09561,1.40799,0.0,15.0,0.49116,90.0,90.0,4594.425778134381,9.0,0,0,203.0,12101.0,-73.889547,40.827286
14264,1,139868.0,1929.0,3,100,5.0,1.9,705331.3,1424.0,11.6,10.2,79.5,0.0,0.0,1.35842,0.9223,0.0,39.0,0.27883,90.0,90.0,4594.425778134381,8.0,0,0,204.0,199.0,-73.923556,40.837002
14267,50,48600.0,1930.0,1,90,5.2,0.0,252796.2,253.6,6.6,5.2,79.5,0.0,0.0,1.85185,1.23457,0.0,20.0,0.41152,90.0,90.0,4594.425778134381,9.0,0,0,202.0,93.0,-73.890801,40.813844
14268,6,40333.0,1924.0,1,90,5.9,0.9,239344.9,184.7,6.2,4.6,79.5,0.0,0.0,1.26447,0.84298,0.0,6.0,0.14876,90.0,90.0,4722.1,6.0,0,0,204.0,199.0,-73.924466,40.837198
14269,42,69322.0,1927.0,1,90,4.6,0.7,319757.0,224.6,4.5,3.2,79.5,0.0,0.0,1.26944,0.8511,0.0,20.0,0.28851,90.0,90.0,6290.7,5.0,0,0,204.0,199.0,-73.92328,40.837444
14270,30,48471.0,1925.0,1,90,4.7,0.7,228156.9,177.3,5.0,3.7,79.5,0.0,0.0,1.25848,0.84587,0.0,14.0,0.28883,90.0,90.0,684.4,5.0,0,0,204.0,199.0,-73.924206,40.837538
14271,37,45448.0,1927.0,1,90,3.8,0.9,174857.0,191.1,5.3,4.2,79.5,0.0,0.0,1.60623,1.07816,0.0,10.0,0.22003,90.0,90.0,6515.2,9.0,0,0,204.0,17901.0,-73.913665,40.83402
14274,5,52850.0,1931.0,1,90,5.9,1.2,313478.2,311.3,7.5,5.9,79.5,0.0,0.0,1.77862,1.19205,0.0,13.0,0.24598,90.0,90.0,11411.5,25.0,0,0,205.0,379.0,-73.900347,40.851364
14445,56,37000.0,1930.0,1,100,4.4,0.9,161147.2,157.4,5.5,4.3,79.5,0.0,0.0,1.78378,1.18919,0.0,44.0,1.18919,100.0,100.0,3529.7,8.0,0,0,208.0,273.0,-73.903938,40.870737
14616,96,37716.0,1931.0,1,100,4.8,0.4,180125.7,73.6,3.3,2.0,79.5,0.0,0.0,1.98855,1.19313,0.0,45.0,1.19313,100.0,100.0,2996.7,10.0,0,0,204.0,22703.0,-73.909492,40.843582
14665,74,48000.0,1925.0,1,100,4.2,0.7,203800.9,168.6,4.7,3.5,79.5,0.0,0.0,1.8125,1.20833,0.0,58.0,1.20833,100.0,100.0,4598.0,11.0,0,0,208.0,26702.0,-73.900194,40.871645
14666,50,36970.0,1928.0,1,100,5.3,0.9,196800.0,162.2,5.9,4.4,79.5,0.0,0.0,2.16392,1.2172,0.0,45.0,1.2172,100.0,100.0,10435.1,10.0,0,0,211.0,330.0,-73.86559,40.859876
14667,19,45035.0,1922.0,1,100,5.2,1.0,232745.6,222.8,6.4,4.9,79.5,0.0,0.0,1.3545,1.04363,0.0,47.0,1.04363,100.0,100.0,4594.425778134381,7.0,0,0,207.0,263.0,-73.902702,40.864961
14668,42,37000.0,1927.0,1,100,4.6,0.5096468802428696,171591.7,153.6,5.4,4.2,79.5,0.0,0.0,1.4054,1.02703,0.0,38.0,1.02703,100.0,100.0,4353.7,10.0,0,0,207.0,413.0,-73.883589,40.872623
14669,62,42000.0,1928.0,1,100,4.4,0.0,183110.9,191.7,5.8,4.6,79.5,0.0,0.0,1.78571,1.2381,0.0,0.0,0.0,100.0,100.0,3009.6,8.0,0,0,210.0,300.0,-73.82929,40.854306
14671,82,46285.0,1924.0,1,100,7.104354130776716,0.5096468802428696,872669.6045350895,224.5,4.9,4.9,79.5,0.0,0.0,1.38274,1.10187,0.0,51.0,1.10187,73.35970197368421,100.0,13843.4,1.0,0,0,207.0,253.0,-73.90544,40.859443
14674,21,27650.0,1926.0,1,100,6.5,0.1,179267.1,169.3,7.9,6.1,79.5,0.0,0.0,1.26582,1.12116,0.0,31.0,1.12116,73.35970197368421,95.78447655077947,2114.9,6.0,0,0,207.0,40502.0,-73.887053,40.866333
14688,73,30000.0,1927.0,1,100,4.1,0.0,121854.2,152.8,6.2,5.1,79.5,0.0,0.0,1.66667,1.23333,0.0,37.0,1.23333,73.35970197368421,95.78447655077947,2475.3,7.0,0,0,210.0,26602.0,-73.82901706000001,40.846388
14691,2,30775.0,1915.0,1,100,11.4,1.9,350984.3,286.4,12.5,9.3,79.5,0.0,0.0,3.6028925599999995,1.0398,0.0,32.0,1.0398,90.0,100.0,2466.4,9.0,0,0,205.0,38301.0,-73.899075,40.858892
14692,100,28861.0,1915.0,1,100,5.4,0.5096468802428696,165700.5,7.5,1.8,0.2,79.5,0.0,0.0,3.53418,1.10876,0.0,32.0,1.10876,90.0,100.0,6339.3,6.0,0,0,205.0,38301.0,-73.898955,40.859092
14693,16,30680.0,1923.0,1,100,6.3,1.5,221536.8,286.1,9.8,8.1,79.5,0.0,0.0,3.6028925599999995,1.1734,0.0,36.0,1.1734,90.0,100.0,4594.425778134381,10.0,0,0,207.0,431.0,-73.879226,40.881917
14697,27,22500.0,1910.0,1,100,14.2,0.8,382749.5,112.6,8.0,4.2,79.5,0.0,0.0,3.6028925599999995,1.37778,0.0,31.0,1.37778,90.0,100.0,4594.425778134381,12.0,0,0,203.0,161.0,-73.887564,40.837297
14700,1,43650.0,1930.0,1,100,9.0,0.2,400053.2,264.5,8.4,5.9,79.5,0.0,0.0,0.9622,0.80183,0.0,0.0,0.0,90.0,100.0,4594.425778134381,14.0,0,0,209.0,44.0,-73.870079,40.82706
14701,55,36000.0,1927.0,1,95,6.4,0.8,229619.5,139.6,5.6,3.9,79.5,0.0,0.0,2.36111,0.91667,0.0,33.0,0.91667,90.0,100.0,2991.3,6.0,5,0,205.0,217.0,-73.914078,40.846871
14702,68,47444.0,1928.0,1,95,4.5,0.6,211406.6,150.1,4.4,3.2,79.5,0.0,0.0,1.41219,0.88525,0.0,42.0,0.88525,90.0,100.0,2955.5,5.0,5,0,205.0,217.0,-73.912612,40.848937
14703,77,31476.0,1927.0,1,95,4.5,0.5096468802428696,142737.7,264.6575215753793,4.1,2.935725305873489,79.5,0.0,0.0,1.46143,0.98488,0.0,31.0,0.98488,90.0,100.0,2390.0,5.0,4,0,205.0,21502.0,-73.916213,40.847847
14705,3,37327.0,1917.0,1,95,13.5,0.8,615101.2,180.2,7.7,4.0,79.5,0.0,0.0,1.9289,0.96445,0.0,36.0,0.96445,90.0,100.0,3011.0,7.0,0,0,205.0,21501.0,-73.920465,40.846977
14707,1,44649.0,1917.0,1,95,10.6,1.2,473497.0,271.3,9.0,6.1,79.5,0.0,0.0,0.7639919039999999,0.6943,0.0,31.0,0.6943,90.0,100.0,5887.0,6.0,0,0,205.0,21501.0,-73.919933,40.847317
14709,58,32420.0,1917.0,1,95,5.3,0.7,172114.8,104.9,4.7,3.2,79.5,0.0,0.0,1.44972,0.64775,0.0,21.0,0.64775,90.0,100.0,2169.6,6.0,0,0,205.0,21501.0,-73.920085,40.847219
14710,77,123000.0,1931.0,1,100,5.2,0.4,644329.3,290.0,3.8,2.4,79.5,0.0,0.0,1.38211,0.73984,0.0,91.0,0.73984,90.0,100.0,4594.425778134381,16.0,0,0,204.0,5902.0,-73.922751,40.826613
14712,89,37727.0,2005.0,1,95,4.7,0.4,206497.0,87.2,3.3,2.0,79.5,0.0,0.0,1.51085,0.79519,0.0,30.0,0.79519,90.0,100.0,1971.4,5.0,0,0,205.0,21501.0,-73.920313,40.847076
14723,97,52280.0,1922.0,1,90,4.3,0.6,222203.7,163.3,4.3,3.1,79.5,0.0,0.0,3.6028925599999995,1.05203,0.0,55.0,1.05203,90.0,100.0,5463.2,11.0,0,0,207.0,265.0,-73.901427,40.866705
14724,95,32469.0,1918.0,1,90,5.2,0.7,168010.9,111.2,4.9,3.4,79.5,0.0,0.0,3.6028925599999995,1.04715,0.0,34.0,1.04715,90.0,100.0,4594.425778134381,8.0,0,0,207.0,265.0,-73.901915,40.867189
14725,81,24610.0,1923.0,1,90,3.7,0.1,91268.2,179.1,8.3,7.3,79.5,0.0,0.0,3.6028925599999995,1.05648,0.0,26.0,1.05648,90.0,100.0,4594.425778134381,7.0,0,0,207.0,40303.0,-73.894445,40.86932
14726,71,34775.0,1923.0,1,90,6.2,1.0,215729.9,173.4,6.7,5.0,79.5,0.0,0.0,3.6028925599999995,1.29403,0.0,45.0,1.29403,90.0,100.0,5247.9,8.0,0,0,205.0,22901.0,-73.905252,40.84668
14727,63,24091.0,1917.0,1,90,4.3,0.1,103297.7,222.8,10.5,9.2,79.5,0.0,0.0,3.6028925599999995,1.07924,0.0,26.0,1.07924,90.0,100.0,4594.425778134381,7.0,0,0,205.0,231.0,-73.904492,40.847374
14728,14,49514.0,1929.0,1,90,10.7,1.2,527729.4,316.0,9.3,6.4,79.5,0.0,0.0,3.6028925599999995,1.23198,0.0,61.0,1.23198,90.0,100.0,15075.7,15.0,0,0,209.0,48.0,-73.873931,40.826738
14730,47,27000.0,1927.0,1,100,4.4,0.8,118207.7,111.3,5.4,4.1,79.5,0.0,0.0,1.22222,1.22222,0.0,33.0,1.22222,73.35970197368421,100.0,2440.0,7.0,0,0,207.0,431.0,-73.879625,40.883296
14731,58,26750.0,1911.0,1,90,6.2,1.4,165538.9,200.2,9.1,7.5,79.5,0.0,0.0,1.23364,0.71028,0.0,19.0,0.71028,90.0,100.0,4594.425778134381,13.0,0,0,207.0,425.0,-73.876675,40.870971
14735,47,40275.0,1923.0,1,90,5.5,0.9,222013.1,188.6,6.2,4.7,79.5,0.0,0.0,2.43327,1.19181,0.0,48.0,1.19181,90.0,100.0,6808.8,8.0,0,0,204.0,22102.0,-73.914632,40.837688
14736,100,22184.184,1916.0,1,90,5.5,0.1,105008.4,7.0,1.9,0.4,79.5,0.0,0.0,3.6028925599999995,1.09432,0.0,21.0,1.09432,90.0,100.0,4594.425778134381,7.0,0,0,205.0,38301.0,-73.899545,40.855944
14737,32,47674.0,1925.0,1,90,5.5,1.0,263798.7,226.2,6.3,4.7,79.5,0.0,0.0,1.84587,1.11172,0.0,53.0,1.11172,90.0,100.0,9286.5,13.0,0,0,204.0,22102.0,-73.916246,40.838888
14738,35,52052.0,1923.0,1,90,6.8,0.9,353251.1,244.3,6.6,4.7,79.5,0.0,0.0,2.47829,1.1719,0.0,61.0,1.1719,90.0,100.0,7173.1,8.0,0,0,205.0,24502.0,-73.912976,40.854973
14739,39,49760.0,1924.0,1,90,5.4,1.0,270554.7,238.4,6.3,4.8,79.5,0.0,0.0,2.15032,1.1254,0.0,56.0,1.1254,90.0,100.0,7711.0,13.0,0,0,204.0,22101.0,-73.917706,40.838632
14740,50,49220.0,1931.0,1,90,4.4,0.9,215785.3,210.4,5.5,4.3,79.5,0.0,0.0,1.72694,0.99553,0.0,49.0,0.99553,90.0,100.0,8280.9,9.0,0,0,205.0,217.0,-73.914557,40.84568
14747,11,51805.0,1927.0,1,90,4.1,1.0,211936.1,275.2,6.4,5.3,79.5,0.0,0.0,1.31262,0.67561,0.0,14.0,0.27024,90.0,90.0,9657.1,12.0,0,0,205.0,381.0,-73.901207,40.854571
14749,16,44880.0,1917.0,1,90,4.3,0.1,195003.0,331.4,8.6,7.4,79.5,0.0,0.0,1.62656,1.0918,0.0,10.0,0.22282,90.0,90.0,7644.3,5.0,0,0,204.0,17901.0,-73.915665,40.835498
14750,10,39150.0,1927.0,1,90,3.9,1.1,150931.7,219.2,6.7,5.6,79.5,0.0,0.0,1.40485,0.94508,0.0,13.0,0.33206,90.0,90.0,5232.9,9.0,0,0,207.0,269.0,-73.905434,40.871495
14751,26,53841.0,1927.0,1,90,4.0,0.9,213301.6,245.2,5.7,4.6,79.5,0.0,0.0,1.56015,1.0401,0.0,12.0,0.22288,90.0,90.0,9688.3,13.0,0,0,202.0,93.0,-73.886933,40.81558
14760,38,35280.0,1924.0,1,100,4.0,0.0,140509.4,290.0,9.3,8.2,79.5,0.0,0.0,2.21088,1.24717,0.0,44.0,1.24717,90.0,100.0,3644.5,9.0,0,0,203.0,161.0,-73.883917,40.836075
14778,37,112785.0,1929.0,1,100,2.7,0.8,303548.2,455.7,4.8,4.0,79.5,0.0,0.0,1.1881,0.99304,0.0,0.0,0.0,100.0,100.0,18932.4,8.0,0,0,204.0,201.0,-73.926233,40.840531
14787,93,78031.0,2017.0,1,95,5.4,0.2,423811.7,80.2,2.5,1.0,79.5,0.0,0.0,1.17902,0.96116,0.17942,37.0,0.47417,100.0,100.0,3287.9,6.0,0,0,207.0,40303.0,-73.894554,40.869205
14789,32,42000.0,1930.0,1,100,5.8,0.7,244580.0,166.8,5.6,4.0,79.5,0.0,0.0,1.4,1.0,0.0,42.0,1.0,73.35970197368421,95.78447655077947,5414.4,5.0,0,0,205.0,24501.0,-73.916847,40.852772
14790,58,40000.0,1930.0,1,100,4.5,0.7,181191.8,140.9,4.8,3.5,79.5,0.0,0.0,1.4,0.875,0.0,35.0,0.875,73.35970197368421,95.78447655077947,3108.2,4.0,0,0,205.0,24501.0,-73.918086,40.852896
14793,29,60200.0,1927.0,1,100,3.3,1.1,198014.4,309.2,6.0,5.1,79.5,0.0,0.0,1.27907,0.8804,0.0,53.0,0.8804,80.0,100.0,4101.6,10.0,0,0,207.0,269.0,-73.905756,40.870799
14794,49,41890.0,1928.0,1,100,4.3,1.0,181330.5,202.7,6.1,4.8,79.5,0.0,0.0,1.55168,1.55168,0.0,65.0,1.55168,73.35970197368421,95.78447655077947,5359.8,10.0,0,0,205.0,239.0,-73.90065,40.861893
14795,26,33564.0,1931.0,1,100,3.9,1.1,131494.0,184.5,6.6,5.5,79.5,0.0,0.0,1.60887,1.07258,0.0,36.0,1.07258,73.35970197368421,95.78447655077947,3527.7,6.0,0,0,205.0,24502.0,-73.913565,40.855415
14796,100,46980.0,1920.0,1,100,4.1,0.1,194579.3,30.7,1.8,0.7,79.5,0.0,0.0,1.639,0.87271,0.0,41.0,0.87271,73.35970197368421,95.78447655077947,4516.0,8.0,0,0,207.0,255.0,-73.908086,40.859758
