,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,weather_normalized_site_electricity_intensity_kwh_ft,weather_normalized_site_natural_gas_intensity_therms_ft,weather_normalized_site_electricity_kwh,direct_ghg_emissions_metric_tons_co2e,total_ghg_emissions_intensity_kgco2e_ft,direct_ghg_emissions_intensity_kgco2e_ft,egrid_output_emissions_rate_kgco2e_mbtu,avoided_emissions_offsite_green_power_metric_tons_co2e,percent_of_electricity_that_is_green_power,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_used_to_compute_metrics,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
2814,90,129600.0,1960.0,1,100,3.0,0.5,391048.2,341.6,3.5,2.6,79.5,0.0,0.0,1.26543,0.76389,0.0,99.0,0.76389,90.0,100.0,3188.2,5.0,0,0,208.0,29302.0,-73.916687,40.878975
2817,72,101800.0,1954.0,1,100,4.2,0.6,423090.7,339.8,4.5,3.3,79.5,0.0,0.0,1.611,0.76621,0.76621,0.0,0.0,80.0,100.0,2764.9,9.0,0,0,208.0,30701.0,-73.912823,40.886399
2829,54,59352.0,1954.0,1,100,3.5,0.8,209065.5,237.0,5.0,4.0,79.5,0.0,0.0,1.2468,0.92667,0.0,55.0,0.92667,80.0,100.0,2089.5,5.0,0,0,208.0,297.0,-73.913588,40.884599
2830,82,62088.0,1940.0,1,100,3.2,0.0,200141.7,287.8,5.6,4.6,79.5,0.0,0.0,1.48177,1.07911,0.0,67.0,1.07911,80.0,100.0,2486.5,7.0,0,0,208.0,351.0,-73.898051,40.88786849
2834,12,131140.0,1927.0,1,100,6.8,0.8,890242.1,494.7,5.7,3.8,79.5,0.0,0.0,0.9303,0.64054,0.0,84.0,0.64054,100.0,100.0,7353.3,29.29159999999996,0,0,208.0,289.0,-73.905198,40.879806
2835,66,82559.0,1953.0,1,100,4.2,0.7,345224.1,266.4,4.4,3.2,79.5,0.0,0.0,1.23548,0.576604772,0.0,47.0,0.56929,80.0,100.0,2646.2,6.0,0,0,208.0,301.0,-73.917172,40.88169
2836,100,72594.0,1954.0,1,100,3.7,0.2,271377.3,67.9,2.0,0.9,79.5,0.0,0.0,1.32242,0.66121,0.0,48.0,0.66121,80.0,100.0,4594.425778134381,9.0,0,0,208.0,30701.0,-73.913069,40.88786849
2842,65,65766.0,1953.0,1,100,2.8,0.8,185017.3,240.8,4.4,3.7,79.5,0.0,0.0,1.09479,0.63863,0.0,42.0,0.63863,80.0,100.0,2118.9,8.0,0,0,208.0,30701.0,-73.912543,40.88786849
2844,50,85218.0,1970.0,1,100,4.8,0.8,406168.7,312.7,5.0,3.7,79.5,0.0,0.0,1.23213,1.09132,0.0,93.0,1.09132,80.0,100.0,3281.0,5.0,0,0,210.0,300.0,-73.830415,40.85552
2845,52,64310.0,1966.0,1,100,4.6,0.0,295377.3,325.0,6.4,5.1,79.5,0.0,0.0,1.29062,0.91743,0.0,59.0,0.91743,80.0,100.0,2655.6,5.0,0,0,208.0,295.0,-73.911289,40.881515
2846,60,70447.0,1974.0,1,100,4.6,0.7,325715.7,248.5,4.8,3.5,79.5,0.0,0.0,1.37692,1.02204,0.0,72.0,1.02204,80.0,100.0,4528.7,5.0,0,0,208.0,287.0,-73.90744,40.882086
2858,56,106684.0,1954.0,1,100,3.9,0.8,416250.4,428.4,5.1,4.0,79.5,0.0,0.0,1.49038,0.75925,0.0,81.0,0.75925,80.0,100.0,3510.6,5.0,0,0,208.0,297.0,-73.909469,40.887566
2867,58,75390.0,1960.0,1,100,4.6,0.8,346698.9,297.4,5.2,3.9,79.5,0.0,0.0,1.80395,0.9683,0.0,73.0,0.9683,80.0,100.0,3298.8,5.0,0,0,208.0,273.0,-73.899767,40.87645
2946,50,107451.0,2007.0,1,100,6.9,0.1,739940.0,515.2,6.7,4.8,79.5,0.0,0.0,1.94507,0.91204,0.91204,0.0,0.0,70.0,100.0,12893.6,6.0,0,0,204.0,17702.0,-73.907118,40.837981
2948,56,63340.0,1995.0,1,100,7.0,0.6,446017.9,197.3,5.1,3.1,79.5,0.0,0.0,2.0682,0.99463,0.0,63.0,0.99463,70.0,100.0,5136.6,4.0,0,0,206.0,373.0,-73.889972,40.849724
2993,85,140628.0,1949.0,1,100,2.8,0.7,389193.1,440.3,3.9,3.1,79.5,0.0,0.0,1.20886,0.92442,0.0,130.0,0.92442,100.0,100.0,6859.6,6.0,0,0,211.0,296.0,-73.841479,40.855797
2995,100,57164.0,1938.0,1,100,3.6,0.2,208057.2,46.1,1.8,0.8,79.5,0.0,0.0,0.85718,0.85718,0.0,49.0,0.85718,90.0,100.0,4197.2,7.0,0,0,211.0,33201.0,-73.870829,40.859273
2996,100,63956.0,1938.0,1,100,3.3,0.0,209603.0,16.1,1.2,0.3,79.5,0.0,0.0,0.85997,0.85997,0.0,55.0,0.85997,90.0,100.0,5421.9,6.0,0,0,211.0,330.0,-73.865618,40.85821
2997,100,65236.0,1929.0,1,100,3.4,0.1,222339.5,17.6,1.2,0.3,79.5,0.0,0.0,1.19566,1.19566,0.0,78.0,1.19566,90.0,100.0,6906.5,7.0,0,0,212.0,434.0,-73.854938,40.88786849
3055,36,73040.0,1938.0,1,100,5.4,0.9,393060.2,352.9,6.3,4.8,79.5,0.0,0.0,2.05367,1.06791,0.0,78.0,1.06791,100.0,100.0,7219.4,9.0,0,0,204.0,22702.0,-73.911526,40.844402
3064,100,62560.0,1961.0,1,100,4.8,0.0,299975.4,46.2,2.1,0.7,79.5,0.0,0.0,2.26982,1.16688,0.0,73.0,1.16688,100.0,100.0,4594.425778134381,6.0,0,0,208.0,345.0,-73.896534,40.88786849
3068,75,77540.0,1941.0,1,100,3.5,0.7,271598.8,255.9,4.3,3.3,79.5,0.0,0.0,1.41862,0.78669,0.0,61.0,0.78669,100.0,100.0,7320.4,7.0,0,0,208.0,26702.0,-73.899488,40.869953
3089,93,345456.0,1970.0,1,100,2.3,0.6,807655.7,1031.0,3.6,3.0,79.5,0.0,0.0,1.45315,0.82789,0.82789,0.0,0.0,90.0,90.0,16261.9,3.0,0,0,210.0,26601.0,-73.835209,40.846245
3112,49,138000.0,1920.0,1,100,4.6,0.9,635716.1,610.6,5.7,4.4,79.5,0.0,0.0,1.84783,1.12319,0.0,155.0,1.12319,0.0,100.0,11191.4,27.0,0,0,207.0,263.0,-73.906096,40.863558
3137,100,58368.0,1920.0,1,100,4.1,0.1,238388.5,35.6,1.7,0.6,79.5,0.0,0.0,1.45628,1.06223,0.0,62.0,1.06223,0.0,90.0,8036.6,8.0,0,0,207.0,257.0,-73.912223,40.861411
3143,100,53684.0,1920.0,1,100,3.2,0.0,172731.5,12.6,1.2,0.2,79.5,0.0,0.0,1.15491,0.95,0.0,51.0,0.95,0.0,100.0,4691.6,7.0,0,0,207.0,257.0,-73.911402,40.861161
3207,74,85195.0,1960.0,1,100,3.0,0.6,256767.0,255.4,3.9,3.0,79.5,0.0,0.0,0.9625,0.66905,0.0,57.0,0.66905,0.0,100.0,3914.6,4.0,0,0,211.0,228.0,-73.863878,40.853726
3210,61,56022.0,1928.0,1,100,3.1,0.8,172159.9,206.0,4.5,3.7,79.5,0.0,0.0,1.03531,0.92821,0.0,52.0,0.92821,0.0,100.0,4207.8,14.0,0,0,207.0,413.0,-73.885574,40.874455
3213,59,90750.0,1929.0,1,100,2.9,0.8,259967.1,343.4,4.6,3.8,79.5,0.0,0.0,1.04683,0.78237,0.0,71.0,0.78237,0.0,100.0,8138.8,8.0,0,0,207.0,42901.0,-73.875405,40.873193
3226,64,65543.0,1933.0,1,100,3.4,0.7,222444.8,242.5,4.6,3.7,79.5,0.0,0.0,1.2816,0.91543,0.0,60.0,0.91543,90.0,90.0,8074.5,8.0,0,0,209.0,21602.0,-73.86306,40.835047
3251,80,120650.0,1954.0,1,100,3.4,0.6,412006.2,320.0,3.6,2.7,79.5,0.0,0.0,1.03606,0.68794,0.0,83.0,0.68794,100.0,100.0,3877.9,10.0,0,0,208.0,295.0,-73.90941,40.887736
3252,84,92180.0,1940.0,1,100,3.6,0.6,327525.4,278.7,4.0,3.0,79.5,0.0,0.0,1.49707,0.99805,0.0,92.0,0.99805,100.0,100.0,8419.6,8.0,0,0,204.0,18301.0,-73.919952,40.828576
3255,66,83200.0,1953.0,1,100,3.3,0.7,275491.9,296.8,4.5,3.6,79.5,0.0,0.0,1.23798,0.74519,0.0,62.0,0.74519,90.0,90.0,3837.2,7.0,0,0,208.0,29302.0,-73.914646,40.883299
3286,43,64169.0,1933.0,1,100,3.9,0.7,253386.3,246.6,4.9,3.8,79.5,0.0,0.0,1.01295,0.82594,0.0,53.0,0.82594,70.0,90.0,7258.0,6.0,0,0,204.0,197.0,-73.920689,40.834722
3287,15,71169.0,1925.0,1,100,4.9,1.0,348725.7,357.2,6.4,5.0,79.5,0.0,0.0,1.13814,0.92737,0.0,66.0,0.92737,90.0,90.0,4594.425778134381,14.0,0,0,207.0,40502.0,-73.890748,40.866204
3293,71,84132.0,1923.0,1,100,3.7,0.7,310703.3,273.8,4.3,3.3,79.5,0.0,0.0,1.30747,0.7726,0.0,65.0,0.7726,70.0,90.0,4594.425778134381,14.0,0,0,207.0,415.0,-73.883915,40.868218
3294,61,77002.0,1929.0,1,100,3.9,0.8,300852.1,321.1,5.3,4.2,79.5,0.0,0.0,1.79216,0.7792,0.0,60.0,0.7792,80.0,90.0,7385.7,8.0,0,0,207.0,431.0,-73.872306,40.879286
3295,24,79095.0,1931.0,1,100,3.4,1.0,267977.4,383.7,5.8,4.9,79.5,0.0,0.0,0.98616,0.83444,0.0,66.0,0.83444,80.0,90.0,10166.8,7.0,0,0,212.0,394.0,-73.866247,40.88521
3296,51,62610.0,1949.0,1,100,3.6,0.8,226955.1,251.8,5.1,4.0,79.5,0.0,0.0,1.21386,1.0222,0.0,64.0,1.0222,80.0,90.0,6555.2,7.0,0,0,212.0,408.0,-73.862069,40.88786849
3297,61,98352.0,1923.0,1,100,3.5,0.7,348107.8,354.2,4.6,3.6,79.5,0.0,0.0,1.22011,0.80324,0.0,79.0,0.80324,90.0,90.0,10112.2,6.0,0,0,207.0,40302.0,-73.892266,40.868827
3298,1,58730.0,1929.0,1,100,4.0,1.9,234055.3,935.2,14.1,11.0,79.5,0.0,0.0,1.29406,0.91946,0.0,54.0,0.91946,80.0,90.0,6795.3,7.0,0,0,212.0,408.0,-73.863314,40.88786849
3299,41,71028.0,1928.0,1,100,3.5,0.9,247281.7,298.9,5.2,4.2,79.5,0.0,0.0,1.11224,0.77434,0.0,55.0,0.77434,90.0,90.0,5429.2,11.0,0,0,207.0,421.0,-73.882801,40.882536
3300,58,121346.0,1929.0,1,100,4.4,0.6,543346.1,355.1,4.1,2.9,79.5,0.0,0.0,0.93946,0.7664,0.0,93.0,0.7664,80.0,90.0,4594.425778134381,15.0,0,0,211.0,330.0,-73.865684,40.863192
3338,25,420055.1124,1970.0,1,100,5.4,0.8,2258430.2566799996,1512.693959999999,5.8,4.4,79.5,0.0,0.0,1.22216,0.61108,0.61108,0.0,0.0,100.0,100.0,26297.4,18.0,0,0,208.0,30701.0,-73.91375,40.885555
3376,58,93888.0,1928.0,1,100,5.2,0.7,548649.5,349.6,4.7,3.3,79.5,0.0,0.0,0.95859,0.89468,0.0,84.0,0.89468,90.0,100.0,4594.425778134381,13.0,0,0,204.0,63.0,-73.926008,40.825704
3377,48,106615.0,1929.0,1,100,3.8,0.8,404937.7,399.2,4.8,3.7,79.5,0.0,0.0,1.05989,0.78788,0.0,84.0,0.78788,90.0,100.0,19079.1,8.0,0,0,204.0,63.0,-73.925913,40.825866
3378,65,92400.0,1926.0,1,100,3.6,0.7,333291.2,312.5,4.4,3.4,79.5,0.0,0.0,1.14719,0.64935,0.0,60.0,0.64935,90.0,100.0,8184.4,8.0,0,0,204.0,63.0,-73.924757,40.826118
3380,62,56000.0,1923.0,1,100,4.9,0.1,271820.1,280.0,6.3,5.0,79.5,0.0,0.0,1.69643,0.96429,0.0,54.0,0.96429,60.0,60.0,4594.425778134381,5.0,0,0,202.0,85.0,-73.899047,40.814883
3381,92,56000.0,1923.0,1,100,3.3,0.1,185380.1,213.5,4.7,3.8,79.5,0.0,0.0,1.69643,0.96429,0.0,54.0,0.96429,60.0,60.0,4594.425778134381,5.0,0,0,202.0,85.0,-73.898848,40.815075
3385,83,228891.0,1953.0,1,100,3.4,0.6,769976.6,636.6,3.7,2.8,79.5,0.0,0.0,1.21892,0.69465,0.69465,0.0,0.0,0.0,100.0,9881.8,7.0,0,0,208.0,29301.0,-73.919848,40.882137
3389,53,420055.1124,1970.0,1,100,6.6,0.4,2258430.2566799996,1512.693959999999,4.1,2.3,79.5,0.0,0.0,0.89033,0.59207,0.59207,0.0,0.0,100.0,100.0,4594.425778134381,7.0,0,0,207.0,421.0,-73.877812,40.880041
3390,88,113290.0,1987.0,1,100,5.0,0.4,562388.8,237.4,3.5,2.1,79.5,0.0,0.0,1.50057,1.02392,0.0,116.0,1.02392,50.0,100.0,4818.9,6.0,0,0,208.0,285.0,-73.904881,40.886432
3402,58,420055.1124,1960.0,1,100,4.0,0.8,1698697.2,1512.693959999999,5.2,4.1,79.5,0.0,0.0,1.69123,1.02791,1.02791,0.0,0.0,90.0,90.0,22291.7,3.0,0,0,208.0,323.0,-73.906827,40.88786849
3409,70,420055.1124,1960.0,1,100,3.8,0.7,1582406.0,1512.693959999999,4.8,3.8,79.5,0.0,0.0,1.71352,1.04715,1.04715,0.0,0.0,90.0,90.0,24386.5,4.0,0,0,208.0,323.0,-73.906568,40.88786849
3410,48,420055.1124,1960.0,1,100,3.8,0.9,1628747.0,1512.693959999999,5.7,4.7,79.5,0.0,0.0,1.67633,1.02028,1.02028,0.0,0.0,90.0,90.0,22494.0,6.0,0,0,208.0,323.0,-73.906499,40.88786849
3411,62,112390.0,1983.0,1,100,4.4,0.5,494500.9,295.9,3.9,2.6,79.5,0.0,0.0,0.91645,0.64952,0.64952,0.0,0.0,0.0,80.0,3456.6,5.0,0,0,208.0,29302.0,-73.91905,40.877629
3413,58,58200.0,1940.0,1,100,3.8,1.1,233049.2,346.4,6.7,5.6,79.5,0.0,0.0,0.99656,0.99656,0.0,58.0,0.99656,90.0,100.0,7188.7,14.0,0,0,204.0,197.0,-73.920202,40.833844
3429,95,105029.0,1939.0,1,100,2.1,0.4,220003.6,217.4,2.7,2.1,79.5,0.0,0.0,0.7639919039999999,0.60936,0.0,64.0,0.60936,90.0,100.0,3698.4,9.0,0,0,208.0,295.0,-73.908989,40.886547
3437,92,81630.0,1926.0,1,100,3.9,0.1,315086.5,188.4,3.4,2.3,79.5,0.0,0.0,0.88203,0.88203,0.0,72.0,0.88203,90.0,100.0,9380.6,9.0,0,0,204.0,197.0,-73.92294,40.83496
3449,96,67436.0,1937.0,1,100,2.9,0.6,193003.0,196.5,3.7,2.9,79.5,0.0,0.0,2.07604,0.72661,0.0,49.0,0.72661,90.0,100.0,3453.8,7.0,0,0,207.0,40502.0,-73.888941,40.868017
3450,58,89557.0,1929.0,1,100,4.8,0.8,452838.9,383.2,5.4,4.1,79.5,0.0,0.0,1.27293,0.90445,0.0,81.0,0.90445,90.0,100.0,4594.425778134381,16.0,0,0,209.0,78.0,-73.851406,40.828176
3452,58,86275.0,1928.0,1,100,3.2,0.6,282225.8,264.7,3.9,3.0,79.5,0.0,0.0,1.33295,0.90409,0.0,78.0,0.90409,90.0,100.0,10946.7,9.0,0,0,207.0,40701.0,-73.891036,40.871469
3454,93,139635.0,1930.0,1,100,3.4,0.4,473409.2,281.9,3.0,2.0,79.5,0.0,0.0,1.00261,0.85938,0.0,120.0,0.85938,90.0,100.0,9095.1,14.0,0,0,209.0,21601.0,-73.865934,40.839733
3458,25,53622.0,1986.0,1,100,8.4,0.9,449448.6,222.2,6.5,4.1,79.5,0.0,0.0,1.79031,0.63407,0.63407,0.0,0.0,90.0,90.0,4594.425778134381,3.0,0,0,208.0,29301.0,-73.922066,40.881059
3471,73,51000.0,1949.0,1,100,4.0,0.8,204506.0,202.4,5.1,4.0,79.5,0.0,0.0,2.21569,1.05882,0.0,54.0,1.05882,90.0,100.0,4594.425778134381,10.0,0,0,208.0,297.0,-73.911393,40.884389
3475,28,70210.0,1928.0,1,100,5.0,1.1,347932.5,392.6,7.0,5.6,79.5,0.0,0.0,2.13645,1.1252,0.0,79.0,1.1252,0.0,90.0,8202.5,18.0,0,0,204.0,18102.0,-73.918773,40.831891
3479,49,86411.0,1928.0,1,100,4.7,0.7,407982.6,312.8,4.9,3.6,79.5,0.0,0.0,1.27299,0.77536,0.0,67.0,0.77536,0.0,90.0,4594.425778134381,21.0,0,0,207.0,431.0,-73.873405,40.879065
3484,93,228930.0,1959.0,1,100,2.4,0.5,551718.1,519.6,3.0,2.3,79.5,0.0,0.0,0.88237,0.61591,0.0,141.0,0.61591,0.0,90.0,4849.5,5.0,0,0,208.0,29301.0,-73.919741,40.880369
3485,73,212433.0,1955.0,1,100,2.9,0.7,623940.6,672.2,4.0,3.2,79.5,0.0,0.0,0.98855,0.60725,0.60725,0.0,0.0,0.0,80.0,5869.7,5.0,0,0,208.0,29301.0,-73.920165,40.883051
3486,51,93060.0,1964.0,1,100,3.8,0.8,350628.4,368.9,5.0,4.0,79.5,0.0,0.0,1.28949,0.80593,0.0,75.0,0.80593,0.0,80.0,4594.425778134381,10.0,0,0,208.0,295.0,-73.912213,40.879943
3488,87,130400.0,1934.0,1,100,3.3,0.7,430110.6,401.7,4.0,3.1,79.5,0.0,0.0,1.57976,0.65951,0.65951,0.0,0.0,0.0,100.0,4594.425778134381,8.0,0,0,208.0,301.0,-73.9161,40.882699
3489,56,125148.0,1941.0,1,100,4.8,0.7,595481.8,445.2,4.9,3.6,79.5,0.0,0.0,1.49423,0.95087,0.95087,0.0,0.0,0.0,100.0,5785.8,19.0,0,0,208.0,295.0,-73.910245,40.88065
3490,87,88470.0,1957.0,1,100,2.9,0.6,258551.5,270.5,3.9,3.1,79.5,0.0,0.0,1.41291,0.90426,0.0,80.0,0.90426,0.0,80.0,3191.9,7.0,0,0,208.0,297.0,-73.911488,40.884098
3491,72,80000.0,1958.0,1,100,3.5,0.7,278870.9,263.3,4.3,3.3,79.5,0.0,0.0,1.7,0.85,0.0,34.0,0.425,100.0,100.0,3317.6,5.0,0,0,208.0,297.0,-73.912362,40.884511
3493,73,148000.0,1928.0,1,100,2.7,0.8,393079.3,548.9,4.4,3.7,79.5,0.0,0.0,1.30405,0.69595,0.0,103.0,0.69595,0.0,100.0,4594.425778134381,29.0,0,0,207.0,421.0,-73.877961,40.879594
3505,28,253654.0,1963.0,1,100,4.9,0.9,1230578.5,1275.5,6.4,5.0,79.5,0.0,0.0,1.41926,0.72934,0.72934,0.0,0.0,100.0,100.0,9683.5,6.0,0,0,208.0,309.0,-73.91575,40.887821
3506,94,118214.0,1940.0,1,100,2.7,0.5,317608.9,299.2,3.3,2.5,79.5,0.0,0.0,1.29426,0.76979,0.76979,0.0,0.0,0.0,100.0,4594.425778134381,9.0,0,0,208.0,295.0,-73.905622,40.886605
3510,58,57410.0,1964.0,1,100,4.8,0.7,273477.0,201.9,4.8,3.5,79.5,0.0,0.0,1.35865,1.11479,0.0,64.0,1.11479,0.0,100.0,2835.1,6.0,0,0,208.0,351.0,-73.898479,40.88786849
3512,45,247000.0,1963.0,1,100,5.6,0.7,1395498.1,836.8,5.0,3.4,79.5,0.0,0.0,1.33603,0.79352,0.79352,0.0,0.0,100.0,100.0,4594.425778134381,4.0,0,0,208.0,309.0,-73.913036,40.88786849
3517,43,84925.0,1970.0,1,100,4.3,0.8,366838.6,320.2,5.0,3.8,79.5,0.0,0.0,1.10686,0.85958,0.85958,0.0,0.0,0.0,100.0,4647.4,5.0,0,0,208.0,30701.0,-73.912986,40.88786849
3520,76,117594.0,1963.0,1,100,3.8,0.7,441130.1,373.7,4.2,3.2,79.5,0.0,0.0,1.44565,0.8844,0.0,104.0,0.8844,0.0,80.0,4202.9,5.0,0,0,208.0,309.0,-73.912883,40.88786849
3521,58,346818.0,1940.0,1,100,4.6,0.1,1614298.0,98.4,4.2,0.3,79.5,0.0,0.0,1.508,1.00341,0.0,190.0,1.00341,60.0,80.0,4594.425778134381,24.0,0,0,209.0,21001.0,-73.856884,40.840178
3523,58,191835.0,1940.0,1,100,5.0,0.0,998787.0,46.3,4.0,0.2,79.5,0.0,0.0,1.61597,1.02692,0.0,190.0,1.02692,60.0,80.0,4594.425778134381,14.0,0,0,209.0,21001.0,-73.855929,40.842169
3524,69,223767.0,1940.0,1,100,5.2,0.0,1154014.7,45.3,5.2,0.2,79.5,0.0,0.0,1.50156,1.48369,0.0,190.0,1.48369,60.0,80.0,4594.425778134381,11.0,0,0,209.0,21001.0,-73.854486,40.840982
3525,81,296900.0,1940.0,1,100,3.7,0.0,1111974.9,61.7,4.5,0.2,79.5,0.0,0.0,1.63692,1.00707,1.00707,0.0,0.0,60.0,80.0,4594.425778134381,15.0,0,0,209.0,21001.0,-73.857725,40.84196
3527,95,131237.0,1940.0,1,100,3.3,0.0,431256.5,28.3,3.5,0.2,79.5,0.0,0.0,1.56968,0.97533,0.0,128.0,0.97533,60.0,80.0,4594.425778134381,7.0,0,0,209.0,21001.0,-73.854468,40.840987
3529,85,109206.0,1958.0,1,100,3.5,0.7,382261.1,369.8,4.4,3.4,79.5,0.0,0.0,2.32588,1.16294,0.0,67.0,0.61352,90.0,90.0,3938.5,5.0,0,0,212.0,42902.0,-73.862761,40.88786849
3530,73,121500.0,1965.0,1,100,3.8,0.0,464947.8,526.6,5.4,4.3,79.5,0.0,0.0,1.17696,0.88066,0.88066,0.0,0.0,0.0,100.0,6598.4,5.0,0,0,208.0,345.0,-73.899617,40.88786849
3531,55,62601.0,1959.0,1,100,4.6,0.8,287132.3,257.8,5.4,4.1,79.5,0.0,0.0,1.82106,0.95845,0.95845,0.0,0.0,0.0,100.0,4721.7,5.0,0,0,208.0,337.0,-73.902815,40.88786849
3544,52,355456.0,1940.0,1,100,3.6,0.4,1318230.4,807.7,5.9,2.2,79.5,0.0,0.0,1.39539,1.00716,0.0,190.0,1.00716,60.0,80.0,4594.425778134381,21.0,0,0,209.0,21001.0,-73.861569,40.839382
3545,83,296290.0,1940.0,1,100,4.5,0.0,1363935.5,74.5,4.3,0.2,79.5,0.0,0.0,1.53566,1.01927,1.01927,0.0,0.0,60.0,80.0,4594.425778134381,11.0,0,0,209.0,21001.0,-73.858638,40.839365
3547,82,294816.0,1940.0,1,100,4.1,0.1,1246753.6,116.7,4.3,0.4,79.5,0.0,0.0,1.6824,1.02437,0.0,190.0,1.02437,60.0,80.0,4594.425778134381,16.0,0,0,209.0,21001.0,-73.858084,40.839682
3548,89,319622.0,1940.0,1,100,3.7,0.0,1186968.2,74.3,4.0,0.2,79.5,0.0,0.0,1.56435,1.0575,0.0,190.0,1.0575,60.0,80.0,4594.425778134381,11.0,0,0,209.0,21001.0,-73.858855,40.839228
3549,88,136665.0,1940.0,1,100,3.7,0.0,506248.9,32.8,4.0,0.2,79.5,0.0,0.0,1.58782,0.99513,0.0,136.0,0.99513,60.0,80.0,4594.425778134381,7.0,0,0,209.0,21001.0,-73.857169,40.840079
3550,82,207677.0,1940.0,1,100,3.9,0.0,816278.0,53.0,4.2,0.3,79.5,0.0,0.0,1.43974,1.00156,1.00156,0.0,0.0,60.0,80.0,4594.425778134381,7.0,0,0,209.0,21001.0,-73.860229,40.838834
3551,58,195681.0,1940.0,1,100,3.3,0.0,648432.5,45.3,4.4,0.2,79.5,0.0,0.0,1.65576,1.00674,0.0,190.0,1.00674,60.0,80.0,4594.425778134381,9.0,0,0,209.0,21001.0,-73.856663,40.842082
3552,85,186770.0,1940.0,1,100,3.5,0.0,660872.2,42.7,4.3,0.2,79.5,0.0,0.0,1.5313,1.07084,0.0,190.0,1.07084,60.0,80.0,4594.425778134381,10.0,0,0,209.0,21001.0,-73.8599,40.838828
3553,95,230704.0,1940.0,1,100,3.7,0.0,850975.5,47.9,3.4,0.2,79.5,0.0,0.0,1.56478,1.00562,1.00562,0.0,0.0,60.0,80.0,4594.425778134381,9.0,0,0,209.0,21001.0,-73.862738,40.840487
3554,93,246436.0,1940.0,1,100,3.7,0.0,918183.5,61.3,3.6,0.2,79.5,0.0,0.0,1.48923,1.08345,0.0,190.0,1.08345,60.0,80.0,4594.425778134381,11.0,0,0,209.0,21001.0,-73.862237,40.841447
3555,90,232864.0,1940.0,1,100,3.9,0.0,908361.4,47.7,3.9,0.2,79.5,0.0,0.0,1.66621,1.03494,0.0,190.0,1.03494,60.0,80.0,4594.425778134381,10.0,0,0,209.0,21001.0,-73.861286,40.841558
