,score,property_id,year_built,number_of_buildings,occupancy,weather_normalized_site_electricity_intensity_kwh_ft,weather_normalized_site_natural_gas_intensity_therms_ft,electricity_use_grid_purchase_and_generated_from_onsite_renewable_systems_kwh,total_ghg_emissions_intensity_kgco2e_ft,direct_ghg_emissions_intensity_kgco2e_ft,egrid_output_emissions_rate_kgco2e_mbtu,avoided_emissions_offsite_green_power_metric_tons_co2e,percent_of_electricity_that_is_green_power,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_10_or_more_stories,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_used_to_compute_metrics,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
15040,25,6310599.0,1922.0,1,100,4.4,1.1,270832.9,6.8,5.6,79.5,0.0,0.0,1.85072,0.0,0.91687,0.0,54.0,0.91687,73.35970197368421,95.78447655077947,3630.0,10.0,0,0,207.0,401.0,-73.896397,40.865265
15041,100,6310614.0,1930.0,1,100,4.3,0.5096468802428696,319970.6,1.5,0.3,79.5,0.0,0.0,1.43,0.0,1.0725,0.0,78.0,1.0725,90.0,100.0,8345.9,13.0,0,0,204.0,201.0,-73.926339,40.839584
15042,64,6310650.0,1924.0,1,100,3.8,0.8,1637258.0,5.2,4.1,79.5,0.0,0.0,1.66529,278.0,0.6576,0.6576,0.0,0.0,90.0,100.0,4594.425778134381,5.0,0,0,205.0,22701.0,-73.910096,40.84593
15043,58,6310688.0,1987.0,1,100,7.104354130776716,0.5096468802428696,887466.4674056921,0.0,0.0,79.5,0.0,0.0,1.511241939483864,33.39090600826534,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4594.425778134381,0.0,0,0,206.0,397.0,-73.889679,40.860807
15044,58,6310693.0,1987.0,1,100,7.104354130776716,0.5096468802428696,887466.4674056921,0.0,0.0,79.5,0.0,0.0,1.511241939483864,33.39090600826534,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4594.425778134381,0.0,0,0,206.0,397.0,-73.889679,40.860807
15046,58,6310714.0,1940.0,1,100,7.104354130776716,0.5096468802428696,887466.4674056921,0.0,0.0,79.5,0.0,0.0,1.511241939483864,33.39090600826534,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4594.425778134381,0.0,0,0,206.0,397.0,-73.889679,40.860807
15049,58,6310722.0,1951.0,1,100,7.104354130776716,0.5096468802428696,887466.4674056921,0.0,0.0,79.5,0.0,0.0,1.511241939483864,33.39090600826534,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4594.425778134381,0.0,0,0,206.0,397.0,-73.889679,40.860807
15051,37,6310726.0,1927.0,1,100,5.2,0.9,406271.1,5.7,4.2,79.5,0.0,0.0,1.59109,0.0,0.92814,0.0,70.0,0.92814,90.0,100.0,8245.2,6.0,0,0,205.0,24501.0,-73.915981,40.854459
15058,58,6310743.0,1959.0,1,100,7.104354130776716,0.5096468802428696,887466.4674056921,0.0,0.0,79.5,0.0,0.0,1.511241939483864,33.39090600826534,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4594.425778134381,0.0,0,0,206.0,397.0,-73.889679,40.860807
15061,56,6310748.0,1922.0,1,100,3.4,0.5096468802428696,213133.1,5.0,4.1,79.5,0.0,0.0,1.33692,0.0,0.9408,0.0,57.0,0.9408,90.0,100.0,4594.425778134381,7.0,0,0,207.0,40502.0,-73.891005,40.865944
15065,58,6310760.0,1911.0,1,100,7.104354130776716,0.5096468802428696,887466.4674056921,0.0,0.0,79.5,0.0,0.0,1.511241939483864,33.39090600826534,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4594.425778134381,0.0,0,0,206.0,397.0,-73.889679,40.860807
15068,58,6310767.0,1946.0,1,100,7.104354130776716,0.5096468802428696,887466.4674056921,0.0,0.0,79.5,0.0,0.0,1.511241939483864,33.39090600826534,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4594.425778134381,0.0,0,0,206.0,397.0,-73.889679,40.860807
15069,100,6310768.0,1923.0,1,100,3.4,0.0,269428.5,1.2,0.2,79.5,0.0,0.0,1.30107,0.0,0.81967,0.0,63.0,0.81967,90.0,100.0,5861.3,17.0,0,0,208.0,273.0,-73.90248,40.871273
15070,58,6310770.0,1970.0,1,100,7.104354130776716,0.5096468802428696,887466.4674056921,0.0,0.0,79.5,0.0,0.0,1.511241939483864,33.39090600826534,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4594.425778134381,0.0,0,0,206.0,397.0,-73.889679,40.860807
15073,58,6310776.0,1928.0,1,100,7.104354130776716,0.5096468802428696,887466.4674056921,0.0,0.0,79.5,0.0,0.0,1.511241939483864,33.39090600826534,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4594.425778134381,0.0,0,0,206.0,397.0,-73.889679,40.860807
15074,3,6310787.0,1923.0,1,100,3.8,1.5,302219.5,8.4,7.4,79.5,0.0,0.0,1.30107,0.0,0.81967,0.0,63.0,0.81967,90.0,100.0,11829.1,16.0,0,0,208.0,273.0,-73.902443,40.871419
15077,14,6310803.0,1928.0,1,100,5.3,1.1,395951.2,7.2,5.7,79.5,0.0,0.0,1.55556,0.0,1.11111,0.0,80.0,1.11111,90.0,100.0,11510.6,11.0,0,0,204.0,225.0,-73.909698,40.838637
15078,72,6310819.0,1927.0,1,100,5.3,0.6,315568.3,4.6,3.2,79.5,0.0,0.0,1.88805,0.0,1.13632,0.0,65.0,1.13632,90.0,100.0,6534.5,14.0,0,0,202.0,83.0,-73.903643,40.812269
15083,1,6310844.0,1937.0,1,100,6.0,1.9,310709.3,14.1,11.0,79.5,0.0,0.0,1.45078,0.0,1.1371,0.0,58.0,1.1371,90.0,100.0,9301.3,7.0,0,0,204.0,211.0,-73.922157,40.840342
15086,89,6310881.0,1931.0,1,100,3.4,0.3,250724.2,4.0,3.0,79.5,0.0,0.0,1.338,0.0,0.86322,0.0,60.0,0.86322,80.0,90.0,4731.4,10.0,0,0,212.0,434.0,-73.854501,40.88786849
15090,62,6310982.0,1919.0,1,100,4.0,0.5,128283.6,6.0,4.9,79.5,0.0,0.0,1.96825,0.0,0.98413,0.0,31.0,0.98413,100.0,100.0,2964.8,9.0,0,0,207.0,40701.0,-73.89052,40.870445
15091,80,6310984.0,1928.0,1,100,3.3,0.0,91561.0,3.7,2.8,79.5,0.0,0.0,1.0,0.0,0.77778,0.0,0.0,0.0,100.0,100.0,763.8,10.0,0,0,212.0,42902.0,-73.867863,40.88786849
15122,28,6311920.0,2002.0,1,100,10.6,0.3,376344.3,4.5,1.7,79.5,0.0,0.0,1.21232,0.0,0.79903,0.0,29.0,0.79903,73.35970197368421,95.78447655077947,2168.6,4.0,5,0,205.0,231.0,-73.903843,40.846032
15133,100,6312047.0,1936.0,1,95,3.9,0.1,198881.8,1.4,0.3,79.5,0.0,0.0,1.38776,0.0,0.85714,0.0,14.0,0.28571,100.0,100.0,4489.4,7.0,0,0,207.0,42901.0,-73.875476,40.873945
15136,99,6312060.0,1924.0,1,90,4.7,0.1,132044.1,1.9,0.6,79.5,0.0,0.0,1.48148,0.0,1.11111,0.0,0.0,0.0,100.0,100.0,3058.4,7.0,0,0,207.0,40501.0,-73.892262,40.866908
15146,47,6312184.0,1948.0,1,100,4.2,0.8,580057.4,5.2,4.0,79.5,0.0,0.0,1.30659,108.0,0.84498,0.84498,0.0,0.0,90.0,90.0,4594.425778134381,7.0,0,0,204.0,18301.0,-73.921838,40.828347
15156,94,6312377.0,1924.0,1,100,7.104354130776716,0.5096468802428696,887466.4674056921,3.3,3.3,79.5,0.0,0.0,1.23077,0.0,0.82051,0.0,7.0,0.17949,100.0,100.0,2393.0,1.0,0,0,207.0,423.0,-73.879273,40.873982
15227,1,6313585.0,1954.0,1,100,14.307999999999993,0.1,2376387.5599999996,8.9,0.4,79.5,0.0,0.0,1.22377,0.0,1.22377,0.0,190.0,1.22377,90.0,90.0,3519.6,7.0,0,0,209.0,31.0,-73.865804,40.814473
15229,1,6313634.0,1931.0,1,100,14.307999999999993,0.8,885004.7,8.8,4.1,79.5,0.0,0.0,1.19048,0.0,0.95238,0.0,48.0,0.95238,90.0,100.0,5137.6,13.0,0,0,204.0,199.0,-73.927351,40.836503
15230,97,6313637.0,1927.0,1,100,6.8,0.1,593875.0,2.4,0.6,79.5,0.0,0.0,1.52658,0.0,1.18863,0.0,102.0,1.18863,90.0,100.0,15133.6,7.0,0,0,203.0,167.0,-73.898912,40.839561
15298,53,6318952.0,1962.0,1,100,5.9,0.0,189158.6,6.9,5.3,79.5,0.0,0.0,1.46871,0.0,1.27714,0.0,40.0,1.27714,100.0,100.0,4594.425778134381,5.0,0,0,211.0,33201.0,-73.86857,40.859377
15300,100,6319086.0,2015.0,1,100,1.8,0.5096468802428696,55974.2,1.5,1.0,79.5,0.0,0.0,1.14394,0.0,0.97423,0.0,16.0,0.50283,73.35970197368421,95.78447655077947,2205.4,3.0,0,0,205.0,23301.0,-73.907765,40.85092
15326,100,6322713.0,2016.0,1,100,1.4,0.2,51556.6,1.5,1.2,79.5,0.0,0.0,1.2963,0.0,1.19048,0.0,16.0,0.42328,73.35970197368421,95.78447655077947,1985.8,3.0,0,0,206.0,363.0,-73.884934,40.843525
15327,94,6322782.0,2016.0,1,100,2.6,0.5,70458.8,3.5,2.8,79.5,0.0,0.0,1.4,0.0,1.3965,0.0,20.0,0.71615,73.35970197368421,95.78447655077947,28611.841999999982,3.0,0,0,203.0,141.0,-73.913798,40.823475
15339,57,6331892.0,1920.0,1,100,5.6,0.6,228310.9,4.7,3.1,79.5,0.0,0.0,1.38615,0.0,1.06627,0.0,40.0,1.06627,90.0,100.0,4377.8,10.0,0,0,207.0,40302.0,-73.892997,40.865858
15340,54,6331902.0,1920.0,1,100,3.5,0.9,158232.9,5.2,4.3,79.5,0.0,0.0,1.46587,0.0,0.96198,0.0,42.0,0.96198,90.0,100.0,4726.4,7.0,0,0,207.0,40501.0,-73.891408,40.867207
15341,81,6331908.0,1920.0,1,100,4.3,0.1,133860.4,4.9,3.7,79.5,0.0,0.0,1.41354,0.0,0.82183,0.0,25.0,0.82183,90.0,100.0,3559.6,5.0,0,0,207.0,40501.0,-73.892461,40.866684
15342,39,6331916.0,1920.0,1,100,4.8,0.9,143039.7,5.7,4.3,79.5,0.0,0.0,1.37858,0.0,1.16649,0.0,33.0,1.16649,90.0,100.0,4766.7,8.0,0,0,207.0,40501.0,-73.891372,40.867166
15355,59,6334910.0,1924.0,1,100,4.4,0.9,243769.7,5.6,4.4,79.5,0.0,0.0,2.16232,0.0,1.08116,0.0,59.0,1.08116,73.35970197368421,95.78447655077947,3412.6,5.0,4,0,204.0,223.0,-73.915893,40.84112
15356,52,6334911.0,1927.0,2,100,5.1,0.8,557364.2,5.6,4.1,79.5,0.0,0.0,2.03283,0.0,1.01642,0.0,106.0,1.01642,73.35970197368421,95.78447655077947,12526.9,9.0,5,0,204.0,223.0,-73.915766,40.841331
15357,52,6334912.0,1925.0,1,100,4.8,0.9,229840.1,5.7,4.4,79.5,0.0,0.0,2.05034,0.0,1.02517,0.0,49.0,1.02517,73.35970197368421,95.78447655077947,4594.425778134381,8.0,3,0,204.0,22702.0,-73.913727,40.844176
15358,62,6334913.0,1928.0,1,100,4.8,0.9,228712.3,5.6,4.2,79.5,0.0,0.0,2.29377,0.0,1.14689,0.0,54.0,1.14689,73.35970197368421,95.78447655077947,4019.3,5.0,2,0,204.0,209.0,-73.914124,40.842126
15359,83,6334914.0,1928.0,1,100,3.9,0.7,185562.6,4.5,3.4,79.5,0.0,0.0,2.1061,0.0,1.05305,0.0,48.0,1.05305,73.35970197368421,95.78447655077947,4594.425778134381,5.0,3,0,204.0,209.0,-73.914296,40.843347
15360,66,6334915.0,1926.0,1,100,3.8,0.8,212265.2,5.2,4.1,79.5,0.0,0.0,1.92721,0.0,0.96361,0.0,52.0,0.96361,73.35970197368421,95.78447655077947,4677.6,5.0,4,0,204.0,22702.0,-73.912795,40.843955
15361,58,6334916.0,1928.0,1,100,3.4,0.9,117757.9,5.4,4.5,79.5,0.0,0.0,1.77778,0.0,0.88889,0.0,30.0,0.88889,73.35970197368421,95.78447655077947,2296.2,5.0,2,0,204.0,209.0,-73.914218,40.841991
15362,63,6334917.0,1926.0,1,100,4.4,0.9,292872.3,5.4,4.2,79.5,0.0,0.0,2.18274,0.0,1.09137,0.0,71.0,1.09137,73.35970197368421,95.78447655077947,15607.1,5.0,4,0,204.0,22702.0,-73.91277,40.844027
15363,82,6334918.0,1926.0,1,100,3.7,0.7,199634.0,4.6,3.6,79.5,0.0,0.0,2.10647,0.0,1.05324,0.0,55.0,1.05324,73.35970197368421,95.78447655077947,3817.3,6.0,5,0,204.0,209.0,-73.914683,40.842804
15364,81,6334919.0,1928.0,1,100,4.5,0.6,307712.3,4.2,2.9,79.5,0.0,0.0,1.81105,0.0,0.90552,0.0,60.0,0.90552,73.35970197368421,95.78447655077947,8182.2,5.0,4,0,204.0,209.0,-73.914423,40.843166
15365,81,6334920.0,1926.0,2,100,3.9,0.8,340195.0,5.0,3.9,79.5,0.0,0.0,2.47642,0.0,1.23821,0.0,105.0,1.23821,73.35970197368421,95.78447655077947,6151.5,6.0,4,0,204.0,209.0,-73.914915,40.842478
15367,87,6335420.0,2016.0,1,100,4.8,0.5,628317.6,3.7,2.3,79.5,0.0,0.0,1.63214,126.0,0.9887,0.9887,0.0,0.0,73.35970197368421,95.78447655077947,9001.1,5.0,2,0,204.0,173.0,-73.916977,40.826203
15381,37,6337257.0,1926.0,1,100,5.1,0.9,359516.5,5.9,4.5,79.5,0.0,0.0,1.47059,0.0,1.22059,0.0,83.0,1.22059,90.0,100.0,9184.1,8.0,0,0,204.0,22102.0,-73.916978,40.83758
15384,56,6337333.0,1926.0,1,100,4.8,0.9,239416.2,5.7,4.4,79.5,0.0,0.0,2.20219,0.0,1.1011,0.0,54.0,1.1011,73.35970197368421,95.78447655077947,3564.5,6.0,4,0,204.0,209.0,-73.914388,40.841753
15385,66,6337334.0,1924.0,1,100,4.8,0.8,297247.4,5.3,4.0,79.5,0.0,0.0,2.25162,0.0,1.12581,0.0,68.0,1.12581,73.35970197368421,95.78447655077947,6732.5,5.0,4,0,204.0,223.0,-73.915551,40.84009
15386,50,6337335.0,1927.0,1,100,5.4,0.9,449751.8,6.0,4.5,79.5,0.0,0.0,2.35179,0.0,1.17589,0.0,96.0,1.17589,73.35970197368421,95.78447655077947,4594.425778134381,5.0,5,0,204.0,209.0,-73.914777,40.842703
15411,30,6344623.0,1929.0,1,100,4.1,1.0,193980.8,6.3,5.1,79.5,0.0,0.0,1.52174,0.0,1.04348,0.0,48.0,1.04348,90.0,100.0,4594.425778134381,8.0,0,0,205.0,251.0,-73.905634,40.857462
15414,35,6346015.0,1999.0,1,100,7.2,0.9,444688.1,6.4,4.4,79.5,0.0,0.0,2.14286,0.0,1.42857,0.0,86.0,1.42857,0.0,0.0,4594.425778134381,4.0,0,0,206.0,371.0,-73.887812,40.849193
15415,33,6346016.0,1999.0,1,100,6.5,0.9,375114.1,6.3,4.5,79.5,0.0,0.0,1.91693,0.0,1.27796,0.0,72.0,1.27796,0.0,0.0,7469.3,5.0,0,0,206.0,373.0,-73.890233,40.849329
15416,83,6346017.0,1999.0,1,100,4.1,0.5,425396.1,3.6,2.5,79.5,0.0,0.0,1.2,0.0,0.8,0.0,84.0,0.8,0.0,0.0,6597.8,5.0,0,0,203.0,123.0,-73.889337,40.831924
15442,29,6352429.0,1927.0,1,100,4.3,1.2,139457.7,7.0,5.8,79.5,0.0,0.0,1.9212,0.0,1.2598,0.0,40.0,1.2598,90.0,100.0,4120.1,7.0,0,0,211.0,33202.0,-73.868413,40.863587
15464,50,6354425.0,1931.0,1,100,3.6,0.9,177798.2,5.6,4.6,79.5,0.0,0.0,1.62887,0.0,1.02326,0.0,49.0,1.02326,0.0,100.0,3717.8,7.0,0,0,211.0,33202.0,-73.868229,40.861367
15476,11,6354594.0,1917.0,1,100,4.6,0.1,138713.8,11.4,10.1,79.5,0.0,0.0,1.97279,0.0,1.22449,0.0,36.0,1.22449,90.0,100.0,5320.1,9.0,0,0,204.0,195.0,-73.920382,40.831072
15477,72,6354602.0,1922.0,1,100,4.1,0.1,175152.9,6.0,4.9,79.5,0.0,0.0,1.60256,0.0,1.01981,0.0,42.0,1.01981,90.0,100.0,5785.4,7.0,0,0,204.0,18102.0,-73.916431,40.832889
15478,38,6354738.0,1939.0,1,100,4.2,0.0,138569.6,8.2,7.0,79.5,0.0,0.0,1.67963,0.0,0.80871,0.0,26.0,0.80871,90.0,100.0,3108.2,8.0,0,0,204.0,22902.0,-73.908881,40.843757
15479,66,6354744.0,1920.0,1,100,5.1,0.0,136766.7,6.5,5.1,79.5,0.0,0.0,1.77059,0.0,1.3087,0.0,34.0,1.3087,90.0,100.0,2540.6,7.0,0,0,201.0,31.0,-73.906181,40.811077
15490,37,6356777.0,1928.0,1,100,4.3,0.8,172739.0,5.0,3.8,79.5,0.0,0.0,1.10336,0.0,0.74477,0.0,27.0,0.74477,73.35970197368421,95.78447655077947,2931.5,5.0,4,0,204.0,209.0,-73.917452,40.842551
15491,99,6356778.0,1991.0,1,100,5.3,0.2,458900.3,2.3,0.8,79.5,0.0,0.0,1.7654,0.0,0.91273,0.0,76.0,0.91273,73.35970197368421,95.78447655077947,6261.9,4.0,4,0,204.0,22101.0,-73.917732,40.838659
15492,18,6356795.0,1928.0,1,100,4.6,1.3,126821.6,7.6,6.3,79.5,0.0,0.0,1.95695,0.0,1.14463,0.0,31.0,1.14463,73.35970197368421,95.78447655077947,2503.9,5.0,5,0,204.0,209.0,-73.91348,40.843028
15494,31,6359275.0,1924.0,1,100,7.5,0.0,314537.3,7.7,5.6,79.5,0.0,0.0,1.78599,0.0,1.24243,0.0,48.0,1.24243,73.35970197368421,95.78447655077947,4594.425778134381,15.0,1,0,202.0,85.0,-73.899533,40.813912
15531,1,6371610.0,1928.0,1,100,8.6,1.0,413073.3,7.5,5.1,79.5,0.0,0.0,1.4,0.0,1.2,0.0,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,14.0,0,0,204.0,173.0,-73.91678,40.828349
15532,94,6371611.0,1922.0,1,100,5.9,0.1,301693.6,2.2,0.5,79.5,0.0,0.0,1.39994,0.0,1.19992,0.0,0.0,0.0,73.35970197368421,95.78447655077947,1232.4,8.0,0,0,204.0,197.0,-73.918667,40.833516
15533,4,6371612.0,1931.0,1,100,5.9,1.1,252896.2,7.1,5.5,79.5,0.0,0.0,1.4,0.0,1.2,0.0,0.0,0.0,73.35970197368421,95.78447655077947,8094.7,9.0,0,0,204.0,193.0,-73.927327,40.834861
15534,71,6371615.0,1923.0,1,100,3.6,0.5,172584.2,3.9,2.8,79.5,0.0,0.0,1.40006,0.0,1.20009,0.0,0.0,0.0,73.35970197368421,95.78447655077947,5100.6,8.0,0,0,204.0,197.0,-73.919775,40.834535
15535,100,6372628.0,2018.0,1,100,4.8,0.4,461945.3,3.2,1.9,79.5,0.0,0.0,3.44702,0.0,0.88916,0.0,73.0,0.88916,100.0,100.0,4786.5,6.0,0,0,203.0,161.0,-73.886812,40.837938
15547,13,6375955.0,1928.0,1,100,4.5,1.0,291077.1,6.2,4.8,79.5,0.0,0.0,1.40003,0.0,1.19993,0.0,0.0,0.0,73.35970197368421,95.78447655077947,8206.9,9.0,0,0,204.0,22101.0,-73.918133,40.838797
15549,86,6375964.0,1923.0,1,100,5.7,0.2,149000.4,2.8,1.2,79.5,0.0,0.0,1.4,0.0,1.2,0.0,0.0,0.0,73.35970197368421,95.78447655077947,4088.9,6.0,0,0,205.0,23302.0,-73.905387,40.848259
15550,1,6375972.0,1923.0,1,100,5.3,1.9,162854.9,12.9,11.0,79.5,0.0,0.0,1.4,0.0,1.2,0.0,0.0,0.0,73.35970197368421,95.78447655077947,7462.6,9.0,0,0,205.0,23302.0,-73.905188,40.84822
15551,23,6375977.0,1930.0,1,100,4.0,0.9,305785.6,5.6,4.5,79.5,0.0,0.0,1.40003,0.0,1.19999,0.0,0.0,0.0,73.35970197368421,95.78447655077947,10065.2,9.0,1,0,205.0,23703.0,-73.900467,40.860578
15552,12,6375985.0,1917.0,1,100,4.4,0.9,133769.6,6.3,5.0,79.5,0.0,0.0,1.3999,0.0,1.19986,0.0,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,6.0,1,0,204.0,17901.0,-73.917067,40.835151
15554,3,6375988.0,1930.0,1,100,6.9,1.0,481721.4,6.9,5.0,79.5,0.0,0.0,1.4,0.0,1.2,0.0,0.0,0.0,73.35970197368421,95.78447655077947,11622.5,11.0,0,0,209.0,5001.0,-73.878411,40.82526
15555,1,6375989.0,1930.0,1,100,6.0,1.3,253141.5,8.3,6.7,79.5,0.0,0.0,1.39999,0.0,1.19992,0.0,0.0,0.0,73.35970197368421,95.78447655077947,10821.3,11.0,0,0,209.0,48.0,-73.875585,40.825543
15556,6,6375992.0,1930.0,1,100,5.1,1.1,215860.7,6.8,5.4,79.5,0.0,0.0,1.4,0.0,1.2,0.0,0.0,0.0,73.35970197368421,95.78447655077947,7761.0,9.0,0,0,209.0,5001.0,-73.878335,40.824947
15557,4,6376141.0,1923.0,1,100,5.8,1.1,198191.2,7.0,5.4,79.5,0.0,0.0,1.4,0.0,1.2,0.0,0.0,0.0,73.35970197368421,95.78447655077947,5272.0,12.0,0,0,205.0,241.0,-73.906698,40.851754
15590,46,6381795.0,1911.0,1,100,5.0,0.1,170022.4,7.8,6.4,79.5,0.0,0.0,1.82593,0.0,1.27815,0.0,42.0,1.27815,90.0,100.0,2227.9,7.0,0,0,203.0,145.0,-73.905027,40.829866
15592,100,6381801.0,1922.0,1,100,4.6,0.1,137306.2,1.7,0.4,79.5,0.0,0.0,3.605774,0.0,1.09159,0.0,32.0,1.09159,90.0,100.0,1381.7,6.0,0,0,205.0,21502.0,-73.920367,40.847021
15593,43,6381803.0,1922.0,1,100,4.8,1.4,144169.3,8.4,7.0,79.5,0.0,0.0,3.605774,0.0,1.09159,0.0,32.0,1.09159,90.0,100.0,4739.7,7.0,0,0,205.0,21502.0,-73.920193,40.847128
15594,84,6381806.0,1926.0,1,100,5.3,0.1,230866.9,6.9,5.4,79.5,0.0,0.0,3.58329,0.0,1.0916,0.0,46.0,1.0916,90.0,100.0,6187.9,8.0,0,0,210.0,204.0,-73.849787,40.841247
15595,58,6381809.0,1909.46,1,100,3.0,0.4,92879.6,2.9,2.0,79.5,0.0,0.0,3.20627,0.0,0.81429,0.0,0.0,0.0,90.0,100.0,4594.425778134381,6.0,0,0,210.0,516.0,-73.82901706000001,40.847655
15596,90,6381818.0,1920.0,1,100,4.3,0.9,192161.4,5.8,4.6,79.5,0.0,0.0,3.605774,0.0,0.97619,0.0,41.0,0.97619,90.0,100.0,4594.425778134381,9.0,0,0,205.0,23501.0,-73.904664,40.851132
15598,86,6381855.0,1925.0,1,100,4.1,0.1,122001.6,7.3,6.1,79.5,0.0,0.0,3.605774,0.0,1.17857,0.0,33.0,1.17857,90.0,100.0,3815.1,4.0,0,0,206.0,385.0,-73.893533,40.853817
15600,86,6381868.0,1922.0,1,100,3.4,0.0,155461.3,7.2,6.3,79.5,0.0,0.0,2.97727,0.0,0.86364,0.0,38.0,0.86364,90.0,100.0,5204.4,8.0,0,0,208.0,289.0,-73.907565,40.877846
15601,71,6381872.0,1964.0,1,100,6.7,0.1,297814.3,8.9,7.1,79.5,0.0,0.0,3.605774,0.0,1.21434,0.0,53.0,1.21434,90.0,100.0,3581.2,5.0,0,0,208.0,277.0,-73.901887,40.878675
15604,62,6381910.0,1928.0,1,100,3.1,0.0,96955.6,5.9,5.0,79.5,0.0,0.0,1.66667,0.0,1.05072,0.0,0.0,0.0,90.0,100.0,1531.3,7.0,0,0,208.0,337.0,-73.901522,40.88786849
15614,71,6382048.0,1931.0,1,100,3.2,0.1,82311.3,6.5,5.7,79.5,0.0,0.0,1.62854,0.0,1.19161,0.0,30.0,1.19161,90.0,100.0,1448.7,8.0,0,0,206.0,371.0,-73.889319,40.8473
15618,59,6382062.0,1926.0,1,100,5.5,0.1,220485.5,7.3,5.8,79.5,0.0,0.0,2.91861,0.0,1.20355,0.0,40.0,1.20355,90.0,100.0,7579.3,7.0,0,0,202.0,83.0,-73.901352,40.812739
15619,16,6382070.0,1924.0,1,100,9.4,0.0,292563.3,8.3,5.7,79.5,0.0,0.0,1.88247,0.0,0.99257,0.0,29.0,0.99257,90.0,100.0,8163.1,7.0,0,0,202.0,83.0,-73.901345,40.812676
15620,8,6382075.0,1910.0,1,100,5.8,1.0,151731.1,6.5,4.9,79.5,0.0,0.0,0.93831,0.0,0.93831,0.0,24.0,0.93831,90.0,100.0,2046.7,4.0,0,0,203.0,185.0,-73.906304,40.826269
15634,39,6382109.0,1936.0,1,100,4.4,1.0,165449.6,6.3,5.1,79.5,0.0,0.0,1.98978,0.0,0.99489,0.0,36.0,0.99489,100.0,100.0,3768.3,11.0,0,0,207.0,415.0,-73.883902,40.869192
15648,41,6382582.0,1928.0,1,100,5.2,0.1,213823.8,9.0,7.5,79.5,0.0,0.0,2.60628,0.0,1.06275,0.0,42.0,1.06275,90.0,100.0,6765.4,4.0,0,0,202.0,83.0,-73.901215,40.812459
15649,44,6382586.0,1924.0,1,100,3.8,0.0,165316.3,7.8,6.7,79.5,0.0,0.0,1.50617,0.0,1.16049,0.0,47.0,1.16049,90.0,100.0,5817.4,8.0,0,0,202.0,83.0,-73.901211,40.812398
15650,76,6382587.0,2011.0,1,100,5.3,0.5,256394.8,3.8,2.3,79.5,0.0,0.0,1.35985,0.0,0.87115,0.0,41.0,0.87115,90.0,100.0,2404.2,5.0,0,0,204.0,193.0,-73.925886,40.833949
15651,61,6382591.0,1924.0,1,100,5.3,0.8,155881.0,5.3,3.8,79.5,0.0,0.0,1.92171,0.0,1.35231,0.0,38.0,1.35231,90.0,100.0,4594.425778134381,9.0,0,0,205.0,22701.0,-73.909403,40.848177
15652,56,6382597.0,1924.0,1,100,6.2,0.7,189074.4,5.3,3.6,79.5,0.0,0.0,1.93333,0.0,1.33333,0.0,40.0,1.33333,90.0,100.0,5184.0,4.0,0,0,204.0,17702.0,-73.911302,40.836318
15653,31,6382602.0,1924.0,1,100,5.5,1.0,167989.8,6.7,5.1,79.5,0.0,0.0,1.9,0.0,1.33333,0.0,40.0,1.33333,90.0,100.0,3827.0,4.0,0,0,204.0,17702.0,-73.911088,40.836686
15654,39,6382608.0,1926.0,1,100,4.8,0.0,200412.9,7.8,6.5,79.5,0.0,0.0,1.49719,0.0,1.24766,0.0,50.0,1.24766,90.0,100.0,5068.8,8.0,0,0,208.0,309.0,-73.911712,40.875488
