,score,property_id,year_built,number_of_buildings,occupancy,weather_normalized_site_electricity_intensity_kwh_ft,weather_normalized_site_natural_gas_intensity_therms_ft,electricity_use_grid_purchase_and_generated_from_onsite_renewable_systems_kwh,total_ghg_emissions_intensity_kgco2e_ft,direct_ghg_emissions_intensity_kgco2e_ft,egrid_output_emissions_rate_kgco2e_mbtu,avoided_emissions_offsite_green_power_metric_tons_co2e,percent_of_electricity_that_is_green_power,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_10_or_more_stories,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_used_to_compute_metrics,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
6395,19,3330718.0,1962.0,1,100,4.1,1.0,1257369.0,6.0,4.9,79.5,0.0,0.0,1.79937,0.0,0.93083,0.0,0.0,0.0,100.0,100.0,4594.425778134381,9.0,0,0,212.0,380.0,-73.860176,40.876124
6397,100,3331874.0,1928.0,1,100,4.2,0.0,282413.1,1.4,0.2,79.5,0.0,0.0,1.53944,0.0,0.90555,0.0,60.0,0.90555,90.0,100.0,4594.425778134381,7.0,1,0,203.0,161.0,-73.885021,40.834879
6401,49,3335633.0,1933.0,1,100,4.2,0.8,349981.8,4.9,3.8,79.5,0.0,0.0,1.2239,0.0,0.90247,0.0,73.0,0.90247,90.0,100.0,9934.0,11.0,0,0,207.0,40302.0,-73.89144,40.869792
6404,58,3337831.0,1927.0,1,100,4.0,0.8,1177902.0,5.3,4.2,79.5,0.0,0.0,0.7631076,0.0,0.64459,0.0,182.0,0.64459,0.0,90.0,21319.5,9.0,0,0,204.0,195.0,-73.922802,40.829399
6405,58,3338351.0,1927.0,1,100,5.9,0.7,372689.2,5.1,3.5,79.5,0.0,0.0,1.37333,0.0,0.9646,0.0,59.0,0.9646,0.0,90.0,4594.425778134381,11.0,0,0,205.0,217.0,-73.915503,40.845953
6414,71,3352111.0,1924.0,1,100,3.9,0.7,322257.4,4.6,3.5,79.5,0.0,0.0,1.59712,0.0,0.97888,0.0,76.0,0.97888,90.0,100.0,4594.425778134381,13.0,0,0,207.0,413.0,-73.886133,40.875452
6415,64,3352119.0,1958.0,1,100,6.5,0.5,379197.9,3.9,2.1,79.5,0.0,0.0,1.11008,0.0,0.99907,0.0,54.0,0.99907,90.0,100.0,2868.4,7.0,0,0,208.0,409.0,-73.893422,40.882774
6423,100,3379558.0,1928.0,1,100,3.8,0.1,295762.8,1.4,0.3,79.5,0.0,0.0,1.41719,0.0,0.86903,0.0,22.0,0.29413,90.0,90.0,5093.7,8.0,0,0,208.0,279.0,-73.897677,40.88353
6444,70,3414699.0,1927.0,1,100,4.4,0.1,296209.6,6.1,4.9,79.5,0.0,0.0,1.62121,0.0,1.13636,0.0,75.0,1.13636,90.0,100.0,2787.8,10.0,0,0,205.0,217.0,-73.913484,40.847708
6464,58,3433039.0,1927.0,1,100,5.2,0.6,478318.2,4.6,3.2,79.5,0.0,0.0,1.19521,0.0,1.00587,0.0,85.0,1.00587,0.0,90.0,9763.4,11.0,0,0,204.0,195.0,-73.922027,40.830735
6465,58,3433040.0,1923.0,1,100,3.8,0.8,229435.0,4.9,3.8,79.5,0.0,0.0,1.34089,0.0,0.98445,0.0,58.0,0.98445,0.0,90.0,4594.425778134381,19.0,0,0,204.0,209.0,-73.913831,40.842499
6466,91,3433044.0,1927.0,1,100,4.4,0.4,274857.0,3.2,2.0,79.5,0.0,0.0,1.15649,0.0,1.0904,0.0,66.0,1.0904,0.0,90.0,5469.0,8.0,0,0,205.0,217.0,-73.916104,40.845668
6467,86,3433047.0,1928.0,1,100,3.4,0.6,230132.6,4.0,3.1,79.5,0.0,0.0,1.60954,0.0,0.80477,0.0,54.0,0.80477,0.0,90.0,6669.6,8.0,0,0,205.0,20501.0,-73.921977,40.849128
6468,86,3433050.0,1935.0,1,100,3.8,0.6,328995.3,3.8,2.7,79.5,0.0,0.0,1.49195,0.0,0.80518,0.0,68.0,0.80518,0.0,90.0,6603.6,9.0,0,0,204.0,223.0,-73.914834,40.84113
6469,72,3433052.0,1928.0,1,100,3.8,0.6,349352.1,4.3,3.2,79.5,0.0,0.0,1.32288,0.0,0.87445,0.0,78.0,0.87445,0.0,90.0,6066.0,8.0,0,0,204.0,223.0,-73.915022,40.840834
6470,50,3433055.0,1928.0,1,100,4.8,0.7,442385.5,4.9,3.6,79.5,0.0,0.0,1.36017,0.0,0.89154,0.0,78.0,0.89154,0.0,90.0,7243.4,8.0,0,0,204.0,223.0,-73.914776,40.841179
6471,58,3433057.0,1926.0,1,100,4.8,0.8,343727.2,5.2,3.9,79.5,0.0,0.0,1.27518,0.0,1.03609,0.0,65.0,1.03609,0.0,90.0,4594.425778134381,16.0,0,0,204.0,22702.0,-73.912614,40.844246
6472,58,3433063.0,1927.0,1,100,4.3,0.9,246802.5,5.4,4.2,79.5,0.0,0.0,0.7631076,0.0,1.03236,0.0,58.0,1.03236,0.0,90.0,4594.425778134381,13.0,0,0,205.0,21502.0,-73.918325,40.847204
6473,58,3433064.0,1923.0,1,100,6.1,0.7,396832.2,5.0,3.3,79.5,0.0,0.0,1.59084,0.0,0.82054,0.0,49.0,0.82054,0.0,90.0,4594.425778134381,16.0,0,0,205.0,21501.0,-73.917831,40.848784
6474,73,3433066.0,1923.0,1,100,3.6,0.6,244245.9,4.1,3.1,79.5,0.0,0.0,1.22483,0.0,0.79614,0.0,52.0,0.79614,0.0,90.0,5625.9,8.0,0,0,207.0,253.0,-73.905038,40.860138
6475,75,3433076.0,1922.0,2,100,3.5,0.7,558474.7,4.3,3.3,79.5,0.0,0.0,1.41493,0.0,0.81987,0.0,124.0,0.81987,0.0,90.0,3538.0,25.0,0,0,208.0,273.0,-73.902908,40.870253
6476,26,3433077.0,1959.0,1,100,4.1,1.0,351365.8,6.3,5.2,79.5,0.0,0.0,1.47879,0.0,0.82424,0.0,68.0,0.82424,0.0,90.0,4927.6,5.0,0,0,207.0,423.0,-73.877433,40.875578
6535,31,3495781.0,1938.0,1,100,5.9,0.1,357454.1,7.2,5.6,79.5,0.0,0.0,1.36193,0.0,0.88526,0.0,52.0,0.88526,90.0,100.0,5747.3,11.0,0,0,205.0,243.0,-73.91403,40.85019
6548,15,3501410.0,1928.0,1,100,7.1,0.9,453695.0,6.2,4.2,79.5,0.0,0.0,1.8303,0.0,1.04359,0.0,18.0,0.28899,90.0,100.0,6711.3,8.0,0,0,204.0,199.0,-73.926319,40.838528
6554,34,3501560.0,2006.0,1,100,7.3,0.7,857380.6,5.8,3.8,79.5,0.0,0.0,1.90702,102.0,0.90895,0.90895,0.0,0.0,90.0,100.0,12049.0,6.0,0,0,204.0,22101.0,-73.918274,40.838102
6555,76,3501565.0,1929.0,1,100,3.9,0.0,280264.9,5.7,4.7,79.5,0.0,0.0,1.51645,0.0,1.03004,0.0,72.0,1.03004,90.0,100.0,8625.4,8.0,0,0,209.0,56.0,-73.876391,40.832973
6556,83,3501568.0,1927.0,1,100,3.8,0.0,256830.6,5.4,4.3,79.5,0.0,0.0,1.62037,0.0,0.92593,0.0,60.0,0.92593,90.0,100.0,6603.3,9.0,0,0,208.0,283.0,-73.899585,40.885025
6557,27,3501576.0,1926.0,1,100,4.9,0.1,299182.4,9.0,7.7,79.5,0.0,0.0,1.71717,0.0,1.21212,0.0,72.0,1.21212,0.0,100.0,4594.425778134381,18.0,0,0,205.0,241.0,-73.905003,40.853797
6558,54,3501586.0,2002.0,1,100,7.0,0.7,508553.7,5.2,3.2,79.5,0.0,0.0,2.1149,0.0,0.90638,0.0,63.0,0.90638,90.0,100.0,571.82,5.0,0,0,204.0,22101.0,-73.917761,40.837901
6560,87,3501595.0,1924.0,1,100,3.3,0.5,174079.2,3.5,2.6,79.5,0.0,0.0,1.17647,0.0,0.86275,0.0,44.0,0.86275,90.0,100.0,2730.4,9.0,0,0,204.0,197.0,-73.920721,40.834706
6563,76,3501651.0,1926.0,1,100,6.6,0.7,364204.6,5.4,3.5,79.5,0.0,0.0,3.37005,0.0,1.12962,0.0,60.0,1.12962,90.0,100.0,4594.425778134381,9.0,0,0,201.0,79.0,-73.905021,40.813543
6564,99,3502080.0,1929.0,1,95,0.9,0.6,68306.6,3.2,2.9,79.5,0.0,0.0,1.41104,0.0,0.88344,0.0,72.0,0.88344,0.0,90.0,28611.841999999982,12.0,0,0,204.0,21302.0,-73.919061,40.841849
6571,72,3506158.0,1993.0,1,100,6.3,0.6,511421.3,4.5,2.7,79.5,0.0,0.0,1.26258,0.0,1.18757,0.0,95.0,1.18757,100.0,100.0,4380.6,5.0,0,0,211.0,33201.0,-73.868566,40.859495
6572,64,3506160.0,1983.0,1,100,7.1,0.9,572180.0,6.2,4.2,79.5,0.0,0.0,2.9,0.0,1.45,0.0,116.0,1.45,100.0,100.0,6583.0,6.0,0,0,211.0,33202.0,-73.869349,40.863877
6573,49,3506164.0,1989.0,1,100,7.4,0.9,508872.1,6.6,4.5,79.5,0.0,0.0,2.99258,0.0,1.49629,0.0,100.0,1.49629,100.0,100.0,6236.5,4.0,0,0,211.0,33202.0,-73.869382,40.863602
6578,3,3508047.0,1972.0,1,100,7.104354130776716,0.5096468802428696,887466.4674056921,8.8,6.5,79.5,0.0,0.0,1.62974,0.0,1.24831,0.0,72.0,1.24831,90.0,100.0,9843.6,4.0,2,0,201.0,2702.0,-73.913194,40.8075377
6582,87,3511666.0,2012.0,1,100,3.7,0.5,264717.1,3.4,2.4,79.5,0.0,0.0,1.01429,71.0,1.01429,1.01429,0.0,0.0,100.0,100.0,3046.8,5.0,0,0,210.0,42902.0,-73.82901706000001,40.878583
6598,51,3512655.0,1928.0,1,100,6.3,0.7,503697.3,5.2,3.5,79.5,0.0,0.0,1.8963,0.0,0.8962,0.0,69.0,0.8962,90.0,100.0,7218.7,7.0,0,0,204.0,173.0,-73.915595,40.827884
6599,27,3512669.0,1932.0,1,100,3.9,0.9,437576.4,5.7,4.6,79.5,0.0,0.0,1.04797,0.0,0.83654,0.0,91.0,0.83654,90.0,100.0,4594.425778134381,10.0,0,0,207.0,421.0,-73.885111,40.882876
6603,55,3512799.0,1922.0,1,100,4.7,0.7,298832.1,5.0,3.7,79.5,0.0,0.0,1.50198,0.0,0.88538,0.0,56.0,0.88538,90.0,100.0,5993.0,7.0,0,0,204.0,197.0,-73.920043,40.834074
6604,58,3512806.0,1922.0,1,100,4.0,0.8,277335.4,4.8,3.7,79.5,0.0,0.0,1.31027,0.0,0.75705,0.0,52.0,0.75705,90.0,100.0,4917.7,5.0,0,0,204.0,197.0,-73.919602,40.834211
6605,32,3512812.0,1922.0,1,100,4.9,0.7,317873.3,5.0,3.6,79.5,0.0,0.0,0.86957,0.0,0.86957,0.0,55.0,0.86957,90.0,100.0,7247.9,5.0,0,0,204.0,197.0,-73.919989,40.83417
6625,43,3518468.0,1941.0,1,100,3.5,0.0,202767.6,7.1,6.1,79.5,0.0,0.0,1.01565,0.0,1.01565,0.0,56.0,1.01565,90.0,100.0,571.82,10.0,0,0,206.0,395.0,-73.896756,40.848136
6632,93,3519648.0,1950.0,1,100,3.3,0.0,184437.0,6.6,5.7,79.5,0.0,0.0,3.28534,0.0,0.92285,0.0,50.0,0.92285,90.0,100.0,6324.8,9.0,0,0,204.0,189.0,-73.926292,40.833453
6658,100,3521783.0,2009.0,1,100,2.2,0.5,224031.8,2.9,2.4,79.5,0.0,0.0,1.7294,0.0,1.02372,0.0,103.0,1.02372,30.0,90.0,4980.5,6.0,0,0,203.0,153.0,-73.893391,40.832299
6671,33,3522408.0,1926.0,1,100,5.8,0.9,390843.4,5.8,4.2,79.5,0.0,0.0,1.60286,0.0,0.90728,0.0,60.0,0.90728,90.0,100.0,6921.7,10.0,0,0,204.0,225.0,-73.910499,40.842002
6672,60,3522415.0,1941.0,1,100,4.5,0.8,280625.3,5.1,3.9,79.5,0.0,0.0,1.75439,0.0,0.96737,0.0,59.0,0.96737,90.0,100.0,7303.2,11.0,0,0,205.0,23501.0,-73.90523,40.85186
6675,21,3522484.0,1927.0,1,100,6.2,0.8,385820.0,5.9,4.2,79.5,0.0,0.0,1.27936,0.0,0.96772,0.0,59.0,0.96772,90.0,100.0,7475.0,9.0,0,0,212.0,376.0,-73.869189,40.87149
6681,99,3522955.0,1959.0,1,100,3.7,0.5,221618.0,3.7,2.6,79.5,0.0,0.0,3.29407,0.0,0.93093,0.0,52.0,0.93093,0.0,100.0,5878.2,8.0,0,0,207.0,253.0,-73.906801,40.860671
6683,85,3522994.0,1936.0,1,100,4.9,0.7,284231.8,4.9,3.5,79.5,0.0,0.0,3.0277,0.0,0.98492,0.0,54.0,0.98492,90.0,100.0,5649.9,8.0,0,0,205.0,39902.0,-73.896037,40.859186
6684,97,3522997.0,1923.0,1,100,3.1,0.7,191866.9,4.2,3.3,79.5,0.0,0.0,3.02537,0.0,0.93088,0.0,56.0,0.93088,90.0,100.0,4644.7,8.0,0,0,207.0,40501.0,-73.891381,40.867888
6685,100,3522999.0,1923.0,1,100,2.7,0.5,228677.8,3.3,2.5,79.5,0.0,0.0,3.03496,0.0,0.80445,0.0,66.0,0.80445,90.0,100.0,3848.1,12.0,0,0,208.0,285.0,-73.90358,40.887795
6686,97,3523005.0,1928.0,1,100,3.8,0.6,247178.9,4.0,3.0,79.5,0.0,0.0,3.10499,0.0,0.86875,0.0,54.0,0.86875,90.0,100.0,4594.425778134381,8.0,0,0,211.0,228.0,-73.8638,40.856328
6689,89,3523026.0,1951.0,1,100,4.7,0.7,386660.1,4.7,3.4,79.5,0.0,0.0,3.03702,0.0,1.04553,0.0,84.0,1.04553,90.0,100.0,6954.9,9.0,0,0,205.0,251.0,-73.908282,40.859023
6728,35,3524243.0,2010.0,1,100,6.2,0.7,876177.2,5.4,3.6,79.5,0.0,0.0,1.45414,0.0,0.93214,0.0,125.0,0.93214,60.0,60.0,9279.7,6.0,0,0,212.0,374.0,-73.866977,40.873206
6729,49,3524308.0,1925.0,1,100,5.2,0.9,366648.0,5.9,4.4,79.5,0.0,0.0,1.77978,0.0,1.22084,0.0,83.0,1.22084,90.0,100.0,8659.2,5.0,0,0,208.0,309.0,-73.909751,40.87673
6737,75,3524892.0,1930.0,1,100,3.5,0.8,221191.3,4.6,3.6,79.5,0.0,0.0,1.63987,0.0,1.06948,0.0,60.0,1.06948,90.0,100.0,5546.7,8.0,0,0,208.0,309.0,-73.908479,40.876301
6738,71,3524894.0,1930.0,1,100,3.2,0.7,217313.9,4.4,3.5,79.5,0.0,0.0,1.33455,0.0,0.89493,0.0,57.0,0.89493,90.0,100.0,6580.5,8.0,0,0,204.0,211.0,-73.921355,40.8396
6739,61,3524895.0,1950.0,1,100,4.2,0.8,256808.7,5.0,3.8,79.5,0.0,0.0,1.37189,0.0,1.12565,0.0,64.0,1.12565,80.0,100.0,5933.5,8.0,0,0,204.0,22101.0,-73.918969,40.837573
6744,48,3525099.0,1924.0,1,100,4.1,1.0,249017.6,5.9,4.7,79.5,0.0,0.0,1.93074,0.0,1.13365,0.0,64.0,1.13365,90.0,100.0,7203.0,6.0,0,0,207.0,401.0,-73.898676,40.864027
6749,58,3525424.0,1927.0,1,100,4.4,0.8,463396.1,5.0,3.7,79.5,0.0,0.0,1.49702,0.0,1.03173,0.0,102.0,1.03173,80.0,100.0,16405.5,9.0,0,0,208.0,273.0,-73.90526,40.87379
6764,53,3526957.0,1909.46,1,100,5.9,0.8,374641.5,5.6,4.0,79.5,0.0,0.0,2.22366,0.0,0.96681,0.0,60.0,0.96681,90.0,100.0,4594.425778134381,17.0,0,0,201.0,39.0,-73.918636,40.808583
6774,52,3527126.0,1938.0,1,100,4.8,0.7,389852.4,4.8,3.4,79.5,0.0,0.0,1.28059,0.0,0.85372,0.0,68.0,0.85372,90.0,100.0,3136.6,12.0,0,0,207.0,413.0,-73.884249,40.875848
6797,31,3528352.0,1928.0,1,100,6.3,0.9,462019.0,5.9,4.2,79.5,0.0,0.0,1.63499,0.0,1.065,0.0,71.0,1.065,100.0,100.0,4594.425778134381,18.0,0,0,206.0,220.0,-73.873124,40.840976
6799,85,3528708.0,1929.0,1,100,3.8,0.7,378385.2,4.6,3.6,79.5,0.0,0.0,2.23711,0.0,0.82474,0.0,80.0,0.82474,100.0,100.0,12378.0,9.0,0,0,204.0,199.0,-73.923325,40.836412
6801,57,3528749.0,1927.0,1,100,5.0,0.8,372807.2,5.2,3.8,79.5,0.0,0.0,1.79431,0.0,0.88356,0.0,65.0,0.88356,100.0,100.0,4594.425778134381,7.0,0,0,207.0,421.0,-73.884582,40.881799
6814,28,3529359.0,1973.0,3,100,7.5,0.9,760416.6,6.5,4.4,79.5,0.0,0.0,2.20575,0.0,1.00076,0.0,98.0,1.00076,0.0,100.0,4594.425778134381,6.0,0,0,201.0,41.0,-73.917477,40.810589
6815,21,3529363.0,1972.0,1,100,9.0,0.7,1209803.0,6.0,3.5,79.5,0.0,0.0,1.772,0.0,0.82136,0.0,108.0,0.82136,0.0,100.0,24288.3,6.0,0,0,201.0,31.0,-73.922249,40.807946
6816,53,3529378.0,2008.0,1,100,5.9,0.8,433634.0,5.8,4.1,79.5,0.0,0.0,2.43712,70.0,1.00946,1.00946,0.0,0.0,0.0,100.0,6415.3,5.0,0,0,205.0,22701.0,-73.910543,40.847107
6817,94,3529383.0,2006.0,1,100,5.2,0.6,445976.9,4.4,3.0,79.5,0.0,0.0,3.06681,0.0,0.73546,0.0,62.0,0.73546,0.0,100.0,3430.0,7.0,0,0,201.0,71.0,-73.912916,40.820332
6818,53,3529385.0,1982.0,1,100,6.5,0.7,1039817.0,5.4,3.6,79.5,0.0,0.0,2.08301,0.0,1.02234,0.0,160.0,1.02234,0.0,100.0,4594.425778134381,9.0,0,0,201.0,65.0,-73.922269,40.818491
6822,7,3529396.0,2007.0,1,100,6.5,1.2,459903.5,8.3,6.5,79.5,0.0,0.0,1.87556,0.0,1.13715,0.0,77.0,1.13715,0.0,100.0,8332.3,6.0,5,0,201.0,35.0,-73.908379,40.812399
6823,90,3529399.0,2009.0,1,100,4.8,0.3,2376387.5599999996,3.0,1.6,79.5,0.0,0.0,1.15637,0.0,0.70083,0.0,190.0,0.70083,0.0,100.0,4594.425778134381,29.539999999999964,0,0,201.0,75.0,-73.909938,40.819056
6824,86,3529402.0,1925.0,1,100,4.2,0.0,225371.2,5.3,4.1,79.5,0.0,0.0,1.84183,0.0,0.84574,0.0,45.0,0.84574,0.0,100.0,5714.4,4.0,0,0,202.0,12901.0,-73.900177,40.823121
6825,36,3529404.0,2007.0,1,100,6.6,0.7,453632.9,5.5,3.6,79.5,0.0,0.0,1.58706,0.0,1.00717,0.0,66.0,1.00717,0.0,100.0,6122.1,5.0,0,0,202.0,131.0,-73.895819,40.827605
6826,57,3529408.0,2010.0,1,100,6.2,0.5,806940.6,4.4,2.6,79.5,0.0,0.0,1.35335,0.0,0.87058,0.0,110.0,0.87058,0.0,100.0,9848.1,5.0,0,0,202.0,87.0,-73.897707,40.82167
6827,55,3529409.0,2006.0,1,100,5.6,0.4,1082846.0,3.7,2.1,79.5,0.0,0.0,0.7805,111.0,0.58935,0.58935,0.0,0.0,0.0,100.0,15069.6,7.0,0,0,202.0,87.0,-73.896326,40.822388
6828,43,3529412.0,1923.0,1,100,5.8,0.9,285545.8,5.9,4.3,79.5,0.0,0.0,2.04167,0.0,1.02083,0.0,49.0,1.02083,0.0,100.0,8883.9,5.0,0,0,204.0,17902.0,-73.9157,40.83655
6829,38,3529415.0,1923.0,1,100,6.0,0.9,335249.7,6.1,4.5,79.5,0.0,0.0,2.06016,0.0,1.02097,0.0,56.0,1.02097,0.0,100.0,8688.6,4.0,0,0,204.0,17902.0,-73.915027,40.837238
6830,77,3529419.0,1993.0,1,100,5.7,0.5,368063.7,4.3,2.7,79.5,0.0,0.0,1.458,0.0,1.42631,0.0,90.0,1.42631,0.0,100.0,4594.425778134381,5.0,0,0,203.0,123.0,-73.893231,40.830539
6831,72,3529421.0,2008.0,1,100,5.5,0.5,957660.9,3.8,2.3,79.5,0.0,0.0,1.21092,0.0,0.69926,0.0,123.0,0.69926,0.0,100.0,15017.4,9.0,0,0,203.0,123.0,-73.892337,40.831535
6832,84,3529424.0,1990.0,1,100,5.0,0.5,356945.8,3.9,2.5,79.5,0.0,0.0,1.38562,0.0,1.32789,0.0,92.0,1.32789,0.0,100.0,5329.9,5.0,0,0,203.0,153.0,-73.895734,40.833827
6833,49,3529426.0,1993.0,1,100,6.4,0.8,328303.2,5.4,3.7,79.5,0.0,0.0,1.94909,0.0,1.01353,0.0,52.0,1.01353,0.0,100.0,4594.425778134381,5.0,0,0,203.0,155.0,-73.889125,40.837735
6834,51,3529430.0,1925.0,1,100,4.4,0.8,235184.8,5.1,3.9,79.5,0.0,0.0,1.35922,0.0,1.1068,0.0,57.0,1.1068,90.0,100.0,6912.4,14.0,0,0,208.0,26701.0,-73.901867,40.869829
6835,11,3529445.0,2009.0,1,100,11.7,0.5,1278919.0,5.5,2.3,79.5,0.0,0.0,1.26793,0.0,0.77742,0.0,84.0,0.77742,0.0,100.0,7772.3,5.0,0,0,203.0,123.0,-73.892426,40.832452
6836,62,3529446.0,1991.0,1,100,5.7,0.6,403423.4,4.5,3.0,79.5,0.0,0.0,1.38681,0.0,1.07548,0.0,76.0,1.07548,0.0,100.0,6006.1,4.0,0,0,203.0,161.0,-73.886289,40.836892
6837,1,3529449.0,2008.0,1,100,14.0,0.5,1294850.0,6.3,2.4,79.5,0.0,0.0,0.76761,0.0,0.76761,0.0,70.0,0.76761,0.0,100.0,4782.3,8.0,0,0,205.0,251.0,-73.909698,40.854136
6838,26,3529482.0,1930.0,1,100,4.7,1.0,335116.2,6.1,4.8,79.5,0.0,0.0,1.28645,0.0,1.05775,0.0,74.0,1.05775,0.0,100.0,7229.2,11.0,0,0,208.0,273.0,-73.903176,40.872742
6839,68,3529484.0,2009.0,1,100,5.5,0.5,809449.4,4.0,2.5,79.5,0.0,0.0,1.30829,122.0,0.84451,0.84451,0.0,0.0,0.0,100.0,9286.3,5.0,0,0,207.0,42902.0,-73.87321,40.876987
6882,19,3531259.0,1929.0,1,100,7.3,0.9,521992.0,6.4,4.4,79.5,0.0,0.0,1.65887,0.0,1.02964,0.0,72.0,1.02964,90.0,100.0,4594.425778134381,14.0,0,0,211.0,228.0,-73.864783,40.855053
6884,37,3531273.0,1989.0,1,100,6.6,0.8,676232.4,5.9,4.0,79.5,0.0,0.0,1.79497,0.0,1.22339,0.0,122.0,1.22339,90.0,100.0,13166.9,5.0,0,0,204.0,195.0,-73.921399,40.833556
6896,88,3531923.0,1923.0,1,100,4.1,0.1,256073.5,7.4,6.3,79.5,0.0,0.0,3.605774,0.0,0.96232,0.0,59.0,0.96232,90.0,100.0,5205.7,9.0,0,0,207.0,425.0,-73.880333,40.871678
6898,45,3532269.0,1941.0,1,100,6.3,0.1,451332.4,5.6,3.8,79.5,0.0,0.0,1.10201,0.0,0.80531,0.0,57.0,0.80531,100.0,100.0,7806.7,10.0,0,0,207.0,40303.0,-73.892833,40.871248
6899,69,3532270.0,1935.0,1,100,4.7,0.1,273860.3,5.7,4.4,79.5,0.0,0.0,1.56849,0.0,0.88881,0.0,51.0,0.88881,100.0,100.0,7463.3,9.0,0,0,205.0,22701.0,-73.908786,40.847457
6900,22,3532272.0,1939.0,1,100,5.1,0.1,286714.0,8.3,6.9,79.5,0.0,0.0,2.18148,0.0,1.02658,0.0,0.0,0.0,100.0,100.0,5890.9,9.0,0,0,205.0,381.0,-73.900097,40.854699
6901,26,3532273.0,1939.0,1,100,5.0,0.1,296585.1,8.2,6.8,79.5,0.0,0.0,2.27979,0.0,1.03627,0.0,0.0,0.0,100.0,100.0,6609.7,9.0,0,0,205.0,23302.0,-73.904545,40.848093
6905,87,3532547.0,2010.0,1,100,4.8,0.4,436079.9,3.5,2.2,79.5,0.0,0.0,1.45613,0.0,0.92663,0.0,84.0,0.92663,80.0,100.0,10706.3,3.0,0,0,203.0,157.0,-73.889538,40.832493
6936,16,3533762.0,1998.0,1,100,6.8,0.8,498058.3,5.5,3.6,79.5,0.0,0.0,0.89608,0.0,0.74444,0.0,54.0,0.74444,90.0,100.0,6423.0,5.0,0,0,208.0,273.0,-73.904446,40.87158
6940,36,3535469.0,1960.0,1,100,6.7,0.6,443552.3,5.1,3.2,79.5,0.0,0.0,1.39927,0.0,0.84274,0.0,53.0,0.84274,100.0,100.0,5762.2,5.0,0,0,202.0,125.0,-73.894971,40.826978
6944,78,3535653.0,2008.0,1,100,5.5,0.5,1629926.0,3.9,2.4,79.5,0.0,0.0,1.56328,279.0,0.97574,0.97574,0.0,0.0,90.0,100.0,24318.4,13.0,0,0,203.0,167.0,-73.899485,40.840522
6949,20,3535838.0,1928.0,1,100,5.0,1.1,358247.8,7.0,5.6,79.5,0.0,0.0,1.68043,0.0,1.12504,0.0,79.0,1.12504,100.0,100.0,8202.5,18.0,0,0,204.0,18102.0,-73.918773,40.831891
6951,62,3535996.0,1927.0,1,100,3.1,0.7,242160.7,4.4,3.5,79.5,0.0,0.0,0.97087,0.0,0.87515,0.0,64.0,0.87515,0.0,100.0,3182.2,6.0,0,0,208.0,279.0,-73.897106,40.881306
6952,58,3535997.0,1927.0,1,100,4.5,0.8,258151.3,5.1,3.9,79.5,0.0,0.0,1.66602,0.0,0.92947,0.0,53.0,0.92947,0.0,100.0,3344.3,5.0,0,0,204.0,17901.0,-73.915897,40.834886
6953,47,3535998.0,1927.0,1,100,6.2,0.7,383751.7,5.2,3.5,79.5,0.0,0.0,1.69426,0.0,0.9036,0.0,56.0,0.9036,0.0,100.0,4594.425778134381,6.0,0,0,204.0,17901.0,-73.915448,40.835336
6955,56,3536023.0,1927.0,1,100,3.2,0.8,228775.3,4.6,3.6,79.5,0.0,0.0,0.99634,0.0,0.82051,0.0,56.0,0.82051,0.0,100.0,4594.425778134381,9.0,0,0,208.0,279.0,-73.897988,40.881691
6956,56,3536024.0,1927.0,1,100,4.0,0.7,649110.9,4.5,3.4,79.5,0.0,0.0,1.05552,0.0,0.74948,0.0,120.0,0.74948,0.0,100.0,2279.7,16.0,0,0,208.0,279.0,-73.896483,40.881542
6957,82,3536025.0,1925.0,1,100,4.1,0.5,361903.5,3.9,2.7,79.5,0.0,0.0,1.44698,0.0,0.84018,0.0,72.0,0.84018,0.0,100.0,4594.425778134381,4.0,0,0,204.0,17902.0,-73.914326,40.836483
6958,44,3536026.0,1924.0,1,100,4.6,0.9,267367.8,5.8,4.6,79.5,0.0,0.0,1.80981,0.0,0.9664,0.0,55.0,0.9664,0.0,100.0,7334.9,5.0,0,0,204.0,17902.0,-73.914463,40.83738
6959,63,3536027.0,1924.0,1,100,4.5,0.7,355593.4,4.8,3.5,79.5,0.0,0.0,1.53931,0.0,1.07082,0.0,80.0,1.07082,0.0,100.0,8061.0,14.0,0,0,207.0,40302.0,-73.893896,40.866688
6969,97,3536731.0,2012.0,1,100,3.2,0.4,884470.2,3.0,2.1,79.5,0.0,0.0,1.50516,222.0,0.82914,0.82914,0.0,0.0,90.0,100.0,15978.8,6.0,5,0,201.0,71.0,-73.912535,40.81914
