,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,weather_normalized_site_electricity_intensity_kwh_ft,weather_normalized_site_natural_gas_intensity_therms_ft,weather_normalized_site_electricity_kwh,direct_ghg_emissions_metric_tons_co2e,total_ghg_emissions_intensity_kgco2e_ft,direct_ghg_emissions_intensity_kgco2e_ft,egrid_output_emissions_rate_kgco2e_mbtu,avoided_emissions_offsite_green_power_metric_tons_co2e,percent_of_electricity_that_is_green_power,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_used_to_compute_metrics,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude,letters
1372,84.0,218267.0,1963,1,100,2.3,0.6,531437.8,726.4,3.8,3.2,79.5,0.0,0.0,1.08124,0.8934,0.8934,0.0,0.0,100.0,100.0,4594.425778134381,7.0,0,0,108.0,126.0,-73.95965,40.766824,B
1378,51.0,186891.0,1996,1,100,14.2,0.1,2704823.6,82.1,6.9,0.4,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,7313.5,4.0,1,0,102.0,47.0,-74.004347,40.721713,D
1382,1.0,55296.0,1953,1,100,3.9,0.0,213847.5,749.3,12.7,9.3,79.5,0.0,0.0,1.57335,0.94039,0.0,52.0,0.94039,0.0,100.0,1768.4,7.0,0,0,112.0,307.0,-73.91984190000001,40.86805158,D
1383,70.0,77620.0,1908,1,100,3.9,0.9,300491.4,337.0,5.4,4.3,79.5,0.0,0.0,2.12574,0.70858,0.0,55.0,0.70858,0.0,100.0,3043.3,25.340000000000146,0,0,107.0,171.0,-73.975798,40.787115,C
1384,77.0,65000.0,1956,1,100,6.8,0.0,441245.1,225.3,5.3,3.5,79.5,0.0,0.0,1.69231,1.47692,1.4145867999999988,0.0,0.0,100.0,100.0,2359.3,9.0,0,0,106.0,80.0,-73.978494,40.748105,B
1385,58.519394179544754,71648.0,1957,1,100,8.1,0.6,602493.8,213.4,5.1,2.9,79.5,0.0,0.0,2.37271,1.63298,0.0,117.0,1.63298,100.0,100.0,6784.8,9.0,0,0,106.0,72.0,-73.97844,40.746721,C
1386,60.0,57796.0,1910,1,100,3.6,0.0,205906.5,281.8,5.9,4.9,79.5,0.0,0.0,1.02083,0.72669,0.0,42.0,0.72669,0.0,100.0,1780.4,7.0,0,0,112.0,287.0,-73.928707,40.865663,C
1389,53.0,62586.0,1935,1,100,3.8,0.0,236798.3,375.3,7.0,6.0,79.5,0.0,0.0,1.27824,1.10248,0.0,69.0,1.10248,100.0,100.0,1570.2,8.0,0,0,104.0,91.0,-73.995619,40.745776,D
1401,56.0,161572.0,1963,1,100,4.9,0.7,790473.3,586.7,5.0,3.6,79.5,0.0,0.0,1.47303,0.90362,0.90362,0.0,0.0,90.0,100.0,6584.4,6.0,0,0,108.0,138.0,-73.95623,40.774739,C
1402,76.0,148380.0,1925,1,100,6.2,0.4,918738.5,269.5,3.5,1.8,79.5,0.0,0.0,0.9907,0.46502,0.46502,0.0,0.0,100.0,100.0,3232.0,5.0,0,0,107.0,169.0,-73.969508,40.785074,B
1404,27.0,788940.0,2000,1,100,6.8,0.6,5413253.6,2358.8880000000013,5.1,3.2,79.5,0.0,0.0,0.92022,0.55771,0.55771,0.0,0.0,100.0,100.0,23526.6,6.0,0,0,107.0,159.0,-73.987882,40.77969,D
1405,16.0,365389.0,2004,1,100,10.6,0.6,3906940.9,1122.8,6.0,3.0,79.5,0.0,0.0,1.0783,0.41052,0.41052,0.0,0.0,100.0,100.0,4594.425778134381,7.0,0,0,107.0,159.0,-73.987337,40.780478,D
1406,41.0,46545.0,2003,1,100,10.6,0.3,569778.8,78.7,4.3,1.5,79.5,0.0,0.0,0.85938,0.42969,0.0,20.0,0.42969,100.0,100.0,4594.425778134381,9.0,0,0,108.0,16001.0,-73.956033,40.78386,D
1409,33.0,106215.0,1939,1,100,3.5,0.0,368703.8,615.3,6.8,5.8,79.5,0.0,0.0,0.85675,0.67787,0.0,72.0,0.67787,0.0,100.0,6962.1,9.0,0,0,112.0,293.0,-73.920509,40.864395,D
1421,52.0,217981.0,1981,1,100,4.4,0.8,988639.3,828.3,4.9,3.7,79.5,0.0,0.0,1.26616,1.15148,0.64685,70.0,0.32113,20.0,100.0,4594.425778134381,5.0,2,0,101.0,1501.0,-74.00462,40.708179,D
1432,31.0,209500.0,2007,1,100,9.5,0.5,1983570.8,527.1,5.1,2.5,79.5,0.0,0.0,1.43198,1.1599,1.1599,0.0,0.0,100.0,100.0,8972.1,6.0,0,0,103.0,3001.0,-73.987377,40.721992,D
1437,75.0,63556.0,1916,1,100,5.0,0.7,329085.8,241.9,5.0,3.7,79.5,0.0,0.0,2.36012,1.38461,0.0,88.0,1.38461,90.0,100.0,4594.425778134381,12.0,0,0,112.0,285.0,-73.926684,40.861257,B
1442,66.0,51600.0,1921,1,100,3.7,0.9,191914.8,229.9,5.5,4.5,79.5,0.0,0.0,2.2093,0.93023,0.0,48.0,0.93023,90.0,100.0,2855.7,7.0,0,0,112.0,253.0,-73.941475,40.843619,C
1443,83.0,70863.0,1916,1,100,4.0,0.8,284642.9,261.8,4.8,3.7,79.5,0.0,0.0,2.41311,0.90315,0.90315,0.0,0.0,90.0,100.0,4454.2,9.0,0,0,109.0,227.0,-73.948482,40.821583,B
1444,98.0,50412.0,1915,1,100,3.1,0.5,158029.5,131.0,3.5,2.6,79.5,0.0,0.0,2.22169,0.73395,0.0,37.0,0.73395,90.0,100.0,1777.4,8.0,0,0,112.0,253.0,-73.940859,40.844481,A
1446,72.0,63300.0,1926,1,100,5.4,0.7,354945.2,225.4,4.9,3.4,79.5,0.0,0.0,2.21169,1.12164,0.0,71.0,1.12164,90.0,100.0,4594.425778134381,7.0,0,0,109.0,21303.0,-73.951262,40.813663,B
1447,82.0,50802.0,1922,1,100,3.6,0.0,182770.7,265.2,6.2,5.2,79.5,0.0,0.0,2.06685,0.94484,0.0,48.0,0.94484,90.0,100.0,2893.5,8.0,0,0,112.0,253.0,-73.939968,40.843567,B
1454,99.0,65615.0,1988,1,100,5.2,0.1,340979.3,34.9,1.9,0.5,79.5,0.0,0.0,1.14303,0.99063,0.0,65.0,0.99063,90.0,100.0,4594.425778134381,6.0,0,0,104.0,121.0,-73.99308,40.760326,A
1456,80.0,50254.0,1912,1,100,4.6,0.6,270909.4,163.4,4.0,2.8,79.5,0.0,0.0,1.53222,0.85565,0.0,43.0,0.85565,90.0,100.0,1921.7,16.0,0,0,107.0,167.0,-73.979439,40.785351,B
1464,85.0,607914.0,1965,1,100,5.4,0.5,3296913.9,1578.3,4.0,2.6,79.5,0.0,0.0,1.97396,0.9656,0.7024,80.0,0.1316,100.0,100.0,27102.450000000026,7.0,0,0,106.0,88.0,-73.973022,40.74848,B
1467,92.0,74826.0,1915,1,100,3.1,0.5096468802428696,234019.7,225.0,3.9,3.0,79.5,0.0,0.0,1.89774,0.86868,0.0,65.0,0.86868,90.0,100.0,2779.7,8.0,0,0,112.0,239.0,-73.941048,40.83191,A
1469,39.0,93000.0,1932,1,100,13.2,0.1,1227756.2,26.4,9.4,0.3,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4594.425778134381,4.0,0,0,108.0,120.0,-73.964898,40.769036,D
1496,89.0,64615.0,1924,1,100,4.3,0.0,275145.5,211.1,4.4,3.3,79.5,0.0,0.0,1.39998,0.88215,0.88215,0.0,0.0,100.0,100.0,4594.425778134381,7.0,0,0,107.0,159.0,-73.985088,40.778954,A
1504,66.0,549320.0,1983,1,100,11.3,0.0,6905637.348000004,34.9,5.0,0.0,79.5,0.0,0.0,0.74638,0.47877,0.47877,0.0,0.0,100.0,100.0,4594.425778134381,9.0,0,0,105.0,11202.0,-73.974287,40.762508,C
1505,31.0,89546.0,1918,1,100,7.6,0.1,718125.0,28.6,5.2,0.3,79.5,0.0,0.0,1.22842,0.80406,0.80406,0.0,0.0,100.0,100.0,4594.425778134381,8.0,0,0,105.0,137.0,-73.97656,40.765802,D
1506,44.0,366364.0,1930,1,100,8.0,0.0,3022464.7,14.6,4.9,0.0,79.5,0.0,0.0,1.33201,0.92804,0.92804,0.0,0.0,100.0,100.0,4594.425778134381,9.0,0,0,105.0,137.0,-73.976715,40.765868,D
1507,43.0,791127.7400000003,2000,1,100,7.6,0.0,6604178.8,91.4,4.6,0.1,79.5,0.0,0.0,0.96944,0.43554,0.43554,0.0,0.0,100.0,100.0,4594.425778134381,4.0,0,0,106.0,90.0,-73.967538,40.751983,D
1508,22.0,483495.0,1999,1,100,5.5,0.0,2672242.9,12.7,5.8,0.0,79.5,0.0,0.0,0.8997,0.58532,0.58532,0.0,0.0,100.0,100.0,4594.425778134381,4.0,0,0,108.0,118.0,-73.961892,40.767753,D
1509,6.0,237159.0,2002,1,100,10.9,0.0,2755332.2,4.4,6.0,0.0,79.5,0.0,0.0,0.92765,0.51442,0.51442,0.0,0.0,100.0,100.0,4594.425778134381,6.0,0,0,108.0,11401.0,-73.969739,40.763012,D
1510,24.0,364000.0,1960,1,100,10.4,0.1,6427912.6,208.2,7.0,0.3,79.5,0.0,0.0,1.3022,0.42857,0.42857,0.0,0.0,100.0,100.0,4594.425778134381,5.0,0,0,107.0,145.0,-73.981588,40.768529,D
1511,100.0,68096.0,1900,1,100,1.7,0.2,118661.6,60.0,1.4,0.9,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,1855.9,3.0,0,0,109.0,205.0,-73.96629,40.808423,A
1516,18.0,132689.0,2000,1,100,20.0,0.1,3025142.2,100.8,8.1,0.8,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,6972.5,3.0,0,0,101.0,33.0,-74.005166,40.719128,D
1520,59.0,155597.0,1913,1,100,8.4,0.3,1388861.9,249.4,3.7,1.5,79.5,0.0,0.0,0.97046,0.79693,0.79693,0.0,0.0,90.0,100.0,3681.9,6.0,0,0,105.0,52.0,-73.987641,40.738464,C
1521,83.0,93500.0,1897,1,100,12.0,0.2,1119543.6,86.1,4.2,0.9,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,1915.7,2.0,0,0,107.0,189.0,-73.966865,40.798838,B
1523,55.0,65452.0,1926,1,100,12.8,0.6,836832.3,191.9,6.4,2.9,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,1196.1,6.0,4,0,105.0,102.0,-73.973158,40.760098,D
1524,63.0,130096.0,1980,1,100,10.1,0.5096468802428696,1313600.0,0.0,4.8,0.0,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4248.9,2.0,0,0,105.0,95.0,-73.994489,40.746896,C
1526,17.0,106439.0,1927,1,100,7.0,0.5096468802428696,770880.0,720.5,8.5,6.5,79.5,0.0,0.0,2.00115,1.87901,1.4145867999999988,0.0,0.0,100.0,100.0,6102.7,3.0,0,0,107.0,159.0,-73.982553,40.779876,D
1567,35.0,564683.0,1910,1,100,11.9,0.4,6905637.348000004,1299.6,5.4,2.2,79.5,0.0,0.0,0.91733,0.6269,0.6269,0.0,0.0,100.0,100.0,21010.5,6.0,0,0,104.0,91.0,-73.994919,40.745112,D
1572,94.0,53700.0,1905,1,100,11.5,0.1,657301.0,33.9,6.1,0.6,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4594.425778134381,3.0,0,0,108.0,11401.0,-73.97216,40.76472,A
1574,58.519394179544754,68316.0,2003,1,100,6.5,0.3,483132.4,97.9,3.1,1.3,79.5,0.0,0.0,1.40523,0.2217655,0.17565,0.0,0.0,100.0,100.0,2094.1,6.0,0,0,105.0,58.0,-73.991682,40.740764,C
1575,92.0,183821.0,1920,1,100,3.0,0.4,560043.5,395.6,2.9,2.1,79.5,0.0,0.0,0.87041,0.62017,0.62017,0.0,0.0,100.0,100.0,5588.7,8.0,0,0,107.0,171.0,-73.978152,40.788496,A
1592,84.0,282506.0,1993,1,100,4.9,0.5,1370521.3,731.8,3.9,2.6,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4594.425778134381,2.0,0,0,107.0,145.0,-73.985826,40.770503,B
1594,38.0,244437.0,1946,1,95,6.7,0.7,1802708.0,929.6,5.3,3.5,79.5,0.0,0.0,1.43186,0.68729,0.68729,0.0,0.0,100.0,100.0,2406.4,10.0,0,0,105.0,11201.0,-73.974871,40.765086,D
1596,55.0,791127.7400000003,1976,2,100,9.8,0.2,6905637.348000004,1507.8,3.7,1.2,79.5,0.0,0.0,1.22837,0.65137,0.65137,0.0,0.0,100.0,100.0,4594.425778134381,6.0,0,0,103.0,16.0,-73.996147,40.714138,D
1597,90.0,84968.0,1913,1,100,3.7,0.6,329865.1,241.9,3.8,2.7,79.5,0.0,0.0,1.16514,0.40015,0.40015,0.0,0.0,100.0,100.0,1613.5,6.0,0,0,108.0,11402.0,-73.967146,40.765054,A
1598,97.0,104238.0,1924,1,100,3.5,0.5,364673.2,233.6,3.2,2.2,79.5,0.0,0.0,1.34308,0.47008,0.47008,0.0,0.0,100.0,100.0,2855.4,7.0,0,0,107.0,165.0,-73.97628,40.782279,A
1599,41.0,173123.0,1950,1,100,6.0,0.7,1080752.5,605.0,5.0,3.4,79.5,0.0,0.0,1.30543,0.89532,0.89532,0.0,0.0,100.0,100.0,5539.3,8.0,0,0,107.0,157.0,-73.976889,40.7766,D
1600,41.0,173123.0,1950,1,100,6.0,0.7,1080752.5,605.0,5.0,3.4,79.5,0.0,0.0,1.30543,0.89532,0.89532,0.0,0.0,100.0,100.0,5539.3,8.0,0,0,107.0,157.0,-73.976889,40.7766,D
1601,88.0,66917.0,1916,1,100,3.6,0.5,241430.9,190.1,3.8,2.8,79.5,0.0,0.0,1.27023,0.56787,0.56787,0.0,0.0,100.0,100.0,1621.8,6.0,0,0,107.0,153.0,-73.980409,40.776379,A
1602,54.0,73779.0,1901,1,100,5.0,0.7,399360.4,248.8,4.5,3.1,79.5,0.0,0.0,1.08432,0.52861,0.52861,0.0,0.0,100.0,100.0,4594.425778134381,5.0,0,0,101.0,1501.0,-74.006356,40.711308,D
1603,32.0,100369.0,1900,1,100,8.5,0.6,947318.5,290.1,4.9,2.6,79.5,0.0,0.0,1.02621,0.40849,0.40849,0.0,0.0,100.0,100.0,4594.425778134381,8.0,0,0,101.0,1501.0,-74.006287,40.711379,D
1604,84.0,127000.0,1910,1,100,5.7,0.4,727134.8,237.0,3.5,1.9,79.5,0.0,0.0,1.41732,0.89764,0.89764,0.0,0.0,100.0,100.0,4874.3,6.0,0,0,104.0,91.0,-73.994211,40.74349,B
1605,92.0,70080.0,1910,1,100,4.0,0.7,278725.7,225.7,4.4,3.2,79.5,0.0,0.0,1.85502,1.85502,1.4145867999999988,0.0,0.0,100.0,100.0,1768.4,5.0,0,0,107.0,165.0,-73.97693,40.782551,A
1606,81.0,69830.0,1910,1,100,6.8,0.2,530024.3,90.2,3.0,1.2,79.5,0.0,0.0,1.07404,0.51554,0.51554,0.0,0.0,100.0,100.0,2509.7,8.0,0,0,101.0,39.0,-74.009145,40.717283,B
1607,70.0,60000.0,1961,1,100,6.1,0.5,366467.4,146.9,4.1,2.4,79.5,0.0,0.0,1.25,1.25,0.0,75.0,1.25,100.0,100.0,1414.5,5.0,0,0,102.0,75.0,-74.009483,40.734676,C
1608,71.0,54683.0,1928,1,100,3.9,0.5,217439.5,152.0,3.8,2.7,79.5,0.0,0.0,0.91436,0.64005,0.64005,0.0,0.0,100.0,100.0,1009.1,8.0,0,0,108.0,140.0,-73.958588,40.773947,B
1609,73.0,234256.0,1928,1,100,4.5,0.6,1064273.2,648.7,4.0,2.7,79.5,0.0,0.0,1.23796,0.74705,0.74705,0.0,0.0,100.0,100.0,4594.425778134381,10.0,0,0,107.0,177.0,-73.971383,40.791972,B
1610,71.0,125000.0,1930,1,100,4.1,0.6,512487.2,337.1,3.8,2.7,79.5,0.0,0.0,0.976,0.696,0.696,0.0,0.0,100.0,100.0,4594.425778134381,4.0,0,0,106.0,8603.0,-73.965152,40.75288,B
1612,97.0,58723.0,1980,1,100,3.3,0.0,195400.4,169.0,3.8,2.9,79.5,0.0,0.0,1.29421,0.5279,0.5279,0.0,0.0,100.0,100.0,1431.0,5.0,0,0,107.0,161.0,-73.974497,40.779852,A
1613,47.0,96221.0,1930,1,100,7.2,0.6,731247.7,271.5,4.7,2.7,79.5,0.0,0.0,1.31988,1.19516,0.61317,36.0,0.37414,100.0,100.0,2277.1,5.0,0,0,104.0,81.0,-73.999134,40.740067,D
1616,90.0,102000.0,1900,1,100,7.104354130776716,0.5096468802428696,872669.6045350895,285.4,3.6,2.8,79.5,0.0,0.0,1.4,0.91176,0.91176,0.0,0.0,0.0,0.0,3459.7,4.0,0,0,107.0,181.0,-73.96884,40.793421,A
1617,51.0,74925.0,1905,1,100,7.104354130776716,0.5096468802428696,872669.6045350895,283.3,4.4,3.6,79.5,0.0,0.0,1.4,0.88088,0.0,0.0,0.0,100.0,100.0,5952.2,4.0,0,0,107.0,165.0,-73.976048,40.783904,D
1618,58.519394179544754,56939.0,1900,1,100,7.104354130776716,0.5096468802428696,872669.6045350895,155.1,3.9,2.5,79.5,0.0,0.0,1.40501,1.07132,0.0,21.0,0.36882,100.0,100.0,2188.8,6.0,0,0,102.0,61.0,-73.994061,40.732843,C
1623,49.0,146982.0,1958,1,100,9.5,0.6,1495383.6,451.0,5.4,2.9,79.5,0.0,0.0,1.29948,1.04775,1.04775,0.0,0.0,100.0,100.0,4594.425778134381,6.0,0,0,102.0,73.0,-74.002201,40.732917,D
1624,3.0,108828.0,1958,1,100,15.2,0.7,1721268.4,370.2,7.4,3.3,79.5,0.0,0.0,1.55291,1.19455,1.19455,0.0,0.0,100.0,100.0,5577.5,5.0,0,0,108.0,110.0,-73.962822,40.762434,D
1625,67.0,128798.0,1906,1,100,5.2,0.8,672893.8,497.7,5.3,3.9,79.5,0.0,0.0,2.14289,1.46741,1.4145867999999988,0.0,0.0,100.0,100.0,8098.9,13.0,0,0,106.0,88.0,-73.972383,40.749017,C
1626,96.0,85836.0,1925,1,100,3.4,0.5,295972.3,197.2,3.2,2.3,79.5,0.0,0.0,1.72422,0.76891,0.76891,0.0,0.0,100.0,100.0,2234.4,7.0,0,0,107.0,163.0,-73.983206,40.781542,A
1627,80.0,57516.0,1911,1,100,4.0,0.6,227629.3,163.7,3.9,2.8,79.5,0.0,0.0,1.30398,0.62591,0.0,36.0,0.62591,100.0,100.0,1528.3,6.0,0,0,107.0,175.0,-73.978097,40.78986,B
1628,96.0,107376.0,1924,1,100,3.5,0.5,378388.8,253.5,3.3,2.4,79.5,0.0,0.0,1.55528,0.5681,0.5681,0.0,0.0,100.0,100.0,2192.5,5.0,0,0,107.0,159.0,-73.985326,40.780153,A
1630,90.0,74899.0,1921,1,100,3.3,0.7,245562.7,238.9,4.1,3.2,79.5,0.0,0.0,1.86918,0.69427,0.69427,0.0,0.0,100.0,100.0,2896.5,6.0,0,0,107.0,191.0,-73.970415,40.801425,A
1631,75.0,52194.0,1924,1,100,3.8,0.5,198013.8,198.1,4.8,3.8,79.5,0.0,0.0,1.45611,0.90049,0.90049,0.0,0.0,100.0,100.0,1565.7,6.0,0,0,107.0,171.0,-73.979184,40.789435,B
1632,80.0,199468.0,1952,1,100,4.3,0.0,857880.8,792.2,5.1,4.0,79.5,0.0,0.0,1.24832,0.96256,0.0,151.34000000000015,0.96256,100.0,100.0,6485.1,7.0,0,0,112.0,265.0,-73.941616,40.850852,B
1633,29.0,51508.0,1929,1,100,4.3,0.9,242637.5,237.9,5.4,4.3,79.5,0.0,0.0,0.97072,0.52419,0.52419,0.0,0.0,100.0,100.0,753.6,8.0,0,0,101.0,39.0,-74.010559,40.717939,D
1634,74.0,66162.0,1938,1,100,4.4,0.0,292188.7,336.3,6.2,5.0,79.5,0.0,0.0,1.79862,1.20915,0.0,80.0,1.20915,100.0,100.0,2274.8,10.0,0,0,108.0,134.0,-73.95482,40.771508,B
1635,97.0,145497.0,1920,1,100,7.104354130776716,0.5096468802428696,872669.6045350895,296.2,2.9,2.0,79.5,0.0,0.0,1.4,0.72166,0.72166,0.0,0.0,100.0,100.0,4813.0,4.0,0,0,107.0,183.0,-73.973126,40.795352,A
1637,57.0,147000.0,1949,1,100,4.8,0.6,701564.8,414.4,4.1,2.8,79.5,0.0,0.0,0.97959,0.68027,0.68027,0.0,0.0,100.0,100.0,3068.5,7.0,0,0,106.0,10601.0,-73.961505,40.756239,C
1639,75.0,408812.0,1929,1,100,6.0,0.7,2517726.1,1508.2,5.3,3.6,79.5,0.0,0.0,1.95444,1.95444,1.4145867999999988,0.0,0.0,100.0,100.0,19865.9,11.0,0,0,106.0,88.0,-73.971185,40.748054,B
1641,89.0,80328.0,1924,1,100,3.7,0.5,294739.8,191.6,3.4,2.4,79.5,0.0,0.0,1.20755,0.74694,0.74694,0.0,0.0,100.0,100.0,1614.8,7.0,0,0,107.0,171.0,-73.978195,40.788406,A
1642,43.0,53190.0,1922,1,100,5.2,0.8,285189.3,212.2,5.3,3.8,79.5,0.0,0.0,1.48524,0.77082,0.77082,0.0,0.0,100.0,100.0,2052.7,9.0,0,0,107.0,175.0,-73.976591,40.790637,D
1643,51.0,177048.0,1912,1,100,4.4,0.8,771654.8,693.3,5.1,3.9,79.5,0.0,0.0,0.90371,0.32195,0.32195,0.0,0.0,100.0,100.0,12390.7,6.0,0,0,107.0,175.0,-73.975739,40.791076,D
1644,88.0,210207.0,1968,1,100,8.6,0.0,1913023.4,54.0,2.6,0.2,79.5,0.0,0.0,1.49377,0.8563,0.8563,0.0,0.0,100.0,100.0,4594.425778134381,8.0,0,0,107.0,177.0,-73.969712,40.788816,A
1645,80.0,133920.0,1955,1,100,4.6,0.6,621392.4,365.9,4.0,2.7,79.5,0.0,0.0,1.60544,0.89606,0.0,120.0,0.89606,100.0,100.0,5376.6,8.0,0,0,112.0,281.0,-73.935645,40.854949,B
1646,90.0,472477.0,1966,1,100,2.8,0.5,1373042.2,1189.9,3.2,2.4,79.5,0.0,0.0,0.80427,0.40214,0.40214,0.0,0.0,100.0,100.0,4594.425778134381,8.0,0,0,107.0,181.0,-73.968386,40.7917,A
1648,61.0,104722.0,1897,1,100,7.9,0.2,822381.1,109.4,3.2,1.0,79.5,0.0,0.0,0.86897,0.64934,0.64934,0.0,0.0,100.0,100.0,4953.6,12.0,0,0,102.0,61.0,-73.991232,40.732621,C
1650,46.0,64058.0,1925,1,100,5.6,0.6,359049.2,191.2,4.5,3.0,79.5,0.0,0.0,0.93665,0.45271,0.45271,0.0,0.0,100.0,100.0,1626.3,6.0,0,0,108.0,142.0,-73.95985,40.777194,D
1651,40.0,87732.0,1983,1,100,5.0,0.8,434942.7,343.7,5.3,3.9,79.5,0.0,0.0,2.0403,0.87767,0.0,0.0,0.0,100.0,100.0,3847.4,3.0,0,0,107.0,189.0,-73.962286,40.797533,D
1652,70.0,110934.0,1929,1,100,4.4,0.7,484621.7,345.0,4.3,3.1,79.5,0.0,0.0,1.38821,0.85636,0.85636,0.0,0.0,100.0,100.0,4594.425778134381,6.0,0,0,106.0,88.0,-73.971766,40.748773,C
1653,13.0,57847.0,1957,1,100,5.9,0.7,339952.5,194.7,5.0,3.4,79.5,0.0,0.0,0.5359,0.36303,0.36303,0.0,0.0,100.0,100.0,1119.1,9.0,0,0,108.0,11402.0,-73.968135,40.764771,D
1654,87.0,107243.0,1956,1,100,3.4,0.6,359582.4,298.1,3.7,2.8,79.5,0.0,0.0,1.38937,0.81124,0.81124,0.0,0.0,100.0,100.0,4594.425778134381,6.0,0,0,107.0,177.0,-73.969599,40.79122,A
1655,18.0,177586.0,1968,1,100,6.6,0.0,1197846.7,24.9,5.8,0.1,79.5,0.0,0.0,0.82777,0.82777,0.82777,0.0,0.0,100.0,100.0,4594.425778134381,7.0,0,0,108.0,14401.0,-73.949556,40.776614,D
1657,100.0,71413.0,1938,1,100,3.2,0.4,230479.9,145.1,2.9,2.0,79.5,0.0,0.0,2.2685,0.84018,0.0,60.0,0.84018,80.0,100.0,1482.3,11.0,0,0,108.0,14802.0,-73.953532,40.781147,A
1682,80.0,86352.0,1920,1,100,3.8,0.6,327763.9,262.6,4.1,3.0,79.5,0.0,0.0,1.56337,0.8338,0.0,72.0,0.8338,0.0,100.0,3781.5,7.0,0,0,112.0,287.0,-73.930138,40.866186,B
1683,7.0,67800.0,1930,1,100,5.2,1.1,350736.4,369.3,6.9,5.4,79.5,0.0,0.0,1.0767,0.82596,0.0,56.0,0.82596,100.0,100.0,3529.9,14.0,0,0,112.0,287.0,-73.928622,40.86423,D
1684,77.0,68240.0,1920,1,100,4.0,0.0,272682.8,328.0,5.9,4.8,79.5,0.0,0.0,1.67057,0.83529,0.0,57.0,0.83529,100.0,100.0,4744.1,8.0,0,0,112.0,253.0,-73.940591,40.845159,B
1687,86.0,55020.0,1920,1,100,3.8,0.0,208315.0,232.3,5.3,4.2,79.5,0.0,0.0,1.58124,1.09051,0.0,60.0,1.09051,100.0,100.0,3350.0,7.0,0,0,112.0,273.0,-73.937497,40.853139,A
1699,81.0,83750.0,1956,1,100,4.4,0.7,371462.6,261.5,4.4,3.1,79.5,0.0,0.0,1.97015,1.12239,1.12239,0.0,0.0,0.0,80.0,3681.9,5.0,0,0,108.0,14401.0,-73.947106,40.775018,B
1702,81.0,102500.0,1920,1,100,5.1,0.7,564700.7,385.9,4.8,3.5,79.5,0.0,0.0,1.82439,1.82439,1.4145867999999988,0.0,0.0,50.0,50.0,5704.8,5.0,0,0,107.0,187.0,-73.970687,40.797533,B
1707,66.0,64000.0,1920,1,100,7.6,0.6,484631.9,192.8,5.1,3.0,79.5,0.0,0.0,2.0,1.65625,0.0,106.0,1.65625,50.0,50.0,3986.9,5.0,0,0,107.0,179.0,-73.975348,40.792802,C
1708,71.0,240040.0,1925,1,100,3.6,0.0,863837.5,1245.2,6.2,5.2,79.5,0.0,0.0,1.10815,0.42076,0.42076,0.0,0.0,100.0,100.0,7813.4,16.0,0,0,107.0,167.0,-73.980146,40.78576,B
1718,87.0,58000.0,1920,1,100,3.8,0.7,222996.2,230.4,5.0,4.0,79.5,0.0,0.0,2.86207,0.84483,0.0,49.0,0.84483,100.0,100.0,3839.8,8.0,0,0,109.0,231.0,-73.943168,40.824597,A
1730,59.0,387828.0,1999,1,100,14.3,0.4,6608116.7,826.4,5.7,1.8,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,12810.2,6.0,0,0,103.0,42.0,-73.988215,40.733718,C
