,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,weather_normalized_site_electricity_intensity_kwh_ft,weather_normalized_site_natural_gas_intensity_therms_ft,weather_normalized_site_electricity_kwh,direct_ghg_emissions_metric_tons_co2e,total_ghg_emissions_intensity_kgco2e_ft,direct_ghg_emissions_intensity_kgco2e_ft,egrid_output_emissions_rate_kgco2e_mbtu,avoided_emissions_offsite_green_power_metric_tons_co2e,percent_of_electricity_that_is_green_power,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_used_to_compute_metrics,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude,letters
2024,81.0,124726.0,1961,1,100,4.8,0.0,789649.7,20.4,3.5,0.1,79.5,0.0,0.0,0.93806,0.93806,0.56925,46.0,0.36881,100.0,100.0,4594.425778134381,8.0,0,0,106.0,108.0,-73.966628,40.760741,B
2025,94.0,131422.0,1909,1,95,2.8,0.4,373543.5,273.9,2.9,2.1,79.5,0.0,0.0,1.0881,0.66199,0.19023,36.0,0.27393,90.0,100.0,4108.2,7.0,0,0,107.0,179.0,-73.976518,40.79423,A
2026,51.0,161495.0,1959,1,100,6.0,0.6,1008272.5,499.0,4.6,3.0,79.5,0.0,0.0,1.16412,1.16412,0.52014,52.0,0.32199,100.0,100.0,4594.425778134381,7.0,0,0,106.0,64.0,-73.984837,40.736345,D
2028,45.0,95956.0,1963,1,100,4.6,0.0,440420.8,468.5,6.2,4.9,79.5,0.0,0.0,1.05257,1.05257,0.22927,45.0,0.46896,90.0,100.0,2399.6,6.0,0,0,106.0,48.0,-73.983925,40.735941,D
2035,74.0,81952.0,1920,1,100,2.8,0.8,230156.4,331.6,4.8,4.0,79.5,0.0,0.0,1.70832,0.93957,0.0,77.0,0.93957,0.0,100.0,3500.1,11.0,0,0,112.0,273.0,-73.935857,40.852078,B
2037,39.0,54644.0,1930,1,100,6.0,1.3,326154.8,336.8,7.8,6.2,79.5,0.0,0.0,2.36074,2.019480600000002,0.0,118.0,1.867627100000005,0.0,100.0,11578.3,9.0,0,0,109.0,231.0,-73.942665,40.825288,D
2039,20.0,62726.0,1915,1,100,4.9,1.0,309819.1,299.9,6.2,4.8,79.5,0.0,0.0,1.27539,0.78118,0.0,49.0,0.78118,0.0,100.0,9515.3,7.0,0,0,112.0,247.0,-73.945238,40.837481,D
2040,45.0,63098.0,1900,1,100,4.3,0.8,273986.3,244.0,5.1,3.9,79.5,0.0,0.0,1.26787,0.77657,0.0,49.0,0.77657,0.0,100.0,6554.4,9.0,0,0,112.0,247.0,-73.945488,40.837586,D
2041,49.0,59264.0,1922,1,100,4.0,0.8,238420.7,238.5,5.1,4.0,79.5,0.0,0.0,1.34989,0.82681,0.0,49.0,0.82681,0.0,100.0,5658.4,9.0,0,0,112.0,247.0,-73.945028,40.83822,D
2042,57.0,52940.0,1920,1,100,4.9,0.7,261437.5,181.7,4.8,3.4,79.5,0.0,0.0,1.51114,0.92558,0.0,49.0,0.92558,0.0,100.0,5288.8,8.0,0,0,112.0,247.0,-73.945773,40.837687,C
2048,58.519394179544754,52869.0,2005,1,100,9.0,0.4,477108.0,99.7,4.3,1.9,79.5,0.0,0.0,0.452758,0.2217655,0.0,4.0,0.07566,100.0,100.0,4594.425778134381,4.0,0,0,108.0,16001.0,-73.955951,40.787101,C
2055,63.0,47510.0,1897,1,100,8.0,0.3,489425.6,84.2,3.5,1.4,79.5,0.0,0.0,1.1787,0.82088,0.0,39.0,0.82088,90.0,100.0,4594.425778134381,10.0,0,0,101.0,12.0,-74.010286,40.708006,C
2072,49.0,324885.0,2007,1,100,9.7,0.7,3148147.4,1157.0,6.2,3.6,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,6857.4,4.0,0,0,104.0,103.0,-73.998141,40.751672,D
2073,44.0,52575.0,1900,1,100,15.6,0.8,821450.9,214.3,8.4,4.1,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,1616.2,6.0,0,0,105.0,96.0,-73.981523,40.755458,D
2074,44.0,52575.0,1900,1,100,15.6,0.8,821450.9,214.3,8.4,4.1,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,1616.2,6.0,0,0,105.0,96.0,-73.981523,40.755458,D
2084,46.0,71118.0,1931,1,100,4.5,0.8,319298.8,269.6,5.0,3.8,79.5,0.0,0.0,1.16707,1.0124,0.0,72.0,1.0124,0.0,0.0,4881.0,8.0,0,0,112.0,287.0,-73.928435,40.863539,D
2085,62.0,60414.0,1920,1,100,5.2,0.7,315221.1,206.2,4.9,3.4,79.5,0.0,0.0,2.06906,0.71176,0.0,14.0,0.23173,0.0,0.0,5665.0,8.0,0,0,112.0,247.0,-73.94389,40.838126,C
2087,96.0,77102.0,1930,1,100,3.0,0.5,232098.4,194.9,3.4,2.5,79.5,0.0,0.0,1.34886,1.32292,1.32292,0.0,0.0,70.0,100.0,3575.8,10.0,0,0,106.0,108.0,-73.963488,40.75944,A
2095,40.0,53818.0,1940,1,100,12.6,0.5096468802428696,687897.5,128.1,5.8,2.3,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,3933.8,4.0,0,0,104.0,133.0,-73.986467,40.763249,D
2098,49.0,111480.0,1910,1,100,7.104354130776716,0.5096468802428696,872669.6045350895,519.6,6.7,4.3,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,14818.7,7.0,0,0,107.0,163.0,-73.98127,40.782656,D
2106,66.0,75767.0,1928,1,100,4.3,0.1,335996.4,409.8,6.4,5.2,79.5,0.0,0.0,1.41222,1.29344,1.29344,0.0,0.0,90.0,90.0,2341.4,9.0,0,0,106.0,68.0,-73.986291,40.739279,C
2108,49.0,128513.0,1940,1,100,4.0,0.1,543935.7,635.8,5.9,4.7,79.5,0.0,0.0,0.98045,0.76257,0.0,98.0,0.76257,90.0,90.0,3761.1,19.0,0,0,107.0,177.0,-73.971423,40.79197,D
2113,75.0,65240.0,1980,1,100,1.7,0.5096468802428696,114080.0,0.0,4.9,0.0,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,6149.0,2.0,0,0,105.0,95.0,-73.995023,40.747124,B
2114,51.0,64313.0,2000,1,100,8.3,0.5,559961.1,176.6,4.8,2.6,79.5,0.0,0.0,1.4305,0.85519,0.85519,0.0,0.0,90.0,90.0,4594.425778134381,8.0,0,0,109.0,199.0,-73.963958,40.804684,D
2118,88.0,109132.0,1980,1,100,5.8,0.0,632399.9,4.4,3.2,0.0,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,6904.5,3.0,0,0,105.0,95.0,-73.995193,40.747195,A
2120,61.0,93180.0,1988,1,100,5.2,0.0,486529.2,8.5,4.9,0.1,79.5,0.0,0.0,1.20198,1.20198,1.20198,0.0,0.0,90.0,90.0,4594.425778134381,6.0,0,0,106.0,82.0,-73.980395,40.749988,C
2122,57.0,183177.0,1931,1,100,6.8,0.6,1242610.7,562.1,5.0,3.1,79.5,0.0,0.0,1.69235,1.40847,1.40847,0.0,0.0,0.0,100.0,7967.7,5.0,0,0,107.0,183.0,-73.975784,40.795594,C
2125,86.0,126560.0,1946,1,100,4.1,0.5,515977.4,284.5,3.4,2.2,79.5,0.0,0.0,1.122,0.60051,0.0,76.0,0.60051,90.0,90.0,3211.8,5.0,0,0,107.0,187.0,-73.972501,40.796674,A
2128,88.0,83419.0,1922,1,100,4.5,0.5,373475.0,205.2,3.7,2.5,79.5,0.0,0.0,1.35461,0.51547,0.51547,0.0,0.0,90.0,90.0,2106.5,7.0,0,0,108.0,16001.0,-73.95594,40.787205,A
2129,97.0,158195.0,1931,1,100,3.1,0.4,484340.2,313.6,2.8,2.0,79.5,0.0,0.0,0.88498,0.36664,0.36664,0.0,0.0,90.0,90.0,4594.425778134381,6.0,0,0,107.0,167.0,-73.979911,40.786048,A
2132,1.0,791127.7400000003,1972,1,100,11.5,1.2,6905637.348000004,2358.8880000000013,9.6,6.5,79.5,0.0,0.0,1.14198,0.39721,0.39721,0.0,0.0,0.0,100.0,27102.450000000026,9.0,0,0,106.0,10601.0,-73.961705,40.758684,D
2134,52.0,308337.0,1926,1,100,5.7,0.0,1744579.8,1041.3,4.9,3.4,79.5,0.0,0.0,0.7654,0.7654,0.7654,0.0,0.0,90.0,90.0,8833.0,6.0,0,0,107.0,157.0,-73.976108,40.777182,D
2135,83.0,61672.0,1926,1,100,3.3,0.0,202956.4,236.4,4.8,3.8,79.5,0.0,0.0,0.9891,0.5513,0.5513,0.0,0.0,90.0,90.0,1370.4,6.0,0,0,107.0,163.0,-73.979306,40.782661,B
2144,22.0,115681.0,2005,1,100,10.8,0.6,1374266.1,352.4,5.7,2.8,79.5,0.0,0.0,1.44362,0.55325,0.55325,0.0,0.0,90.0,90.0,4304.3,6.0,0,0,107.0,195.0,-73.967232,40.801957,D
2146,89.0,58321.0,1930,1,95,4.7,0.6,271574.8,166.5,4.2,2.9,79.5,0.0,0.0,1.64606,1.64606,1.4145867999999988,0.0,0.0,50.0,50.0,3872.7,8.0,0,0,105.0,72.0,-73.981743,40.744776,A
2148,60.0,76453.0,1938,1,100,3.9,0.0,299857.5,502.9,7.6,6.6,79.5,0.0,0.0,1.94891,0.77172,0.77172,0.0,0.0,90.0,90.0,3367.7,5.0,0,0,107.0,183.0,-73.972002,40.796348,C
2151,58.519394179544754,63967.0,1903,1,100,7.104354130776716,0.5096468802428696,872669.6045350895,264.6575215753793,4.994492941049683,2.935725305873489,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4594.425778134381,9.0,0,0,105.0,74.0,-73.985203,40.746212,C
2152,25.0,63967.0,1903,1,100,7.104354130776716,0.5096468802428696,872669.6045350895,306.4,8.7,4.8,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,27102.450000000026,9.0,0,0,105.0,74.0,-73.985203,40.746212,D
2153,41.0,198285.0,1962,1,100,6.9,0.3,1405255.1,313.5,4.7,1.5,79.5,0.0,0.0,1.05404,0.62536,0.62536,0.0,0.0,90.0,100.0,4594.425778134381,5.0,0,0,108.0,126.0,-73.959312,40.770917,D
2157,85.0,131124.0,1926,1,100,3.9,0.0,511847.1,546.3,5.3,4.2,79.5,0.0,0.0,1.388,0.53385,0.53385,0.0,0.0,90.0,90.0,3149.8,5.0,0,0,107.0,171.0,-73.978477,40.788052,B
2159,26.0,151781.0,1963,1,100,6.8,0.0,1101361.2,4.5,5.5,0.0,79.5,0.0,0.0,0.82356,0.41507,0.41507,0.0,0.0,90.0,90.0,4594.425778134381,5.0,0,0,108.0,122.0,-73.968423,40.767228,D
2160,59.0,68289.0,1904,1,100,7.104354130776716,1.1,872669.6045350895,370.5,7.6,5.4,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4594.425778134381,5.0,0,0,105.0,56.0,-73.98695,40.744524,C
2161,76.0,102056.0,1964,1,100,3.5,0.0,361720.3,539.6,6.3,5.3,79.5,0.0,0.0,1.70495,0.75449,0.75449,0.0,0.0,90.0,90.0,4096.3,7.0,0,0,107.0,187.0,-73.971446,40.797684,B
2166,16.0,105300.0,1923,1,100,11.5,0.4,1318917.0,681.5,9.0,5.9,79.5,0.0,0.0,1.9943,1.02564,0.0,108.0,1.02564,0.0,100.0,5729.3,21.0,0,0,104.0,127.0,-73.986925,40.761805,D
2167,24.0,54000.0,1971,1,100,8.1,0.8,439311.7,209.1,6.1,3.9,79.5,0.0,0.0,1.38889,1.38889,1.38889,0.0,0.0,0.0,100.0,2028.0,6.0,0,0,105.0,68.0,-73.985039,40.739644,D
2168,23.0,103500.0,1961,1,100,7.9,0.6,823314.7,332.1,5.3,3.2,79.5,0.0,0.0,1.16908,0.86957,0.0,90.0,0.86957,0.0,100.0,3675.0,16.0,0,0,108.0,132.0,-73.952597,40.77059,D
2169,92.0,50000.0,1932,1,100,3.3,0.6,177437.0,160.6,3.9,3.0,79.5,0.0,0.0,2.1,0.78,0.0,39.0,0.78,0.0,100.0,1653.9,6.0,0,0,108.0,140.0,-73.95834,40.777287,A
2170,99.0,130000.0,1928,1,100,2.7,0.5,345967.0,262.2,2.8,2.0,79.5,0.0,0.0,1.53846,0.6,0.6,0.0,0.0,0.0,100.0,4406.8,9.0,0,0,107.0,195.0,-73.966637,40.800839,A
2171,99.0,130000.0,1928,1,100,2.7,0.4,353153.3,273.7,2.9,2.1,79.5,0.0,0.0,1.46923,0.59231,0.59231,0.0,0.0,0.0,100.0,4100.1,8.0,0,0,107.0,195.0,-73.96633,40.800707,A
2172,85.0,52000.0,1962,1,100,3.4,0.5,178294.5,143.8,3.7,2.8,79.5,0.0,0.0,1.26923,0.94231,0.0,49.0,0.94231,0.0,100.0,4594.425778134381,7.0,0,0,112.0,267.0,-73.927956,40.851794,B
2173,30.0,53000.0,1936,1,100,4.8,0.1,252785.8,404.0,8.9,7.6,79.5,0.0,0.0,1.83019,1.15094,0.0,61.0,1.15094,0.0,100.0,3524.2,9.0,0,0,112.0,273.0,-73.938095,40.851435,D
2174,25.0,52000.0,1939,1,100,5.7,1.0,296157.1,251.4,6.4,4.8,79.5,0.0,0.0,1.55769,1.11538,0.0,58.0,1.11538,0.0,100.0,3697.0,13.0,0,0,112.0,267.0,-73.927934,40.851766,D
2175,20.0,51000.0,1921,1,100,3.9,1.1,196428.3,283.2,6.6,5.6,79.5,0.0,0.0,1.23529,1.07843,0.0,55.0,1.07843,0.0,100.0,3032.6,8.0,0,0,112.0,267.0,-73.92788,40.851764,D
2176,9.0,50000.0,1936,1,100,8.3,1.3,415238.0,281.7,7.9,5.6,79.5,0.0,0.0,1.9,1.36,0.0,68.0,1.36,0.0,100.0,5153.0,10.0,0,0,112.0,265.0,-73.937528,40.850682,D
2177,62.0,50000.0,1967,1,100,13.1,0.5096468802428696,657264.4,0.0,3.4,0.0,79.5,0.0,0.0,1.34,1.34,0.0,67.0,1.34,0.0,100.0,2677.1,5.0,0,0,112.0,273.0,-73.936292,40.854252,C
2178,81.0,95000.0,1937,1,100,3.5,0.6,330403.1,278.6,3.9,2.9,79.5,0.0,0.0,1.30526,0.89474,0.0,85.0,0.89474,0.0,100.0,4241.0,9.0,0,0,112.0,295.0,-73.924322,40.86805158,B
2180,90.0,99850.0,1932,1,100,6.7,0.3,707558.9,142.4,3.2,1.4,79.5,0.0,0.0,1.6024,0.94141,0.0,94.0,0.94141,0.0,100.0,5846.8,8.0,0,0,112.0,295.0,-73.922024,40.867413,A
2181,66.0,50000.0,1939,1,100,4.3,0.8,213357.4,195.0,5.1,3.9,79.5,0.0,0.0,1.84,1.18,0.0,59.0,1.18,0.0,100.0,3116.4,8.0,0,0,112.0,279.0,-73.933778,40.85659,C
2184,97.0,87305.0,1925,1,100,9.4,0.5,823324.4,225.4,5.1,2.6,79.5,0.0,0.0,3.66531,2.019480600000002,1.4145867999999988,0.0,0.0,0.0,100.0,16656.9,11.0,0,0,107.0,187.0,-73.969308,40.796965,A
2206,57.0,52060.0,1920,1,100,4.8,0.9,248522.3,215.7,5.5,4.1,79.5,0.0,0.0,2.03611,1.03726,0.0,54.0,1.03726,100.0,100.0,5321.9,8.0,0,0,109.0,231.0,-73.945801,40.82616,C
2208,43.0,58899.0,1900,1,100,4.2,0.1,273913.0,465.9,8.4,7.2,79.5,0.0,0.0,2.03739,1.05265,0.0,62.0,1.05265,100.0,100.0,5500.2,10.0,0,0,112.0,261.0,-73.933938,40.844329,D
2214,100.0,353175.0,1938,1,100,2.6,0.3,906593.3,479.7,2.1,1.4,79.5,0.0,0.0,0.9995,0.56063,0.56063,0.0,0.0,90.0,90.0,4594.425778134381,7.0,0,0,112.0,241.0,-73.946852,40.834787,A
2215,61.0,113062.0,1926,1,100,4.8,0.0,544186.3,703.6,7.5,6.2,79.5,0.0,0.0,1.64512,1.60089,1.4145867999999988,0.0,0.0,90.0,90.0,4532.1,8.0,0,0,107.0,159.0,-73.984759,40.77944,C
2218,37.0,260780.0,1970,1,100,5.6,0.7,1456397.1,921.6,5.1,3.5,79.5,0.0,0.0,1.21558,0.79761,0.79761,0.0,0.0,0.0,100.0,13041.4,7.0,0,0,107.0,177.0,-73.96792,40.790503,D
2219,89.0,58770.0,1926,1,100,3.1,0.0,181026.3,255.7,5.2,4.4,79.5,0.0,0.0,1.4293,0.61256,0.61256,0.0,0.0,90.0,90.0,1283.3,5.0,0,0,107.0,161.0,-73.978082,40.781333,A
2220,85.0,324378.0,1943,1,100,3.8,0.6,1260746.4,939.5,3.8,2.8,79.5,0.0,0.0,1.31636,0.79537,0.79537,0.0,0.0,0.0,100.0,14438.2,3.0,0,0,107.0,181.0,-73.965171,40.792758,B
2222,94.0,120580.0,1917,1,100,3.3,0.4,416412.5,268.2,3.0,2.1,79.5,0.0,0.0,1.02836,0.45613,0.45613,0.0,0.0,90.0,100.0,4941.6,11.0,0,0,107.0,191.0,-73.967377,40.800247,A
2223,23.0,72662.0,1941,1,100,5.3,1.0,381648.3,371.7,6.6,5.1,79.5,0.0,0.0,1.32119,1.32119,0.0,96.0,1.32119,0.0,100.0,7705.8,11.0,0,0,109.0,225.0,-73.95067,40.823008,D
2224,42.0,99110.0,1982,1,100,5.0,1.0,497398.8,468.2,6.1,4.7,79.5,0.0,0.0,1.70518,0.58521,0.58521,0.0,0.0,0.0,100.0,4594.425778134381,10.0,0,0,109.0,225.0,-73.95223,40.823978,D
2225,54.0,89199.0,1983,1,100,5.7,0.9,510999.6,384.9,5.9,4.3,79.5,0.0,0.0,1.9507,0.57176,0.0,51.0,0.57176,0.0,100.0,4594.425778134381,14.0,0,0,109.0,229.0,-73.951062,40.825608,D
2226,71.0,100752.0,1926,1,100,4.1,0.0,410753.2,495.2,6.1,4.9,79.5,0.0,0.0,1.52851,0.75433,0.75433,0.0,0.0,90.0,90.0,3473.2,6.0,0,0,107.0,183.0,-73.972638,40.796018,B
2227,69.0,52428.0,1958,1,100,5.3,0.8,277753.5,204.0,5.3,3.9,79.5,0.0,0.0,2.42237,0.85832,0.0,45.0,0.85832,0.0,100.0,4735.8,8.0,0,0,112.0,245.0,-73.94006,40.837333,C
2228,75.0,70384.0,1973,1,100,3.5,0.9,255555.3,306.8,5.2,4.2,79.5,0.0,0.0,1.91805,0.58252,0.0,41.0,0.58252,0.0,100.0,7765.0,8.0,0,0,112.0,247.0,-73.94423,40.837275,B
2229,59.0,58574.0,1925,1,100,4.0,0.8,232487.2,235.8,5.1,4.0,79.5,0.0,0.0,1.50237,1.16092,0.0,68.0,1.16092,0.0,100.0,5119.8,7.0,0,0,112.0,255.0,-73.942381,40.844795,C
2230,9.0,65136.0,1978,1,100,7.9,1.1,594996.6,425.3,7.8,5.6,79.5,0.0,0.0,1.67342,1.05932,0.0,69.0,1.05932,0.0,100.0,4594.425778134381,25.340000000000146,0,0,112.0,263.0,-73.936507,40.845538,D
2231,11.0,65115.0,1924,1,100,7.1,1.2,522557.6,442.1,8.0,6.0,79.5,0.0,0.0,1.99647,0.79859,0.0,52.0,0.79859,0.0,100.0,4594.425778134381,13.0,0,0,112.0,265.0,-73.936311,40.849641,D
2232,63.0,62667.0,1967,1,100,8.7,0.3,593637.2,96.4,3.8,1.4,79.5,0.0,0.0,1.40425,0.70212,0.0,44.0,0.70212,0.0,100.0,4594.425778134381,18.0,0,0,112.0,265.0,-73.936717,40.849268,C
2233,4.0,70500.0,1924,1,100,7.9,1.0,555996.5,363.4,7.3,5.2,79.5,0.0,0.0,1.26241,0.86525,0.0,61.0,0.86525,0.0,100.0,7601.7,25.340000000000146,0,0,112.0,291.0,-73.925107,40.862186,D
2234,82.0,58198.0,1925,1,100,4.1,0.5,251048.3,159.8,3.8,2.6,79.5,0.0,0.0,1.13406,1.13406,0.0,66.0,1.13406,0.0,100.0,6699.4,7.0,0,0,112.0,293.0,-73.921526,40.866433,B
2235,91.0,58198.0,1925,1,100,4.1,0.4,251048.3,128.6,3.2,2.1,79.5,0.0,0.0,1.13406,1.13406,0.0,66.0,1.13406,0.0,100.0,7706.4,2.0,0,0,112.0,293.0,-73.921942,40.866276,A
2236,2.0,75000.0,1983,1,100,12.5,1.5,938266.2,563.3,10.9,7.5,79.5,0.0,0.0,2.21333,0.52,0.0,39.0,0.52,0.0,100.0,8799.2,17.0,0,0,112.0,265.0,-73.938258,40.847609,D
2237,46.0,85580.0,1927,1,100,4.8,0.0,413047.7,466.8,6.8,5.5,79.5,0.0,0.0,1.35546,0.82963,0.0,71.0,0.82963,0.0,100.0,6267.6,11.0,0,0,112.0,287.0,-73.930388,40.866381,D
2238,88.0,56083.0,1992,1,100,4.6,0.8,257658.3,207.2,5.0,3.7,79.5,0.0,0.0,3.24519,1.51561,0.0,85.0,1.51561,0.0,100.0,4594.425778134381,23.0,0,0,103.0,40.0,-73.986776,40.732211,A
2239,84.0,78611.0,1925,1,100,3.4,0.0,268780.0,339.8,5.2,4.3,79.5,0.0,0.0,1.03039,0.40707,0.40707,0.0,0.0,90.0,90.0,1545.8,6.0,0,0,107.0,175.0,-73.97628,40.79106,B
2241,12.0,47362.0,1925,1,100,11.4,0.6,729856.2,380.3,9.0,5.9,79.5,0.0,0.0,1.79469,1.79469,0.0,85.0,1.79469,0.0,100.0,8414.8,15.0,0,0,103.0,40.0,-73.98512,40.732129,D
2243,58.519394179544754,129755.0,1945,1,100,3.9,0.7,506438.9,430.1,4.4,3.3,79.5,0.0,0.0,0.98647,0.50094,0.50094,0.0,0.0,90.0,90.0,2733.0,6.0,0,0,107.0,149.0,-73.98001,40.771315,C
2247,66.0,211389.0,1938,1,100,5.7,0.4,1234523.5,466.6,3.8,2.2,79.5,0.0,0.0,0.96505,0.88462,0.88462,0.0,0.0,90.0,90.0,7143.1,5.0,0,0,106.0,72.0,-73.979468,40.747155,C
2251,81.0,158195.0,1924,1,100,3.5,0.0,559761.8,593.8,4.7,3.8,79.5,0.0,0.0,0.92923,0.44881,0.44881,0.0,0.0,90.0,90.0,4021.4,8.0,0,0,107.0,175.0,-73.977715,40.789092,B
2257,93.0,176618.0,1917,1,100,3.4,0.5,608912.1,446.7,3.5,2.5,79.5,0.0,0.0,1.08709,0.37369,0.37369,0.0,0.0,90.0,90.0,4594.425778134381,6.0,0,0,107.0,177.0,-73.965869,40.790055,A
2259,96.0,88165.0,1926,1,100,3.5,0.5,312194.8,209.2,3.3,2.4,79.5,0.0,0.0,1.54256,0.54443,0.54443,0.0,0.0,90.0,90.0,2412.4,7.0,0,0,107.0,175.0,-73.979022,40.789383,A
2260,57.0,146048.0,1930,1,100,7.0,0.0,1020504.7,4.3,4.9,0.0,79.5,0.0,0.0,0.64362,0.2217655,0.18487,0.0,0.0,100.0,100.0,4594.425778134381,5.0,0,0,108.0,15001.0,-73.960826,40.780955,C
2261,94.0,59808.0,1900,1,100,2.7,0.0,177945.2,251.4,4.6,3.8,79.5,0.0,0.0,1.30417,0.56849,0.56849,0.0,0.0,90.0,100.0,1538.0,7.0,0,0,107.0,157.0,-73.979029,40.77752,A
2263,6.0,50952.0,1950,1,100,7.5,0.5,449826.3,449.9,9.6,7.5,79.5,0.0,0.0,1.29534,1.07945,0.0,55.0,1.07945,0.0,100.0,4716.2,14.0,0,0,104.0,81.0,-73.996907,40.738275,D
2264,73.0,233376.0,1940,1,100,5.2,0.4,1244710.2,483.8,3.4,2.0,79.5,0.0,0.0,0.87413,0.54419,0.54419,0.0,0.0,90.0,90.0,5419.6,6.0,0,0,108.0,130.0,-73.965621,40.773696,B
2265,96.0,65031.0,1900,1,100,3.0,0.5,195387.5,155.4,3.2,2.4,79.5,0.0,0.0,1.39933,0.56896,0.56896,0.0,0.0,90.0,90.0,2013.2,5.0,0,0,107.0,171.0,-73.977582,40.787868,A
2266,46.0,177000.0,1928,1,100,7.4,0.6,1437128.7,597.7,5.1,3.1,79.5,0.0,0.0,0.83051,0.28249,0.28249,0.0,0.0,0.0,100.0,4594.425778134381,10.0,0,0,108.0,15002.0,-73.959471,40.782126,D
2267,86.0,141034.0,1917,1,100,6.2,0.3,961382.8,237.0,3.2,1.5,79.5,0.0,0.0,1.36137,0.63105,0.63105,0.0,0.0,0.0,100.0,7802.0,8.0,0,0,107.0,179.0,-73.973453,40.791202,A
2268,61.0,164000.0,1931,1,100,6.7,0.1,1208146.3,713.6,5.8,4.0,79.5,0.0,0.0,1.34146,1.34146,1.34146,0.0,0.0,0.0,100.0,6089.0,10.0,0,0,104.0,93.0,-73.998917,40.745466,C
2270,92.0,130000.0,1967,1,100,3.9,0.0,503695.3,8.3,3.3,0.1,79.5,0.0,0.0,0.98462,0.41538,0.41538,0.0,0.0,0.0,100.0,4594.425778134381,3.0,0,0,106.0,10601.0,-73.960388,40.757767,A
2271,40.0,109369.0,1941,1,100,7.6,0.6,922456.0,341.8,4.9,2.8,79.5,0.0,0.0,1.10635,1.10635,0.0,121.0,1.10635,0.0,100.0,3975.3,12.0,0,0,102.0,67.0,-74.002825,40.729596,D
2272,32.0,135939.0,1972,1,100,8.8,0.0,1457813.5,867.2,7.6,5.2,79.5,0.0,0.0,1.58159,1.2947,0.0,151.34000000000015,1.2947,0.0,100.0,3835.6,11.0,0,0,104.0,81.0,-73.996247,40.73819,D
2273,58.0,95113.0,1961,1,100,8.0,0.4,810629.4,253.9,4.7,2.5,79.5,0.0,0.0,1.49296,1.26166,1.26166,0.0,0.0,0.0,100.0,4594.425778134381,7.0,0,0,106.0,72.0,-73.979963,40.74564,C
2274,65.0,79401.0,1960,1,100,5.0,0.6,443458.8,278.9,4.6,3.2,79.5,0.0,0.0,1.61207,1.05792,1.05792,0.0,0.0,90.0,90.0,4105.3,7.0,0,0,108.0,14401.0,-73.94756,40.776105,C
2275,95.0,381500.0,2003,1,100,5.5,0.1,2206987.3,254.2,2.2,0.6,79.5,0.0,0.0,0.5059,0.22543,0.22543,0.0,0.0,0.0,100.0,4594.425778134381,6.0,0,0,106.0,8603.0,-73.965498,40.754412,A
2276,52.0,163000.0,2000,1,100,9.7,0.0,1585226.1,10.6,5.0,0.1,79.5,0.0,0.0,0.82209,0.2217655,0.21472,0.0,0.0,0.0,100.0,4594.425778134381,4.0,0,0,108.0,11402.0,-73.969439,40.763394,D
2277,67.0,103162.0,1950,1,100,4.8,0.0,552615.8,523.8,5.9,4.6,79.5,0.0,0.0,1.31832,1.09536,1.09536,0.0,0.0,0.0,100.0,4474.1,6.0,0,0,106.0,80.0,-73.980247,40.748563,C
